,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazalam,alprazolam,alprazolam,True,True,True
1,alprazolan,alprazolam,alprazolam,True,True,True
2,alprazolane,alprazolam,False,False,True,True
3,alprazolamum,alprazolam,False,False,True,True
4,xanax,alprazolam,alprazolam,True,True,True
5,xanax,alprazolam,alprazolam,True,True,True
6,zanapam,alprazolam,False,False,True,True
7,iprazolam,alprazolam,False,False,True,True
8,alprazolane,alprazolam,False,False,True,True
9,alprazolan,alprazolam,alprazolam,True,True,True
10,alprazolum,alprazolam,False,False,True,True
11,zanapam,alprazolam,False,False,True,True
12,alprazolan,alprazolam,alprazolam,True,True,True
13,zanapam,alprazolam,False,False,True,True
14,alpraz,alprazolam,False,False,True,True
15,zanex,alprazolam,False,False,False,True
16,xanax,alprazolam,alprazolam,True,True,True
17,zoloft,alprazolam,sertraline,False,False,False
18,alprozolam,alprazolam,alprazolam,True,True,True
19,azepam,alprazolam,oxazepam,False,False,False
20,xanax,alprazolam,alprazolam,True,True,True
21,alprazolum,alprazolam,False,False,True,True
22,alprozolam,alprazolam,alprazolam,True,True,True
23,alfazolam,alprazolam,False,False,True,True
24,alprazolan,alprazolam,alprazolam,True,True,True
25,alprazolum,alprazolam,False,False,True,True
26,zanex,alprazolam,False,False,False,True
27,axan,alprazolam,False,False,False,True
28,alpram,alprazolam,False,False,True,True
29,alprax,alprazolam,alprazolam,False,True,True
30,alprol,alprazolam,False,False,Error,True
31,xannx,alprazolam,alprazolam,True,False,True
32,xanx,alprazolam,alprazolam,True,False,True
33,alprazolam,alprazolam,alprazolam,True,True,True
34,zoloft,alprazolam,sertraline,False,False,False
35,paxil,alprazolam,paroxetine,False,False,False
36,prozac,alprazolam,fluoxetine,False,False,False
37,lexapro,alprazolam,escitalopram,False,False,False
38,celexa,alprazolam,citalopram,False,False,False
39,effexor,alprazolam,venlafaxine,False,False,False
40,wellbutrin,alprazolam,bupropion,False,False,False
41,bars,alprazolam,False,False,False,True
42,z-bars,alprazolam,False,False,True,True
43,blue_footballs,alprazolam,False,False,True,True
44,planks,alprazolam,False,False,False,True
45,white_boys,alprazolam,False,False,False,False
46,ativan,alprazolam,lorazepam,False,False,False
47,zanex,alprazolam,False,False,False,True
48,alprozolam,alprazolam,alprazolam,True,True,True
49,xanax,alprazolam,alprazolam,True,True,True
50,ativan,alprazolam,lorazepam,False,False,False
51,zanex,alprazolam,False,False,False,True
52,xanx,alprazolam,alprazolam,True,False,True
53,zanex,alprazolam,False,False,False,True
54,alprazolamum,alprazolam,False,False,True,True
55,xanax,alprazolam,alprazolam,True,True,True
56,zanapam,alprazolam,False,False,True,True
57,zoloft,alprazolam,sertraline,False,False,False
58,prozac,alprazolam,fluoxetine,False,False,False
59,paxil,alprazolam,paroxetine,False,False,False
60,lexapro,alprazolam,escitalopram,False,False,False
61,celexa,alprazolam,citalopram,False,False,False
62,effexor,alprazolam,venlafaxine,False,False,False
63,alprozalam,alprazolam,alprazolam,True,True,True
