,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,xanax,alprazolam,alprazolam,True,True,True
2,xanax,alprazolam,alprazolam,True,True,True
3,xanax,alprazolam,alprazolam,True,True,True
4,xanax,alprazolam,alprazolam,True,True,True
5,xanax,alprazolam,alprazolam,True,True,True
6,alpraz,alprazolam,False,False,True,True
7,aplrazolam,alprazolam,alprazolam,True,False,True
8,alprazolam,alprazolam,alprazolam,True,True,True
9,aplrazolam,alprazolam,alprazolam,True,False,True
10,zanax,alprazolam,alprazolam,True,True,True
11,xanax,alprazolam,alprazolam,True,True,True
12,lorazepam,alprazolam,lorazepam,False,False,False
13,diazepam,alprazolam,diazepam,False,False,False
14,ativan,alprazolam,lorazepam,False,False,False
15,alpraz,alprazolam,False,False,True,True
16,alpraz,alprazolam,False,False,True,True
17,xanax,alprazolam,alprazolam,True,True,True
18,xanax,alprazolam,alprazolam,True,True,True
19,alprazolamum,alprazolam,False,False,True,True
20,alprazolans,alprazolam,False,False,True,True
21,diazepam,alprazolam,diazepam,False,False,False
22,lorazepam,alprazolam,lorazepam,False,False,False
23,xanax,alprazolam,alprazolam,True,True,True
24,alpraz,alprazolam,False,False,True,True
25,alpraz,alprazolam,False,False,True,True
26,alpraz,alprazolam,False,False,True,True
27,alpraz,alprazolam,False,False,True,True
28,xanax,alprazolam,alprazolam,True,True,True
29,xanax,alprazolam,alprazolam,True,True,True
30,alprazolams,alprazolam,alprazolam,True,True,True
31,alpraz,alprazolam,False,False,True,True
32,alzolam,alprazolam,False,False,True,True
33,alzolam,alprazolam,False,False,True,True
34,alpraz,alprazolam,False,False,True,True
35,xanax,alprazolam,alprazolam,True,True,True
36,zolam,alprazolam,False,False,True,True
37,alpraz,alprazolam,False,False,True,True
38,xanax,alprazolam,alprazolam,True,True,True
39,xanax,alprazolam,alprazolam,True,True,True
40,xanor,alprazolam,alprazolam,True,True,True
41,alpraz,alprazolam,False,False,True,True
42,alpraz,alprazolam,False,False,True,True
43,xanax,alprazolam,alprazolam,True,True,True
44,bars,alprazolam,False,False,False,True
45,xanax,alprazolam,alprazolam,True,True,True
46,zanex,alprazolam,False,False,False,True
47,xanax,alprazolam,alprazolam,True,True,True
48,alpraz,alprazolam,False,False,True,True
49,alzolam,alprazolam,False,False,True,True
50,alprazolamum,alprazolam,False,False,True,True
51,alprazolomide,alprazolam,False,False,Error,Error
52,alprazolamine,alprazolam,False,False,True,True
53,alprazolams,alprazolam,alprazolam,True,True,True
54,alpraz,alprazolam,False,False,True,True
55,alprazolam,alprazolam,alprazolam,True,True,True
56,ativan,alprazolam,lorazepam,False,False,False
57,klonopin,alprazolam,clonazepam,False,True,False
58,xanax,alprazolam,alprazolam,True,True,True
59,alpraz,alprazolam,False,False,True,True
60,alpraz,alprazolam,False,False,True,True
61,alzolam,alprazolam,False,False,True,True
62,xanax,alprazolam,alprazolam,True,True,True
63,zanapam,alprazolam,False,False,True,True
64,xanax,alprazolam,alprazolam,True,True,True
65,ativan,alprazolam,lorazepam,False,False,False
66,alpraz,alprazolam,False,False,True,True
67,alprazolam,alprazolam,alprazolam,True,True,True
68,alprazolan,alprazolam,alprazolam,True,True,True
69,alprazolamum,alprazolam,False,False,True,True
70,nozepam,alprazolam,False,False,False,False
71,alprazol,alprazolam,False,False,True,True
72,xanor,alprazolam,alprazolam,True,True,True
73,alzolam,alprazolam,False,False,True,True
74,alpraz,alprazolam,False,False,True,True
75,alprozolam,alprazolam,alprazolam,True,True,True
76,alpraz,alprazolam,False,False,True,True
77,xanax,alprazolam,alprazolam,True,True,True
78,xanax,alprazolam,alprazolam,True,True,True
79,ativan,alprazolam,lorazepam,False,False,False
80,xanax,alprazolam,alprazolam,True,True,True
81,ativan,alprazolam,lorazepam,False,False,False
82,aprozalam,alprazolam,False,False,True,True
83,alpraz,alprazolam,False,False,True,True
84,alprozolam,alprazolam,alprazolam,True,True,True
85,xanax,alprazolam,alprazolam,True,True,True
86,alpraz,alprazolam,False,False,True,True
87,alzolam,alprazolam,False,False,True,True
88,alprazolane,alprazolam,False,False,True,True
89,alprazolamum,alprazolam,False,False,True,True
90,bars,alprazolam,False,False,False,True
91,xanies,alprazolam,False,False,True,True
92,xanax,alprazolam,alprazolam,True,True,True
93,alprazolamum,alprazolam,False,False,True,True
94,xanax,alprazolam,alprazolam,True,True,True
95,zanapam,alprazolam,False,False,True,True
96,alprazalam,alprazolam,alprazolam,True,True,True
97,alprazolom,alprazolam,alprazolam,True,True,True
98,alpraz,alprazolam,False,False,True,True
99,alp,alprazolam,False,False,False,True
100,alp,alprazolam,False,False,False,True
101,tranxene,alprazolam,clorazepate,False,False,False
102,alpraz,alprazolam,False,False,True,True
103,xanax,alprazolam,alprazolam,True,True,True
104,alpraz,alprazolam,False,False,True,True
105,xanor,alprazolam,alprazolam,True,True,True
106,xanax,alprazolam,alprazolam,True,True,True
107,xanaxx,alprazolam,False,False,True,True
108,alpraz,alprazolam,False,False,True,True
109,alp,alprazolam,False,False,False,True
110,xanax,alprazolam,alprazolam,True,True,True
111,xanax_bars,alprazolam,False,True,True,True
112,xanies,alprazolam,False,False,True,True
113,xanor,alprazolam,alprazolam,True,True,True
114,alpraz,alprazolam,False,False,True,True
115,xanax,alprazolam,alprazolam,True,True,True
116,alpraz,alprazolam,False,False,True,True
117,alzolam,alprazolam,False,False,True,True
118,alpraz,alprazolam,False,False,True,True
119,alprazolam,alprazolam,alprazolam,True,True,True
120,alprazolamum,alprazolam,False,False,True,True
121,alprazolane,alprazolam,False,False,True,True
122,alprazolamum,alprazolam,False,False,True,True
123,alpraz,alprazolam,False,False,True,True
124,alprax,alprazolam,alprazolam,False,True,True
125,xanbars,alprazolam,False,False,True,True
126,alpraz,alprazolam,False,False,True,True
127,ativan,alprazolam,lorazepam,False,False,False
128,klonopin,alprazolam,clonazepam,False,True,False
129,alp,alprazolam,False,False,False,True
130,alpraz,alprazolam,False,False,True,True
131,alprazolam,alprazolam,alprazolam,True,True,True
132,xanax,alprazolam,alprazolam,True,True,True
133,alpraz,alprazolam,False,False,True,True
134,xanax,alprazolam,alprazolam,True,True,True
135,ativan,alprazolam,lorazepam,False,False,False
136,alprazolan,alprazolam,alprazolam,True,True,True
137,alprazolamum,alprazolam,False,False,True,True
138,xanax,alprazolam,alprazolam,True,True,True
139,xanax,alprazolam,alprazolam,True,True,True
140,bars,alprazolam,False,False,False,True
141,white_xanax,alprazolam,False,True,False,True
142,xanax,alprazolam,alprazolam,True,True,True
143,xanor,alprazolam,alprazolam,True,True,True
144,zolam,alprazolam,False,False,True,True
145,alprazolam,alprazolam,alprazolam,True,True,True
146,alprazolan,alprazolam,alprazolam,True,True,True
147,xanax,alprazolam,alprazolam,True,True,True
148,alpraz,alprazolam,False,False,True,True
149,alp,alprazolam,False,False,False,True
150,aziprocin,alprazolam,False,False,False,Error
151,zopax,alprazolam,False,False,True,True
152,alpraz,alprazolam,False,False,True,True
153,alprazolam,alprazolam,alprazolam,True,True,True
154,alprozalam,alprazolam,alprazolam,True,True,True
155,aplrazolam,alprazolam,alprazolam,True,False,True
156,xanax,alprazolam,alprazolam,True,True,True
157,xanax,alprazolam,alprazolam,True,True,True
158,xanax,alprazolam,alprazolam,True,True,True
159,ativan,alprazolam,lorazepam,False,False,False
160,aplrazolam,alprazolam,alprazolam,True,False,True
161,zanax,alprazolam,alprazolam,True,True,True
162,alpraz,alprazolam,False,False,True,True
163,xanax,alprazolam,alprazolam,True,True,True
164,xanax,alprazolam,alprazolam,True,True,True
165,ativan,alprazolam,lorazepam,False,False,False
166,xanax,alprazolam,alprazolam,True,True,True
167,ativan,alprazolam,lorazepam,False,False,False
168,xanax,alprazolam,alprazolam,True,True,True
169,alpraz,alprazolam,False,False,True,True
170,alprazolam,alprazolam,alprazolam,True,True,True
171,xanax_bars,alprazolam,False,True,True,True
172,white_xanax,alprazolam,False,True,False,True
