,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,paxil,alprazolam,paroxetine,False,False,False
1,ativan,alprazolam,lorazepam,False,False,False
2,alyprazolam,alprazolam,False,False,Error,Error
3,alprazolam_tablets,alprazolam,False,True,True,True
4,alprazolam_pills,alprazolam,False,True,True,True
5,ativan,alprazolam,lorazepam,False,False,False
6,ativan,alprazolam,lorazepam,False,False,False
7,klonopin,alprazolam,clonazepam,False,True,False
8,valium,alprazolam,diazepam,False,False,False
9,ambien,alprazolam,zolpidem,False,False,False
10,tabs,alprazolam,False,False,Error,False
11,xanax_bars,alprazolam,False,True,True,True
12,alzolam,alprazolam,False,False,True,True
13,xanax,alprazolam,alprazolam,True,True,True
14,zoloft,alprazolam,sertraline,False,False,False
15,serenit,alprazolam,False,False,False,False
16,tranqil,alprazolam,False,False,False,False
17,Alprazolam,alprazolam,alprazolam,True,True,True
18,antianxiety_medication,alprazolam,False,False,False,False
19,alprazolime,alprazolam,False,False,Error,Error
20,alprazolum,alprazolam,False,False,True,True
21,zanex,alprazolam,False,False,False,True
22,ativan,alprazolam,lorazepam,False,False,False
23,clonazepam,alprazolam,clonazepam,False,False,False
24,diazepam,alprazolam,diazepam,False,False,False
25,lorazepam,alprazolam,lorazepam,False,False,False
26,zoloft,alprazolam,sertraline,False,False,False
27,ativan,alprazolam,lorazepam,False,False,False
28,alfazolam,alprazolam,False,False,True,True
29,alprazolan,alprazolam,alprazolam,True,True,True
30,eloprazolam,alprazolam,False,False,False,False
31,zolpridem,alprazolam,False,False,False,False
32,zoltram,alprazolam,False,False,False,False
33,alph673,alprazolam,False,False,Error,Error
34,alp,alprazolam,False,False,False,True
35,praz,alprazolam,crab,False,False,True
36,ativan,alprazolam,lorazepam,False,False,False
37,bars,alprazolam,False,False,False,True
38,blue_footballs,alprazolam,False,False,True,True
39,Benzos,alprazolam,False,False,False,True
40,downers,alprazolam,False,False,False,False
41,greenies,alprazolam,False,False,False,False
42,ladders,alprazolam,False,False,False,True
43,planks,alprazolam,False,False,False,True
44,xanax,alprazolam,alprazolam,True,True,True
45,triazolam,alprazolam,triazolam,False,False,False
46,zanex,alprazolam,False,False,False,True
47,xanax,alprazolam,alprazolam,True,True,True
48,alcon,alprazolam,False,False,False,False
49,zycalm,alprazolam,False,False,False,False
50,ladopam,alprazolam,False,False,False,False
51,ralozam,alprazolam,False,False,True,True
52,neurium,alprazolam,False,False,False,False
53,alprolazam,alprazolam,False,False,True,True
54,alprazosin,alprazolam,False,False,False,False
55,zanax,alprazolam,alprazolam,True,True,True
56,zanapam,alprazolam,False,False,True,True
57,anax,alprazolam,False,False,False,True
58,ativan,alprazolam,lorazepam,False,False,False
59,klonopin,alprazolam,clonazepam,False,True,False
60,valium,alprazolam,diazepam,False,False,False
61,diazepam,alprazolam,diazepam,False,False,False
62,estazolam,alprazolam,estazolam,False,False,False
63,flunitrazepam,alprazolam,flunitrazepam,False,False,False
64,lorazepam,alprazolam,lorazepam,False,False,False
65,midazolam,alprazolam,midazolam,False,False,False
66,oxazepam,alprazolam,oxazepam,False,False,False
67,temazep,alprazolam,False,False,False,False
68,zanex,alprazolam,False,False,False,True
69,ativan,alprazolam,lorazepam,False,False,False
70,triazolam,alprazolam,triazolam,False,False,False
71,xanax,alprazolam,alprazolam,True,True,True
72,zanex,alprazolam,False,False,False,True
73,albrazolam,alprazolam,False,False,True,True
74,alprazolan,alprazolam,alprazolam,True,True,True
75,aplazolam,alprazolam,False,False,True,True
76,alprasolam,alprazolam,False,False,False,True
77,xanax,alprazolam,alprazolam,True,True,True
78,azolam,alprazolam,acetazolamide,False,True,True
79,zoloft,alprazolam,sertraline,False,False,False
80,prozac,alprazolam,fluoxetine,False,False,False
81,alprazalam,alprazolam,alprazolam,True,True,True
82,alprazolan,alprazolam,alprazolam,True,True,True
83,seren_placing,alprazolam,False,False,False,Error
84,xanor,alprazolam,alprazolam,True,True,True
85,paxal,alprazolam,benfluorex,False,False,False
86,xanac,alprazolam,alprazolam,True,True,True
87,xanor,alprazolam,alprazolam,True,True,True
88,zanex,alprazolam,False,False,False,True
89,ativan,alprazolam,lorazepam,False,False,False
90,lorazepam,alprazolam,lorazepam,False,False,False
91,alprazolane,alprazolam,False,False,True,True
92,alprazolast,alprazolam,False,False,Error,Error
93,xanze,alprazolam,False,False,False,True
94,zanny_bars,alprazolam,False,False,True,True
95,alpraz,alprazolam,False,False,True,True
96,azolam,alprazolam,acetazolamide,False,True,True
97,calmpose,alprazolam,False,False,False,False
98,daytrana_,alprazolam,False,False,False,False
99,dexedrine_,alprazolam,False,False,False,False
100,dextrostat,alprazolam,dextroamphetamine,False,False,False
101,eftropane_,alprazolam,False,False,Error,Error
102,etrafon_,alprazolam,False,False,False,False
103,flexeril_,alprazolam,False,False,False,False
104,gablofen_,alprazolam,False,False,False,False
105,heroner_,alprazolam,False,False,False,False
106,innopran_XL_,alprazolam,False,False,False,False
107,alprozalam,alprazolam,alprazolam,True,True,True
108,alpraz,alprazolam,False,False,True,True
109,xanxiety,alprazolam,False,False,False,False
110,xalozam,alprazolam,False,False,False,Error
111,zoloft,alprazolam,sertraline,False,False,False
112,zanies,alprazolam,False,False,False,True
113,tranks,alprazolam,False,False,False,False
114,zanex,alprazolam,False,False,False,True
115,niravam,alprazolam,alprazolam,True,True,True
116,ativan,alprazolam,lorazepam,False,False,False
117,zapalex,alprazolam,False,False,False,False
118,xanor,alprazolam,alprazolam,True,True,True
119,alpraz,alprazolam,False,False,True,True
120,zanapam,alprazolam,False,False,True,True
121,prazosin,alprazolam,prazosin,False,False,False
122,softis,alprazolam,False,False,False,False
123,tranquilizer,alprazolam,False,False,False,True
124,pfizer,alprazolam,False,False,False,False
125,xanax_bars,alprazolam,False,True,True,True
126,ativan,alprazolam,lorazepam,False,False,False
127,klonopin,alprazolam,clonazepam,False,True,False
128,valium,alprazolam,diazepam,False,False,False
129,librium,alprazolam,chlordiazepoxide,False,False,False
130,zanex,alprazolam,False,False,False,True
131,alpraz,alprazolam,False,False,True,True
132,aripiprazole,alprazolam,aripiprazole,False,False,False
133,ativan,alprazolam,lorazepam,False,False,False
134,clonazepam,alprazolam,clonazepam,False,False,False
135,diazepam,alprazolam,diazepam,False,False,False
136,lorazepam,alprazolam,lorazepam,False,False,False
137,midazolam,alprazolam,midazolam,False,False,False
138,zolam,alprazolam,False,False,True,True
139,calmpose,alprazolam,False,False,False,False
140,alprazolum,alprazolam,False,False,True,True
141,axolam,alprazolam,False,False,True,True
142,xanax,alprazolam,alprazolam,True,True,True
143,alprazolan,alprazolam,alprazolam,True,True,True
144,alprazolom,alprazolam,alprazolam,True,True,True
145,xanax,alprazolam,alprazolam,True,True,True
146,a-pyrrolidinopentiophenone,alprazolam,False,False,False,False
147,zoloft,alprazolam,sertraline,False,False,False
148,ativan,alprazolam,lorazepam,False,False,False
149,zolam,alprazolam,False,False,True,True
150,prazolan,alprazolam,False,False,False,True
151,anax,alprazolam,False,False,False,True
152,alprazomam,alprazolam,False,False,True,True
153,yellow_xanax_bars,alprazolam,False,True,True,True
