,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,zanapam,alprazolam,False,False,True,True
1,zoloft,alprazolam,sertraline,False,False,False
2,ativan,alprazolam,lorazepam,False,False,False
3,serena,alprazolam,False,False,False,False
4,tranxa,alprazolam,False,False,False,False
5,alpraz,alprazolam,False,False,True,True
6,alzolam,alprazolam,False,False,True,True
7,xanax,alprazolam,alprazolam,True,True,True
8,ativan,alprazolam,lorazepam,False,False,False
9,alprazolamum,alprazolam,False,False,True,True
10,alprazolan,alprazolam,alprazolam,True,True,True
11,alpralidomide,alprazolam,False,False,Error,Error
12,zanex,alprazolam,False,False,False,True
13,xanax,alprazolam,alprazolam,True,True,True
14,zanex,alprazolam,False,False,False,True
15,alpraz,alprazolam,False,False,True,True
16,alprazolamum,alprazolam,False,False,True,True
17,zopax,alprazolam,False,False,True,True
18,ativan,alprazolam,lorazepam,False,False,False
19,zoloft,alprazolam,sertraline,False,False,False
20,lexapro,alprazolam,escitalopram,False,False,False
21,xanax,alprazolam,alprazolam,True,True,True
22,zanex,alprazolam,False,False,False,True
23,alprazolams,alprazolam,alprazolam,True,True,True
24,ativan,alprazolam,lorazepam,False,False,False
25,alprazolamum,alprazolam,False,False,True,True
26,xanex,alprazolam,alprazolam,True,False,True
27,zanapam,alprazolam,False,False,True,True
28,prazosin,alprazolam,prazosin,False,False,False
29,zanax,alprazolam,alprazolam,True,True,True
30,alpraz,alprazolam,False,False,True,True
31,alzolam,alprazolam,False,False,True,True
32,zoloft,alprazolam,sertraline,False,False,False
33,prozac,alprazolam,fluoxetine,False,False,False
34,zolpidem,alprazolam,zolpidem,False,False,False
35,alprazolan,alprazolam,alprazolam,True,True,True
36,alprozolam,alprazolam,alprazolam,True,True,True
37,aripiprazole,alprazolam,aripiprazole,False,False,False
38,zanex,alprazolam,False,False,False,True
39,alprozalam,alprazolam,alprazolam,True,True,True
40,alprazolan,alprazolam,alprazolam,True,True,True
41,azolam,alprazolam,acetazolamide,False,True,True
42,zanex,alprazolam,False,False,False,True
