,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,zolpidem,alprazolam,zolpidem,False,False,False
1,diazepam,alprazolam,diazepam,False,False,False
2,lorazepam,alprazolam,lorazepam,False,False,False
3,midazolam,alprazolam,midazolam,False,False,False
4,oxazepam,alprazolam,oxazepam,False,False,False
5,temazepam,alprazolam,temazepam,False,False,False
6,triazolam,alprazolam,triazolam,False,False,False
7,zolpidem,alprazolam,zolpidem,False,False,False
8,alprazolan,alprazolam,alprazolam,True,True,True
9,alprazolom,alprazolam,alprazolam,True,True,True
10,xanax,alprazolam,alprazolam,True,True,True
11,xanax,alprazolam,alprazolam,True,True,True
12,zanapam,alprazolam,False,False,True,True
13,iproxin,alprazolam,False,False,False,False
14,alprazolan,alprazolam,alprazolam,True,True,True
15,alprazolamum,alprazolam,False,False,True,True
16,alprazolom,alprazolam,alprazolam,True,True,True
17,alprazolame,alprazolam,False,False,True,True
18,alprazolana,alprazolam,False,False,True,True
19,alprazolans,alprazolam,False,False,True,True
20,alprazolazepam,alprazolam,False,False,Error,Error
21,alprazolamum,alprazolam,False,False,True,True
22,xanax,alprazolam,alprazolam,True,True,True
23,zanaprin,alprazolam,False,False,False,False
24,zoloft,alprazolam,sertraline,False,False,False
25,lexapro,alprazolam,escitalopram,False,False,False
26,paxil,alprazolam,paroxetine,False,False,False
27,prozac,alprazolam,fluoxetine,False,False,False
28,effexor,alprazolam,venlafaxine,False,False,False
29,cymbalta,alprazolam,duloxetine,False,False,False
30,wellbutrin,alprazolam,bupropion,False,False,False
31,zanax,alprazolam,alprazolam,True,True,True
32,alprozalam,alprazolam,alprazolam,True,True,True
33,alpraz,alprazolam,False,False,True,True
34,xanax,alprazolam,alprazolam,True,True,True
35,alp,alprazolam,False,False,False,True
36,zolam,alprazolam,False,False,True,True
37,prazolam,alprazolam,alprazolam,True,True,True
38,alprazolam,alprazolam,alprazolam,True,True,True
39,xanaks,alprazolam,False,False,False,True
40,xanacs,alprazolam,False,False,True,True
41,xanaks,alprazolam,False,False,False,True
42,alprazolan,alprazolam,alprazolam,True,True,True
43,alprazolane,alprazolam,False,False,True,True
44,alprazolamum,alprazolam,False,False,True,True
45,alprazolamyde,alprazolam,False,False,True,True
46,alprazolamid,alprazolam,False,False,True,True
47,alprazolamide,alprazolam,False,False,True,True
48,ativan,alprazolam,lorazepam,False,False,False
49,zanex,alprazolam,False,False,False,True
50,xanax,alprazolam,alprazolam,True,True,True
51,alprazalam,alprazolam,alprazolam,True,True,True
52,alprazolan,alprazolam,alprazolam,True,True,True
53,alprazolane,alprazolam,False,False,True,True
54,alprazolamum,alprazolam,False,False,True,True
55,zolofts,alprazolam,sertraline,False,False,False
56,xanor,alprazolam,alprazolam,True,True,True
57,zolam,alprazolam,False,False,True,True
58,alprax,alprazolam,alprazolam,False,True,True
59,iprazolam,alprazolam,False,False,True,True
60,lprazolam,alprazolam,False,False,True,True
61,prazolam,alprazolam,alprazolam,True,True,True
62,xanax,alprazolam,alprazolam,True,True,True
63,zoloft,alprazolam,sertraline,False,False,False
64,paxil,alprazolam,paroxetine,False,False,False
65,prozac,alprazolam,fluoxetine,False,False,False
66,lexapro,alprazolam,escitalopram,False,False,False
67,celexa,alprazolam,citalopram,False,False,False
68,effexor,alprazolam,venlafaxine,False,False,False
69,wellbutrin,alprazolam,bupropion,False,False,False
70,alprazolan,alprazolam,alprazolam,True,True,True
71,alprazolane,alprazolam,False,False,True,True
72,alprazolanes,alprazolam,False,False,True,True
73,alprazolans,alprazolam,False,False,True,True
74,alprazolamides,alprazolam,False,False,True,True
75,alprazolams,alprazolam,alprazolam,True,True,True
76,xanax,alprazolam,alprazolam,True,True,True
77,zanex,alprazolam,False,False,False,True
78,aplrexam,alprazolam,False,False,Error,Error
79,aplrazom,alprazolam,False,False,Error,False
80,zanaprin,alprazolam,False,False,False,False
81,zanex,alprazolam,False,False,False,True
82,axan,alprazolam,False,False,False,True
83,alprax,alprazolam,alprazolam,False,True,True
84,alprolazam,alprazolam,False,False,True,True
85,alzolam,alprazolam,False,False,True,True
86,zanax,alprazolam,alprazolam,True,True,True
87,talzolam,alprazolam,False,False,True,True
88,zoloft,alprazolam,sertraline,False,False,False
89,zolpidem,alprazolam,zolpidem,False,False,False
90,zaleplon,alprazolam,zaleplon,False,False,False
91,zolmitriptan,alprazolam,zolmitriptan,False,False,False
92,zolpidem_tartrate,alprazolam,zolpidem,False,False,False
93,zoloft,alprazolam,sertraline,False,False,False
94,alprazolan,alprazolam,alprazolam,True,True,True
95,alprazolame,alprazolam,False,False,True,True
96,alprazolamum,alprazolam,False,False,True,True
97,alprazolans,alprazolam,False,False,True,True
98,alprazolami,alprazolam,False,False,True,True
99,alprazolamo,alprazolam,False,False,True,True
100,ativan,alprazolam,lorazepam,False,False,False
101,klonopin,alprazolam,clonazepam,False,True,False
102,valium,alprazolam,diazepam,False,False,False
103,librium,alprazolam,chlordiazepoxide,False,False,False
104,tranxene,alprazolam,clorazepate,False,False,False
105,serax,alprazolam,oxazepam,False,False,False
106,buspar,alprazolam,buspirone,False,False,False
107,alprazolams,alprazolam,alprazolam,True,True,True
108,zanapam,alprazolam,False,False,True,True
109,alpraz,alprazolam,False,False,True,True
110,xanax,alprazolam,alprazolam,True,True,True
111,zanax,alprazolam,alprazolam,True,True,True
112,alpraz,alprazolam,False,False,True,True
113,alprazol,alprazolam,False,False,True,True
114,zanex,alprazolam,False,False,False,True
115,xanor,alprazolam,alprazolam,True,True,True
116,zolam,alprazolam,False,False,True,True
117,alzolam,alprazolam,False,False,True,True
118,alpraz,alprazolam,False,False,True,True
119,alprazol,alprazolam,False,False,True,True
120,alprazalam,alprazolam,alprazolam,True,True,True
121,alprazolan,alprazolam,alprazolam,True,True,True
122,alprazolum,alprazolam,False,False,True,True
123,xanax,alprazolam,alprazolam,True,True,True
124,xanax,alprazolam,alprazolam,True,True,True
125,ativan,alprazolam,lorazepam,False,False,False
126,zanex,alprazolam,False,False,False,True
127,ativan,alprazolam,lorazepam,False,False,False
128,xanax,alprazolam,alprazolam,True,True,True
129,xanax,alprazolam,alprazolam,True,True,True
130,zanex,alprazolam,False,False,False,True
131,pfizer,alprazolam,False,False,False,False
132,upjohn,alprazolam,False,False,False,False
133,greenstone,alprazolam,False,False,False,True
134,alprazalam,alprazolam,alprazolam,True,True,True
135,alprazolan,alprazolam,alprazolam,True,True,True
136,alprazolum,alprazolam,False,False,True,True
137,alprazolom,alprazolam,alprazolam,True,True,True
138,alprazolan,alprazolam,alprazolam,True,True,True
139,alprazolum,alprazolam,False,False,True,True
140,aripiprazole,alprazolam,aripiprazole,False,False,False
141,asenapine,alprazolam,asenapine,False,False,False
142,chlorpromazine,alprazolam,chlorpromazine,False,False,False
143,clozapine,alprazolam,clozapine,False,False,False
144,droperidol,alprazolam,droperidol,False,False,False
145,fluphenazine,alprazolam,fluphenazine,False,False,False
146,haloperidol,alprazolam,haloperidol,False,False,False
147,iloperidone,alprazolam,iloperidone,False,False,False
148,loxapine,alprazolam,loxapine,False,False,False
149,mesoridazine,alprazolam,False,False,False,False
150,olanzapine,alprazolam,olanzapine,False,False,False
151,perphenazine,alprazolam,perphenazine,False,False,False
152,pimozide,alprazolam,pimozide,False,False,False
153,quetiapine,alprazolam,quetiapine,False,False,False
154,risperidone,alprazolam,risperidone,False,False,False
155,thioridazine,alprazolam,thioridazine,False,False,False
156,trifluoperazine,alprazolam,trifluoperazine,False,False,False
157,ziprasidone,alprazolam,ziprasidone,False,False,False
158,zoloft,alprazolam,sertraline,False,False,False
159,zoloft,alprazolam,sertraline,False,False,False
160,zolam,alprazolam,False,False,True,True
161,alpraz,alprazolam,False,False,True,True
162,alp,alprazolam,False,False,False,True
163,aplrazolam,alprazolam,alprazolam,True,False,True
164,aripiprazole,alprazolam,aripiprazole,False,False,False
165,alprazolamum,alprazolam,False,False,True,True
166,alprazolans,alprazolam,False,False,True,True
167,alprazolams,alprazolam,alprazolam,True,True,True
168,xanaxx,alprazolam,False,False,True,True
169,alpraz,alprazolam,False,False,True,True
170,zanex,alprazolam,False,False,False,True
171,prazosin,alprazolam,prazosin,False,False,False
172,xanax,alprazolam,alprazolam,True,True,True
173,ativan,alprazolam,lorazepam,False,False,False
174,aprozalam,alprazolam,False,False,True,True
175,alprazolam,alprazolam,alprazolam,True,True,True
176,alprazalam,alprazolam,alprazolam,True,True,True
177,alprazolan,alprazolam,alprazolam,True,True,True
178,alprazolum,alprazolam,False,False,True,True
179,zanex,alprazolam,False,False,False,True
180,xanax,alprazolam,alprazolam,True,True,True
181,zanex,alprazolam,False,False,False,True
