,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazolom,alprazolam,alprazolam,True,True,True
1,alprazolan,alprazolam,alprazolam,True,True,True
2,alprazolane,alprazolam,False,False,True,True
3,xanax,alprazolam,alprazolam,True,True,True
4,alprazolane,alprazolam,False,False,True,True
5,alprazolamum,alprazolam,False,False,True,True
6,alzolam,alprazolam,False,False,True,True
7,neozolam,alprazolam,False,False,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,ativan,alprazolam,lorazepam,False,False,False
10,diazepam,alprazolam,diazepam,False,False,False
11,lorazepam,alprazolam,lorazepam,False,False,False
12,alpraz,alprazolam,False,False,True,True
13,alprazolam,alprazolam,alprazolam,True,True,True
14,ativan,alprazolam,lorazepam,False,False,False
15,klonopin,alprazolam,clonazepam,False,True,False
16,niravam,alprazolam,alprazolam,True,True,True
17,alpraz,alprazolam,False,False,True,True
18,alprozolam,alprazolam,alprazolam,True,True,True
19,alpraz,alprazolam,False,False,True,True
20,frontin,alprazolam,False,False,False,True
21,alpraz,alprazolam,False,False,True,True
22,alpraz,alprazolam,False,False,True,True
23,alprazolam,alprazolam,alprazolam,True,True,True
24,xanax,alprazolam,alprazolam,True,True,True
25,alprazolam,alprazolam,alprazolam,True,True,True
26,alprazolam,alprazolam,alprazolam,True,True,True
27,alpraz,alprazolam,False,False,True,True
28,alprazolam,alprazolam,alprazolam,True,True,True
29,alpraz,alprazolam,False,False,True,True
30,alprazolam,alprazolam,alprazolam,True,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,alpraz,alprazolam,False,False,True,True
33,aplrazolam,alprazolam,alprazolam,True,False,True
34,xanax,alprazolam,alprazolam,True,True,True
35,alp,alprazolam,False,False,False,True
36,alpraz,alprazolam,False,False,True,True
37,xanax,alprazolam,alprazolam,True,True,True
38,xanbars,alprazolam,False,False,True,True
39,aplrazolam,alprazolam,alprazolam,True,False,True
40,xanax,alprazolam,alprazolam,True,True,True
41,alprazolam,alprazolam,alprazolam,True,True,True
42,alpraz,alprazolam,False,False,True,True
43,alpraz,alprazolam,False,False,True,True
44,alprazolan,alprazolam,alprazolam,True,True,True
45,alprazolsm,alprazolam,False,False,True,True
46,xanax,alprazolam,alprazolam,True,True,True
47,ativan,alprazolam,lorazepam,False,False,False
48,xanax,alprazolam,alprazolam,True,True,True
49,alprazolam,alprazolam,alprazolam,True,True,True
50,frontin,alprazolam,False,False,False,True
51,neupax,alprazolam,False,False,True,True
52,ativan,alprazolam,lorazepam,False,False,False
53,xanax,alprazolam,alprazolam,True,True,True
54,alpraz,alprazolam,False,False,True,True
55,alprazolam,alprazolam,alprazolam,True,True,True
56,alprazolam,alprazolam,alprazolam,True,True,True
57,niravam,alprazolam,alprazolam,True,True,True
58,ativan,alprazolam,lorazepam,False,False,False
59,xanax,alprazolam,alprazolam,True,True,True
60,xanax,alprazolam,alprazolam,True,True,True
61,alprozolam,alprazolam,alprazolam,True,True,True
62,azanax,alprazolam,False,False,False,True
63,xanax_bars,alprazolam,False,True,True,True
64,white_xanax,alprazolam,False,True,False,True
65,xanax,alprazolam,alprazolam,True,True,True
66,xanor,alprazolam,alprazolam,True,True,True
67,alpraz,alprazolam,False,False,True,True
68,alpraz,alprazolam,False,False,True,True
69,xanax,alprazolam,alprazolam,True,True,True
70,alprazalam,alprazolam,alprazolam,True,True,True
71,alprazolan,alprazolam,alprazolam,True,True,True
72,xanaxx,alprazolam,False,False,True,True
73,alprazolam,alprazolam,alprazolam,True,True,True
74,alprazloam,alprazolam,False,False,True,True
75,alprazolsm,alprazolam,False,False,True,True
76,alpraz,alprazolam,False,False,True,True
77,alprazolam,alprazolam,alprazolam,True,True,True
78,alpraz,alprazolam,False,False,True,True
79,xanor,alprazolam,alprazolam,True,True,True
80,alpram,alprazolam,False,False,True,True
81,zolam,alprazolam,False,False,True,True
82,alpraz,alprazolam,False,False,True,True
83,alp,alprazolam,False,False,False,True
84,xanax,alprazolam,alprazolam,True,True,True
85,xanax,alprazolam,alprazolam,True,True,True
86,alprazol,alprazolam,False,False,True,True
87,alp,alprazolam,False,False,False,True
88,alprozolam,alprazolam,alprazolam,True,True,True
89,xanax,alprazolam,alprazolam,True,True,True
90,xanax,alprazolam,alprazolam,True,True,True
91,aplrazolam,alprazolam,alprazolam,True,False,True
92,xanax,alprazolam,alprazolam,True,True,True
93,xanax,alprazolam,alprazolam,True,True,True
94,alpraz,alprazolam,False,False,True,True
95,alprazolam,alprazolam,alprazolam,True,True,True
96,zanapam,alprazolam,False,False,True,True
97,alpraz,alprazolam,False,False,True,True
98,xanax,alprazolam,alprazolam,True,True,True
99,bars,alprazolam,False,False,False,True
100,yellow,alprazolam,orange,False,False,False
101,dalmane,alprazolam,flurazepam,False,False,False
102,halcion,alprazolam,triazolam,False,False,False
103,restoril,alprazolam,temazepam,False,False,False
104,tranxene,alprazolam,clorazepate,False,False,False
105,xanax,alprazolam,alprazolam,True,True,True
106,zanapam,alprazolam,False,False,True,True
107,aplrazolam,alprazolam,alprazolam,True,False,True
108,azolam,alprazolam,acetazolamide,False,True,True
109,zolam,alprazolam,False,False,True,True
110,niravam,alprazolam,alprazolam,True,True,True
111,alpraz,alprazolam,False,False,True,True
112,xanax,alprazolam,alprazolam,True,True,True
113,alprazolan,alprazolam,alprazolam,True,True,True
114,alprazolamum,alprazolam,False,False,True,True
115,xanax,alprazolam,alprazolam,True,True,True
116,xanor,alprazolam,alprazolam,True,True,True
117,zanex,alprazolam,False,False,False,True
118,alfazolam,alprazolam,False,False,True,True
119,alprazolam,alprazolam,alprazolam,True,True,True
120,alprazolan,alprazolam,alprazolam,True,True,True
121,alprazolama,alprazolam,False,False,True,True
122,bars,alprazolam,False,False,False,True
123,white,alprazolam,filgrastim,False,False,False
124,xanax,alprazolam,alprazolam,True,True,True
125,diazepam,alprazolam,diazepam,False,False,False
126,lorazepam,alprazolam,lorazepam,False,False,False
127,xanax,alprazolam,alprazolam,True,True,True
128,alprazolane,alprazolam,False,False,True,True
129,alprazolamum,alprazolam,False,False,True,True
130,niravam,alprazolam,alprazolam,True,True,True
131,ativan,alprazolam,lorazepam,False,False,False
132,alpraz,alprazolam,False,False,True,True
133,alp,alprazolam,False,False,False,True
134,ativan,alprazolam,lorazepam,False,False,False
135,alprazolams,alprazolam,alprazolam,True,True,True
136,ativan,alprazolam,lorazepam,False,False,False
137,xanax,alprazolam,alprazolam,True,True,True
138,xanies,alprazolam,False,False,True,True
139,xanax,alprazolam,alprazolam,True,True,True
140,alpraz,alprazolam,False,False,True,True
141,alprazolam,alprazolam,alprazolam,True,True,True
142,alpraz,alprazolam,False,False,True,True
143,xanax,alprazolam,alprazolam,True,True,True
144,xanax,alprazolam,alprazolam,True,True,True
