,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,xanax,alprazolam,alprazolam,True,True,True
2,zoloft,alprazolam,sertraline,False,False,False
3,xanax,alprazolam,alprazolam,True,True,True
4,xanax,alprazolam,alprazolam,True,True,True
5,ativan,alprazolam,lorazepam,False,False,False
6,alpraz,alprazolam,False,False,True,True
7,zanapam,alprazolam,False,False,True,True
8,zanax,alprazolam,alprazolam,True,True,True
9,alpraz,alprazolam,False,False,True,True
10,xanax,alprazolam,alprazolam,True,True,True
11,serenol,alprazolam,False,False,False,False
12,xanax,alprazolam,alprazolam,True,True,True
13,xanax,alprazolam,alprazolam,True,True,True
14,alpraz,alprazolam,False,False,True,True
15,xanax,alprazolam,alprazolam,True,True,True
16,alprazolom,alprazolam,alprazolam,True,True,True
17,alprazolams,alprazolam,alprazolam,True,True,True
18,alprazolams,alprazolam,alprazolam,True,True,True
19,aplrazolam,alprazolam,alprazolam,True,False,True
20,xanax,alprazolam,alprazolam,True,True,True
21,alprazolom,alprazolam,alprazolam,True,True,True
22,alprazolan,alprazolam,alprazolam,True,True,True
23,ativan,alprazolam,lorazepam,False,False,False
24,alprazol,alprazolam,False,False,True,True
25,xanax,alprazolam,alprazolam,True,True,True
26,ativan,alprazolam,lorazepam,False,False,False
27,azolam,alprazolam,acetazolamide,False,True,True
28,alpraz,alprazolam,False,False,True,True
29,zolofts,alprazolam,sertraline,False,False,False
30,alpraz,alprazolam,False,False,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,trankimazin,alprazolam,False,False,True,True
33,alprazolam,alprazolam,alprazolam,True,True,True
34,alp,alprazolam,False,False,False,True
35,alproz,alprazolam,False,False,True,True
36,alpzolam,alprazolam,False,False,True,True
37,alprzalam,alprazolam,False,False,True,True
38,xanax,alprazolam,alprazolam,True,True,True
39,ativan,alprazolam,lorazepam,False,False,False
40,niravam,alprazolam,alprazolam,True,True,True
41,ativan,alprazolam,lorazepam,False,False,False
42,xanax,alprazolam,alprazolam,True,True,True
43,xanax,alprazolam,alprazolam,True,True,True
44,xanax,alprazolam,alprazolam,True,True,True
45,niravam,alprazolam,alprazolam,True,True,True
46,ativan,alprazolam,lorazepam,False,False,False
47,niravam,alprazolam,alprazolam,True,True,True
48,ativan,alprazolam,lorazepam,False,False,False
49,alpam,alprazolam,False,False,False,False
50,xanax,alprazolam,alprazolam,True,True,True
51,xanax,alprazolam,alprazolam,True,True,True
52,zolam,alprazolam,False,False,True,True
53,ativan,alprazolam,lorazepam,False,False,False
54,alpraz,alprazolam,False,False,True,True
55,alprazolam,alprazolam,alprazolam,True,True,True
56,xanax,alprazolam,alprazolam,True,True,True
57,zanapam,alprazolam,False,False,True,True
58,xanax,alprazolam,alprazolam,True,True,True
59,alpraz,alprazolam,False,False,True,True
60,aplrazolam,alprazolam,alprazolam,True,False,True
61,alprazolan,alprazolam,alprazolam,True,True,True
62,xanax,alprazolam,alprazolam,True,True,True
63,alpraz,alprazolam,False,False,True,True
64,xanax,alprazolam,alprazolam,True,True,True
65,alpraz,alprazolam,False,False,True,True
66,xanax,alprazolam,alprazolam,True,True,True
67,alpraz,alprazolam,False,False,True,True
68,alprazolams,alprazolam,alprazolam,True,True,True
69,zanex,alprazolam,False,False,False,True
70,alprozolam,alprazolam,alprazolam,True,True,True
71,aplrazolam,alprazolam,alprazolam,True,False,True
72,ativan,alprazolam,lorazepam,False,False,False
73,alprazolam,alprazolam,alprazolam,True,True,True
74,aplrazolam,alprazolam,alprazolam,True,False,True
75,zoloft,alprazolam,sertraline,False,False,False
76,xanor,alprazolam,alprazolam,True,True,True
77,zanax,alprazolam,alprazolam,True,True,True
78,alpraz,alprazolam,False,False,True,True
79,alpram,alprazolam,False,False,True,True
80,alprazolamum,alprazolam,False,False,True,True
81,alpraz,alprazolam,False,False,True,True
82,xanax,alprazolam,alprazolam,True,True,True
83,xanax,alprazolam,alprazolam,True,True,True
84,alprazolam,alprazolam,alprazolam,True,True,True
85,aplrazolam,alprazolam,alprazolam,True,False,True
86,xanax,alprazolam,alprazolam,True,True,True
87,xanax,alprazolam,alprazolam,True,True,True
88,ativan,alprazolam,lorazepam,False,False,False
89,ativan,alprazolam,lorazepam,False,False,False
90,klonopin,alprazolam,clonazepam,False,True,False
91,alpraz,alprazolam,False,False,True,True
92,alp,alprazolam,False,False,False,True
93,ativan,alprazolam,lorazepam,False,False,False
94,xanax,alprazolam,alprazolam,True,True,True
95,alprazolan,alprazolam,alprazolam,True,True,True
96,alprazolamo,alprazolam,False,False,True,True
97,alpraz,alprazolam,False,False,True,True
98,alzolam,alprazolam,False,False,True,True
99,xanor,alprazolam,alprazolam,True,True,True
100,alpraz,alprazolam,False,False,True,True
101,alpraz,alprazolam,False,False,True,True
102,alprazolam,alprazolam,alprazolam,True,True,True
103,zopax,alprazolam,False,False,True,True
104,alpraz,alprazolam,False,False,True,True
105,xanax,alprazolam,alprazolam,True,True,True
106,xanax,alprazolam,alprazolam,True,True,True
107,zanaprin,alprazolam,False,False,False,False
108,alprazolan,alprazolam,alprazolam,True,True,True
109,alprazolom,alprazolam,alprazolam,True,True,True
110,xanor,alprazolam,alprazolam,True,True,True
111,frontal,alprazolam,False,False,False,False
112,ativan,alprazolam,lorazepam,False,False,False
113,xanax,alprazolam,alprazolam,True,True,True
114,alpraz,alprazolam,False,False,True,True
115,xanax,alprazolam,alprazolam,True,True,True
116,xanax,alprazolam,alprazolam,True,True,True
117,xanax,alprazolam,alprazolam,True,True,True
118,niravam,alprazolam,alprazolam,True,True,True
119,ativan,alprazolam,lorazepam,False,False,False
120,alpraz,alprazolam,False,False,True,True
121,alp,alprazolam,False,False,False,True
122,aplrazolam,alprazolam,alprazolam,True,False,True
123,alfazolam,alprazolam,False,False,True,True
124,alprazolan,alprazolam,alprazolam,True,True,True
125,aplrazolam,alprazolam,alprazolam,True,False,True
126,atarax,alprazolam,hydroxyzine,False,Error,True
127,xanor,alprazolam,alprazolam,True,True,True
128,zanax,alprazolam,alprazolam,True,True,True
129,xanax,alprazolam,alprazolam,True,True,True
130,alprazolan,alprazolam,alprazolam,True,True,True
131,alprazolamum,alprazolam,False,False,True,True
132,alprazolom,alprazolam,alprazolam,True,True,True
133,alprazolan,alprazolam,alprazolam,True,True,True
134,xanax,alprazolam,alprazolam,True,True,True
135,xanex,alprazolam,alprazolam,True,False,True
136,aplrazolam,alprazolam,alprazolam,True,False,True
137,alpraolam,alprazolam,alprazolam,True,True,True
138,ativan,alprazolam,lorazepam,False,False,False
139,klonopin,alprazolam,clonazepam,False,True,False
140,xanor,alprazolam,alprazolam,True,True,True
141,zolam,alprazolam,False,False,True,True
142,xanor,alprazolam,alprazolam,True,True,True
143,frontin,alprazolam,False,False,False,True
144,alpraz,alprazolam,False,False,True,True
145,alprazolam,alprazolam,alprazolam,True,True,True
146,xanax,alprazolam,alprazolam,True,True,True
147,niravam,alprazolam,alprazolam,True,True,True
148,xanax,alprazolam,alprazolam,True,True,True
149,xanax,alprazolam,alprazolam,True,True,True
150,tafil,alprazolam,alprazolam,True,True,True
151,xanax,alprazolam,alprazolam,True,True,True
152,zanax,alprazolam,alprazolam,True,True,True
153,alpraz,alprazolam,False,False,True,True
154,alp,alprazolam,False,False,False,True
155,alprozolam,alprazolam,alprazolam,True,True,True
156,alprazolan,alprazolam,alprazolam,True,True,True
157,alprazolam,alprazolam,alprazolam,True,True,True
158,frontin,alprazolam,False,False,False,True
159,neupax,alprazolam,False,False,True,True
160,xanax,alprazolam,alprazolam,True,True,True
161,alpraz,alprazolam,False,False,True,True
162,ativan,alprazolam,lorazepam,False,False,False
163,xanax,alprazolam,alprazolam,True,True,True
164,alpraz,alprazolam,False,False,True,True
165,xanax,alprazolam,alprazolam,True,True,True
166,alprazolom,alprazolam,alprazolam,True,True,True
167,alpraz,alprazolam,False,False,True,True
168,alprazolam,alprazolam,alprazolam,True,True,True
