,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,alpraz,alprazolam,False,False,True,True
2,alprazol,alprazolam,False,False,True,True
3,alprozalam,alprazolam,alprazolam,True,True,True
4,alprazolams,alprazolam,alprazolam,True,True,True
5,aripiprazole,alprazolam,aripiprazole,False,False,False
6,alprazolom,alprazolam,alprazolam,True,True,True
7,alpazolam,alprazolam,alprazolam,True,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,ativan,alprazolam,lorazepam,False,False,False
10,xanex,alprazolam,alprazolam,True,False,True
11,zanax,alprazolam,alprazolam,True,True,True
12,xanax_bars,alprazolam,False,True,True,True
13,xanies,alprazolam,False,False,True,True
14,alpraz,alprazolam,False,False,True,True
15,alprazolametex,alprazolam,False,False,Error,Error
16,alrazolam,alprazolam,alprazolam,True,True,True
17,aplrazolam,alprazolam,alprazolam,True,False,True
18,xanor,alprazolam,alprazolam,True,True,True
19,alprozalam,alprazolam,alprazolam,True,True,True
20,xana,alprazolam,False,False,False,True
21,xanax,alprazolam,alprazolam,True,True,True
22,Niravam,alprazolam,alprazolam,True,True,True
23,enlil,alprazolam,False,False,False,False
24,alpralozam,alprazolam,alprazolam,True,False,True
25,xanor,alprazolam,alprazolam,True,True,True
26,alpraz,alprazolam,False,False,True,True
27,Niravam,alprazolam,alprazolam,True,True,True
28,Alpraz,alprazolam,False,False,True,True
29,xanax,alprazolam,alprazolam,True,True,True
30,alpraz,alprazolam,False,False,True,True
31,alp,alprazolam,False,False,False,True
32,ativan,alprazolam,lorazepam,False,False,False
33,zoloft,alprazolam,sertraline,False,False,False
34,xanax,alprazolam,alprazolam,True,True,True
35,xanax,alprazolam,alprazolam,True,True,True
36,xanax,alprazolam,alprazolam,True,True,True
37,zanapam,alprazolam,False,False,True,True
38,xanax,alprazolam,alprazolam,True,True,True
39,alzolam,alprazolam,False,False,True,True
40,azolam,alprazolam,acetazolamide,False,True,True
41,xanax,alprazolam,alprazolam,True,True,True
42,xanax,alprazolam,alprazolam,True,True,True
43,xanor,alprazolam,alprazolam,True,True,True
44,serenit,alprazolam,False,False,False,False
45,xanax,alprazolam,alprazolam,True,True,True
