,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,alprax,alprazolam,alprazolam,False,True,True
2,alpraz,alprazolam,False,False,True,True
3,Helex,alprazolam,azelaic_acid,False,False,True
4,xanax,alprazolam,alprazolam,True,True,True
5,alpraz,alprazolam,False,False,True,True
6,alprazolane,alprazolam,False,False,True,True
7,alprazolm,alprazolam,False,False,True,True
8,albarazolam,alprazolam,False,False,Error,Error
9,alfcrazolam,alprazolam,False,False,Error,Error
10,xanbars,alprazolam,False,False,True,True
11,ativan,alprazolam,lorazepam,False,False,False
12,xanax,alprazolam,alprazolam,True,True,True
13,zoloft,alprazolam,sertraline,False,False,False
14,lexapro,alprazolam,escitalopram,False,False,False
15,xanbars,alprazolam,False,False,True,True
16,xanabES,alprazolam,False,False,False,False
17,zanzans,alprazolam,False,False,False,False
18,prazolidones,alprazolam,False,False,Error,False
19,ativan,alprazolam,lorazepam,False,False,False
20,z-bars,alprazolam,False,False,True,True
21,ativan,alprazolam,lorazepam,False,False,False
22,klonopin,alprazolam,clonazepam,False,True,False
23,valium,alprazolam,diazepam,False,False,False
24,lorazepam,alprazolam,lorazepam,False,False,False
25,clonazepam,alprazolam,clonazepam,False,False,False
26,temazepam,alprazolam,temazepam,False,False,False
27,xanax,alprazolam,alprazolam,True,True,True
28,alprazolima,alprazolam,False,False,Error,Error
29,alprazoluem,alprazolam,False,False,Error,Error
30,zanax,alprazolam,alprazolam,True,True,True
31,alpraz,alprazolam,False,False,True,True
32,alprazolams,alprazolam,alprazolam,True,True,True
33,xanor,alprazolam,alprazolam,True,True,True
34,alpraz,alprazolam,False,False,True,True
35,zolpidem,alprazolam,zolpidem,False,False,False
36,zaleplon,alprazolam,zaleplon,False,False,False
37,zoloft,alprazolam,sertraline,False,False,False
38,buspirone,alprazolam,buspirone,False,False,False
39,alpazolam,alprazolam,alprazolam,True,True,True
40,arazolam,alprazolam,False,False,True,True
41,bars,alprazolam,False,False,False,True
42,zanbars,alprazolam,False,False,True,True
43,alPrazoTab,alprazolam,False,False,Error,Error
44,Alprazoam,alprazolam,False,False,True,True
45,zanex,alprazolam,False,False,False,True
46,alprazalm,alprazolam,False,False,True,True
47,xlinex,alprazolam,False,False,False,False
48,zanex,alprazolam,False,False,False,True
49,alprazalam,alprazolam,alprazolam,True,True,True
50,alprazalam,alprazolam,alprazolam,True,True,True
51,xanor,alprazolam,alprazolam,True,True,True
52,zolam,alprazolam,False,False,True,True
53,alzolam,alprazolam,False,False,True,True
54,zolam,alprazolam,False,False,True,True
55,zanam,alprazolam,False,False,False,False
56,zolpidem,alprazolam,zolpidem,False,False,False
57,xanax,alprazolam,alprazolam,True,True,True
58,anxiety_medicine,alprazolam,False,False,False,False
59,larazepam,alprazolam,False,False,False,False
60,oxazepam,alprazolam,oxazepam,False,False,False
61,temazepam,alprazolam,temazepam,False,False,False
62,triazolam,alprazolam,triazolam,False,False,False
63,tranquilizers,alprazolam,False,False,True,True
64,xanax,alprazolam,alprazolam,True,True,True
65,ativan,alprazolam,lorazepam,False,False,False
66,arazolam,alprazolam,False,False,True,True
67,zaprin,alprazolam,False,False,False,False
68,xansax,alprazolam,False,False,True,True
69,xanax,alprazolam,alprazolam,True,True,True
70,aplrazolam,alprazolam,alprazolam,True,False,True
71,alpram,alprazolam,False,False,True,True
72,alorazolam,alprazolam,False,False,True,True
73,alprazolan,alprazolam,alprazolam,True,True,True
74,ativan,alprazolam,lorazepam,False,False,False
75,xanax,alprazolam,alprazolam,True,True,True
76,zanax,alprazolam,alprazolam,True,True,True
77,alprazolom,alprazolam,alprazolam,True,True,True
78,alprzalam,alprazolam,False,False,True,True
79,alpronazolam,alprazolam,False,False,Error,Error
80,xanz,alprazolam,albendazole,False,False,True
81,xanx,alprazolam,alprazolam,True,False,True
82,xanax,alprazolam,alprazolam,True,True,True
83,alprazolame,alprazolam,False,False,True,True
84,alprazolami,alprazolam,False,False,True,True
85,alprazolamo,alprazolam,False,False,True,True
86,alprazolamu,alprazolam,False,False,True,True
87,ativan,alprazolam,lorazepam,False,False,False
88,alp,alprazolam,False,False,False,True
89,alproz,alprazolam,False,False,True,True
90,zanamivir,alprazolam,zanamivir,False,False,False
91,zanex,alprazolam,False,False,False,True
92,zolamiper,alprazolam,False,False,Error,Error
93,alpzal,alprazolam,False,False,False,False
94,aprozalam,alprazolam,False,False,True,True
95,ativan,alprazolam,lorazepam,False,False,False
96,aplrazoram,alprazolam,False,False,Error,Error
97,alprazolamb,alprazolam,False,False,True,True
98,alprazolan,alprazolam,alprazolam,True,True,True
99,xanax,alprazolam,alprazolam,True,True,True
100,alprazolan,alprazolam,alprazolam,True,True,True
101,alprazolum,alprazolam,False,False,True,True
102,zolofts,alprazolam,sertraline,False,False,False
103,xanor,alprazolam,alprazolam,True,True,True
104,alprax,alprazolam,alprazolam,False,True,True
105,zanex,alprazolam,False,False,False,True
106,paxs,alprazolam,False,False,False,False
107,P-Bom,alprazolam,False,False,False,False
108,blue_sky,alprazolam,False,False,False,False
109,irazepam,alprazolam,False,False,False,Error
110,neurtrol,alprazolam,False,False,False,False
111,ativan,alprazolam,lorazepam,False,False,False
112,tranquilizers,alprazolam,False,False,True,True
113,clonazepam,alprazolam,clonazepam,False,False,False
114,lorazepam,alprazolam,lorazepam,False,False,False
115,diazepam,alprazolam,diazepam,False,False,False
116,chlordiazepoxide,alprazolam,chlordiazepoxide,False,False,Error
117,rascalize,alprazolam,False,False,False,False
118,bars,alprazolam,False,False,False,True
119,white_boys,alprazolam,False,False,False,False
120,alpraz,alprazolam,False,False,True,True
121,xanax,alprazolam,alprazolam,True,True,True
122,xanax,alprazolam,alprazolam,True,True,True
123,alzolam,alprazolam,False,False,True,True
124,arazolam,alprazolam,False,False,True,True
125,razolam,alprazolam,False,False,True,True
126,alprzolam,alprazolam,alprazolam,True,True,True
127,alpazolam,alprazolam,alprazolam,True,True,True
128,alprenolam,alprazolam,False,False,Error,Error
129,alprazlam,alprazolam,False,False,True,True
130,xanor,alprazolam,alprazolam,True,True,True
131,alprozalam,alprazolam,alprazolam,True,True,True
132,zopax,alprazolam,False,False,True,True
133,calmazolam,alprazolam,False,False,False,Error
134,tranqi,alprazolam,False,False,False,False
135,alprazolom,alprazolam,alprazolam,True,True,True
136,zanax,alprazolam,alprazolam,True,True,True
137,alorazolam,alprazolam,False,False,True,True
138,arazolam,alprazolam,False,False,True,True
139,alzolam,alprazolam,False,False,True,True
140,alpazolam,alprazolam,alprazolam,True,True,True
141,ansax,alprazolam,False,False,False,False
142,alazolam,alprazolam,False,False,True,True
143,mazindol,alprazolam,mazindol,False,False,False
144,zapizolam,alprazolam,False,False,False,True
145,Xanor,alprazolam,alprazolam,True,True,True
146,Tafil,alprazolam,alprazolam,True,True,True
147,ativan,alprazolam,lorazepam,False,False,False
148,librium,alprazolam,chlordiazepoxide,False,False,False
149,valium,alprazolam,diazepam,False,False,False
150,tranxene,alprazolam,clorazepate,False,False,False
151,ativan,alprazolam,lorazepam,False,False,False
152,xanax,alprazolam,alprazolam,True,True,True
153,zoloft,alprazolam,sertraline,False,False,False
154,azolam,alprazolam,acetazolamide,False,True,True
155,zoloft,alprazolam,sertraline,False,False,False
156,casule,alprazolam,False,False,False,False
157,zoplicone,alprazolam,zopiclone,False,False,False
158,alazepam,alprazolam,False,False,True,True
159,ativan,alprazolam,lorazepam,False,False,False
160,ativan,alprazolam,lorazepam,False,False,False
161,zanex,alprazolam,False,False,False,True
162,barax,alprazolam,False,False,False,False
163,alfaz,alprazolam,False,False,False,True
164,prazolan,alprazolam,False,False,False,True
165,q-pam,alprazolam,False,False,False,False
166,tranquilizers,alprazolam,False,False,True,True
167,school_bus,alprazolam,False,False,False,False
168,ativan,alprazolam,lorazepam,False,False,False
169,zoloft,alprazolam,sertraline,False,False,False
170,zanex,alprazolam,False,False,False,True
171,alorpaz,alprazolam,False,False,False,Error
172,alpraz,alprazolam,False,False,True,True
173,alpram,alprazolam,False,False,True,True
174,alzolam,alprazolam,False,False,True,True
175,zanax,alprazolam,alprazolam,True,True,True
176,alprazolmo,alprazolam,False,False,True,True
177,alprazonam,alprazolam,False,False,True,True
178,alpraz,alprazolam,False,False,True,True
179,aloral,alprazolam,False,False,False,False
180,xanax_bars,alprazolam,False,True,True,True
181,pilz,alprazolam,dill,False,False,False
182,zanies,alprazolam,False,False,False,True
183,tranks,alprazolam,False,False,False,False
184,bar,alprazolam,False,False,False,True
185,xanbars,alprazolam,False,False,True,True
186,yellow_xanax_bars,alprazolam,False,True,True,True
187,white_bars,alprazolam,False,False,False,True
188,xanax,alprazolam,alprazolam,True,True,True
189,zanax,alprazolam,alprazolam,True,True,True
190,inning,alprazolam,False,False,False,False
191,lorezapam,alprazolam,lorazepam,False,False,False
192,flurazepam,alprazolam,flurazepam,False,False,False
193,dalmane,alprazolam,flurazepam,False,False,False
194,repsiridone,alprazolam,False,False,False,False
195,alprazalam,alprazolam,alprazolam,True,True,True
196,alprazolima,alprazolam,False,False,Error,Error
197,alprozolam,alprazolam,alprazolam,True,True,True
198,aripiprazole,alprazolam,aripiprazole,False,False,False
199,ativan,alprazolam,lorazepam,False,False,False
200,alprazolan,alprazolam,alprazolam,True,True,True
201,alprazolum,alprazolam,False,False,True,True
202,alprazolan,alprazolam,alprazolam,True,True,True
203,alzolam,alprazolam,False,False,True,True
204,alprazlom,alprazolam,False,False,True,True
205,alprazlam,alprazolam,False,False,True,True
206,zanex,alprazolam,False,False,False,True
207,alprazilem,alprazolam,False,False,Error,Error
208,alprazolum,alprazolam,False,False,True,True
209,frontal,alprazolam,False,False,False,False
210,alpraz,alprazolam,False,False,True,True
211,Serax,alprazolam,oxazepam,False,False,False
212,alpazolam,alprazolam,alprazolam,True,True,True
213,xanax,alprazolam,alprazolam,True,True,True
214,zolam,alprazolam,False,False,True,True
215,zanax,alprazolam,alprazolam,True,True,True
216,azalex,alprazolam,azelaic_acid,False,False,False
217,calmpose,alprazolam,False,False,False,False
218,dalcipran,alprazolam,False,False,False,False
219,IPRAX,alprazolam,False,False,False,False
220,lorazolam,alprazolam,False,False,Error,False
221,medazepam,alprazolam,temazepam,False,False,False
222,midazolam,alprazolam,midazolam,False,False,False
223,alprazolame,alprazolam,False,False,True,True
224,alprazolan,alprazolam,alprazolam,True,True,True
225,alprozalam,alprazolam,alprazolam,True,True,True
226,alfazolam,alprazolam,False,False,True,True
227,alprazlam,alprazolam,False,False,True,True
228,alazolam,alprazolam,False,False,True,True
229,ativan,alprazolam,lorazepam,False,False,False
230,xanax,alprazolam,alprazolam,True,True,True
231,zopax,alprazolam,False,False,True,True
232,xanz,alprazolam,albendazole,False,False,True
233,xap,alprazolam,False,False,False,False
234,xapz,alprazolam,False,False,False,False
235,xaq,alprazolam,False,False,False,False
236,xar,alprazolam,False,False,False,False
237,xaryx,alprazolam,False,False,Error,False
238,axan,alprazolam,False,False,False,True
239,alprox,alprazolam,False,False,True,True
240,alprazolem,alprazolam,alprazolam,True,True,True
241,anxol,alprazolam,False,False,False,False
242,alfrazolam,alprazolam,False,False,True,True
243,aplacin,alprazolam,False,False,True,True
244,alprax,alprazolam,alprazolam,False,True,True
245,Niravam,alprazolam,alprazolam,True,True,True
246,Ativan,alprazolam,lorazepam,False,False,False
247,anazolam,alprazolam,False,False,True,True
248,azanolam,alprazolam,False,False,Error,Error
249,azolam,alprazolam,acetazolamide,False,True,True
250,calmax,alprazolam,verapamil,False,False,False
251,dalay,alprazolam,False,False,False,False
252,dialzolam,alprazolam,False,False,False,True
253,idalapril,alprazolam,False,False,Error,Error
254,alexolam,alprazolam,False,False,False,Error
255,mioral,alprazolam,False,False,False,False
256,a-zolam,alprazolam,False,False,True,True
257,alfrazolam,alprazolam,False,False,True,True
258,alprozolam,alprazolam,alprazolam,True,True,True
259,alprazlawm,alprazolam,False,False,Error,Error
260,xanax,alprazolam,alprazolam,True,True,True
261,ativan,alprazolam,lorazepam,False,False,False
262,xanax,alprazolam,alprazolam,True,True,True
263,trankimazin,alprazolam,False,False,True,True
264,xanax,alprazolam,alprazolam,True,True,True
265,zanex,alprazolam,False,False,False,True
266,alzolam,alprazolam,False,False,True,True
267,xanax,alprazolam,alprazolam,True,True,True
268,tranxene,alprazolam,clorazepate,False,False,False
269,atarax,alprazolam,hydroxyzine,False,Error,True
270,vistaril,alprazolam,hydroxyzine,False,False,False
271,buspar,alprazolam,buspirone,False,False,False
272,klonopin,alprazolam,clonazepam,False,True,False
273,atalfel,alprazolam,False,False,False,False
274,trofolastin,alprazolam,False,False,False,False
275,azanix,alprazolam,False,False,False,False
276,xamix,alprazolam,False,False,False,False
277,alprazolams,alprazolam,alprazolam,True,True,True
278,zolmax,alprazolam,False,False,True,False
279,zanex,alprazolam,False,False,False,True
280,ativan,alprazolam,lorazepam,False,False,False
281,azopran,alprazolam,False,False,True,True
282,zopax,alprazolam,False,False,True,True
283,zolpidem,alprazolam,zolpidem,False,False,False
284,alzolam,alprazolam,False,False,True,True
285,azepam,alprazolam,oxazepam,False,False,False
286,calmpose,alprazolam,False,False,False,False
287,deerfoot,alprazolam,False,False,False,False
288,elopram,alprazolam,False,False,False,False
289,frova,alprazolam,frovatriptan,False,False,False
290,iproxolam,alprazolam,False,False,Error,Error
291,valium,alprazolam,diazepam,False,False,False
292,ativan,alprazolam,lorazepam,False,False,False
293,ativan,alprazolam,lorazepam,False,False,False
294,benzodiazepam,alprazolam,False,False,False,True
295,irazepam,alprazolam,False,False,False,Error
