,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazalam,alprazolam,alprazolam,True,True,True
1,alprazolan,alprazolam,alprazolam,True,True,True
2,alprazolane,alprazolam,False,False,True,True
3,alprazolamum,alprazolam,False,False,True,True
4,alprazolanum,alprazolam,False,False,True,True
5,zoloft,alprazolam,sertraline,False,False,False
6,xanax,alprazolam,alprazolam,True,True,True
7,zan,alprazolam,False,False,False,True
8,ativan,alprazolam,lorazepam,False,False,False
9,xanax,alprazolam,alprazolam,True,True,True
10,alprazolim,alprazolam,False,False,True,True
11,alprazolan,alprazolam,alprazolam,True,True,True
12,alprazolum,alprazolam,False,False,True,True
13,zanax,alprazolam,alprazolam,True,True,True
14,xanex,alprazolam,alprazolam,True,False,True
15,zanex,alprazolam,False,False,False,True
16,zanax,alprazolam,alprazolam,True,True,True
17,alyprazolam,alprazolam,False,False,Error,Error
18,alprzalam,alprazolam,False,False,True,True
19,zanapam,alprazolam,False,False,True,True
20,zoloft,alprazolam,sertraline,False,False,False
21,zanapam,alprazolam,False,False,True,True
22,prazosin,alprazolam,prazosin,False,False,False
23,zoloft,alprazolam,sertraline,False,False,False
24,xanax,alprazolam,alprazolam,True,True,True
25,alprazolamum,alprazolam,False,False,True,True
26,zanax,alprazolam,alprazolam,True,True,True
27,alpraz,alprazolam,False,False,True,True
28,alp,alprazolam,False,False,False,True
29,zoloft,alprazolam,sertraline,False,False,False
30,ativan,alprazolam,lorazepam,False,False,False
31,zanex,alprazolam,False,False,False,True
32,zoloft,alprazolam,sertraline,False,False,False
33,zoloft,alprazolam,sertraline,False,False,False
34,prozac,alprazolam,fluoxetine,False,False,False
35,paxil,alprazolam,paroxetine,False,False,False
36,lexapro,alprazolam,escitalopram,False,False,False
37,celexa,alprazolam,citalopram,False,False,False
38,effexor,alprazolam,venlafaxine,False,False,False
39,wellbutrin,alprazolam,bupropion,False,False,False
40,zanex,alprazolam,False,False,False,True
41,alpazolam,alprazolam,alprazolam,True,True,True
42,alprazlam,alprazolam,False,False,True,True
43,alprazlom,alprazolam,False,False,True,True
44,zoloft,alprazolam,sertraline,False,False,False
45,paxil,alprazolam,paroxetine,False,False,False
46,alpraz,alprazolam,False,False,True,True
47,alprazolam,alprazolam,alprazolam,True,True,True
48,xanax,alprazolam,alprazolam,True,True,True
49,ativan,alprazolam,lorazepam,False,False,False
50,zoloft,alprazolam,sertraline,False,False,False
51,prozac,alprazolam,fluoxetine,False,False,False
52,zanapam,alprazolam,False,False,True,True
53,alpraz,alprazolam,False,False,True,True
54,alpraz,alprazolam,False,False,True,True
55,alp,alprazolam,False,False,False,True
56,xanax,alprazolam,alprazolam,True,True,True
57,alpraz,alprazolam,False,False,True,True
58,alzolam,alprazolam,False,False,True,True
59,zanex,alprazolam,False,False,False,True
60,alprazomol,alprazolam,False,False,Error,Error
61,alprazopam,alprazolam,alprazolam,True,True,True
62,zanex,alprazolam,False,False,False,True
63,alpraz,alprazolam,False,False,True,True
64,zoloft,alprazolam,sertraline,False,False,False
