,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazolama,alprazolam,False,False,True,True
1,alprazolamide,alprazolam,False,False,True,True
2,alprazolim,alprazolam,False,False,True,True
3,alprazoloma,alprazolam,False,False,Error,Error
4,ativan,alprazolam,lorazepam,False,False,False
5,efficient,alprazolam,False,False,False,False
6,fast-acting,alprazolam,False,False,False,False
7,alprazolom,alprazolam,alprazolam,True,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,xanax,alprazolam,alprazolam,True,True,True
10,zanapam,alprazolam,False,False,True,True
11,axanax,alprazolam,False,False,True,True
12,zolam,alprazolam,False,False,True,True
13,xanax,alprazolam,alprazolam,True,True,True
14,xanax,alprazolam,alprazolam,True,True,True
15,azipam,alprazolam,False,False,False,False
16,alpam,alprazolam,False,False,False,False
17,xanax,alprazolam,alprazolam,True,True,True
18,white_xanax_bars,alprazolam,False,True,True,True
19,bars,alprazolam,False,False,False,True
20,xanax,alprazolam,alprazolam,True,True,True
21,ativan,alprazolam,lorazepam,False,False,False
22,klonopin,alprazolam,clonazepam,False,True,False
23,zolam,alprazolam,False,False,True,True
24,alpraz,alprazolam,False,False,True,True
25,xanax,alprazolam,alprazolam,True,True,True
26,xanax,alprazolam,alprazolam,True,True,True
27,artemisinin,alprazolam,artemisinin,False,False,False
28,ephedrine,alprazolam,ephedrine,False,False,False
29,alprazolam,alprazolam,alprazolam,True,True,True
30,xanax,alprazolam,alprazolam,True,True,True
31,alprozalam,alprazolam,alprazolam,True,True,True
32,alpraz,alprazolam,False,False,True,True
33,xanax,alprazolam,alprazolam,True,True,True
34,xanor,alprazolam,alprazolam,True,True,True
35,aplrazolam,alprazolam,alprazolam,True,False,True
36,alprazodone,alprazolam,False,False,True,True
37,azopam,alprazolam,False,False,False,False
38,alprolazam,alprazolam,False,False,True,True
39,alprszolam,alprazolam,False,False,True,True
