,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazolan,alprazolam,alprazolam,True,True,True
1,alprazolum,alprazolam,False,False,True,True
2,alprozolam,alprazolam,alprazolam,True,True,True
3,aplrazolam,alprazolam,alprazolam,True,False,True
4,alpraz,alprazolam,False,False,True,True
5,alprozolam,alprazolam,alprazolam,True,True,True
6,zanex,alprazolam,False,False,False,True
7,alprazolsm,alprazolam,False,False,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,alpraz,alprazolam,False,False,True,True
10,alprazolam,alprazolam,alprazolam,True,True,True
11,xanax,alprazolam,alprazolam,True,True,True
12,alprazolan,alprazolam,alprazolam,True,True,True
13,alprazolane,alprazolam,False,False,True,True
14,xanor,alprazolam,alprazolam,True,True,True
15,niravam,alprazolam,alprazolam,True,True,True
16,alzolam,alprazolam,False,False,True,True
17,alpraz,alprazolam,False,False,True,True
18,alprazolane,alprazolam,False,False,True,True
19,xanor,alprazolam,alprazolam,True,True,True
20,frontal,alprazolam,False,False,False,False
21,alpraz,alprazolam,False,False,True,True
22,alzolam,alprazolam,False,False,True,True
23,alprozalam,alprazolam,alprazolam,True,True,True
24,alpraz,alprazolam,False,False,True,True
25,xanor,alprazolam,alprazolam,True,True,True
26,alpraz,alprazolam,False,False,True,True
27,azolam,alprazolam,acetazolamide,False,True,True
28,alpraz,alprazolam,False,False,True,True
29,alpraz,alprazolam,False,False,True,True
30,alprazolam,alprazolam,alprazolam,True,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,alpraz,alprazolam,False,False,True,True
33,alprazolam,alprazolam,alprazolam,True,True,True
34,tofisopam,alprazolam,tofisopam,False,False,False
35,alprazolam,alprazolam,alprazolam,True,True,True
36,alpraz,alprazolam,False,False,True,True
37,alprazolamum,alprazolam,False,False,True,True
38,alprazolsm,alprazolam,False,False,True,True
39,alfazalam,alprazolam,False,False,True,True
40,xanax,alprazolam,alprazolam,True,True,True
41,alpraz,alprazolam,False,False,True,True
42,xanax,alprazolam,alprazolam,True,True,True
43,alprazolan,alprazolam,alprazolam,True,True,True
44,alprazolame,alprazolam,False,False,True,True
45,tranquinal,alprazolam,False,False,True,True
46,xanax,alprazolam,alprazolam,True,True,True
47,xanax,alprazolam,alprazolam,True,True,True
48,xanax,alprazolam,alprazolam,True,True,True
49,alpraz,alprazolam,False,False,True,True
