,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,alpraz,alprazolam,False,False,True,True
2,alprazolam,alprazolam,alprazolam,True,True,True
3,alprazolan,alprazolam,alprazolam,True,True,True
4,alprazolane,alprazolam,False,False,True,True
5,xanax,alprazolam,alprazolam,True,True,True
6,xanax,alprazolam,alprazolam,True,True,True
7,xanax,alprazolam,alprazolam,True,True,True
8,alpraz,alprazolam,False,False,True,True
9,xanax,alprazolam,alprazolam,True,True,True
10,ativan,alprazolam,lorazepam,False,False,False
11,alprozolam,alprazolam,alprazolam,True,True,True
12,aprozolam,alprazolam,alprazolam,True,True,True
13,alpraz,alprazolam,False,False,True,True
14,xanax,alprazolam,alprazolam,True,True,True
15,alpraz,alprazolam,False,False,True,True
16,xanor,alprazolam,alprazolam,True,True,True
17,xanax,alprazolam,alprazolam,True,True,True
18,ativan,alprazolam,lorazepam,False,False,False
19,xanax,alprazolam,alprazolam,True,True,True
20,aplrazolam,alprazolam,alprazolam,True,False,True
21,zanax,alprazolam,alprazolam,True,True,True
22,xanax,alprazolam,alprazolam,True,True,True
23,xanax,alprazolam,alprazolam,True,True,True
24,xanax,alprazolam,alprazolam,True,True,True
25,alprazolane,alprazolam,False,False,True,True
26,alprazolum,alprazolam,False,False,True,True
27,xanbars,alprazolam,False,False,True,True
28,alprazalam,alprazolam,alprazolam,True,True,True
29,alprazolom,alprazolam,alprazolam,True,True,True
30,alprazolam,alprazolam,alprazolam,True,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,xanax,alprazolam,alprazolam,True,True,True
33,xanor,alprazolam,alprazolam,True,True,True
34,zanapam,alprazolam,False,False,True,True
35,ativan,alprazolam,lorazepam,False,False,False
36,alprazolan,alprazolam,alprazolam,True,True,True
37,alprazolane,alprazolam,False,False,True,True
38,alprozolam,alprazolam,alprazolam,True,True,True
39,zanax,alprazolam,alprazolam,True,True,True
40,xanax,alprazolam,alprazolam,True,True,True
41,xanax,alprazolam,alprazolam,True,True,True
42,alprazolan,alprazolam,alprazolam,True,True,True
43,alprazolane,alprazolam,False,False,True,True
44,casanex,alprazolam,False,False,False,False
45,alprazolam,alprazolam,alprazolam,True,True,True
