,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,zanax,alprazolam,alprazolam,True,True,True
1,alpraz,alprazolam,False,False,True,True
2,xanax,alprazolam,alprazolam,True,True,True
3,zanex,alprazolam,False,False,False,True
4,alpraz,alprazolam,False,False,True,True
5,xanor,alprazolam,alprazolam,True,True,True
6,ativan,alprazolam,lorazepam,False,False,False
7,alpraz,alprazolam,False,False,True,True
8,zanex,alprazolam,False,False,False,True
9,zanex,alprazolam,False,False,False,True
10,zoloft,alprazolam,sertraline,False,False,False
11,xanor,alprazolam,alprazolam,True,True,True
12,ativan,alprazolam,lorazepam,False,False,False
13,klonopin,alprazolam,clonazepam,False,True,False
14,valium,alprazolam,diazepam,False,False,False
15,librium,alprazolam,chlordiazepoxide,False,False,False
16,xanax,alprazolam,alprazolam,True,True,True
17,alpraz,alprazolam,False,False,True,True
18,alprazolan,alprazolam,alprazolam,True,True,True
19,alprazolamum,alprazolam,False,False,True,True
20,xanax,alprazolam,alprazolam,True,True,True
21,bars,alprazolam,False,False,False,True
22,blue_footballs,alprazolam,False,False,True,True
23,white_pills,alprazolam,False,False,False,False
24,zanex,alprazolam,False,False,False,True
25,alprozalam,alprazolam,alprazolam,True,True,True
26,alpraz,alprazolam,False,False,True,True
27,zanex,alprazolam,False,False,False,True
28,xanor,alprazolam,alprazolam,True,True,True
29,zanex,alprazolam,False,False,False,True
30,zanax,alprazolam,alprazolam,True,True,True
31,zoloft,alprazolam,sertraline,False,False,False
32,xanax,alprazolam,alprazolam,True,True,True
33,zanax,alprazolam,alprazolam,True,True,True
34,zoloft,alprazolam,sertraline,False,False,False
35,paxil,alprazolam,paroxetine,False,False,False
36,prozac,alprazolam,fluoxetine,False,False,False
37,lexapro,alprazolam,escitalopram,False,False,False
38,cymbalta,alprazolam,duloxetine,False,False,False
39,effexor,alprazolam,venlafaxine,False,False,False
40,tranxene,alprazolam,clorazepate,False,False,False
41,librium,alprazolam,chlordiazepoxide,False,False,False
42,xanax,alprazolam,alprazolam,True,True,True
43,xanax,alprazolam,alprazolam,True,True,True
44,ativan,alprazolam,lorazepam,False,False,False
45,alpraz,alprazolam,False,False,True,True
46,zolam,alprazolam,False,False,True,True
47,serenit,alprazolam,False,False,False,False
48,alzolam,alprazolam,False,False,True,True
49,xanax,alprazolam,alprazolam,True,True,True
50,xanor,alprazolam,alprazolam,True,True,True
51,niravam,alprazolam,alprazolam,True,True,True
52,ativan,alprazolam,lorazepam,False,False,False
53,xanar,alprazolam,False,False,False,True
54,xanax,alprazolam,alprazolam,True,True,True
55,zanex,alprazolam,False,False,False,True
56,zans,alprazolam,False,False,False,False
57,zolpidem,alprazolam,zolpidem,False,False,False
58,zaleplon,alprazolam,zaleplon,False,False,False
59,eszopiclone,alprazolam,eszopiclone,False,False,False
60,quazepam,alprazolam,quazepam,False,False,False
61,lorazepam,alprazolam,lorazepam,False,False,False
62,clonazepam,alprazolam,clonazepam,False,False,False
63,alazolam,alprazolam,False,False,True,True
64,alprazolan,alprazolam,alprazolam,True,True,True
65,alprazolame,alprazolam,False,False,True,True
66,alprazolami,alprazolam,False,False,True,True
67,alprazolamo,alprazolam,False,False,True,True
68,alprazolamum,alprazolam,False,False,True,True
69,alprazolan,alprazolam,alprazolam,True,True,True
70,zanex,alprazolam,False,False,False,True
71,zoloft,alprazolam,sertraline,False,False,False
72,alprazolane,alprazolam,False,False,True,True
73,alprazolamum,alprazolam,False,False,True,True
74,alprazolamum,alprazolam,False,False,True,True
75,xanax,alprazolam,alprazolam,True,True,True
76,alprazolan,alprazolam,alprazolam,True,True,True
77,alprazolum,alprazolam,False,False,True,True
78,xanax,alprazolam,alprazolam,True,True,True
79,zanapam,alprazolam,False,False,True,True
80,zoloft,alprazolam,sertraline,False,False,False
81,lexapro,alprazolam,escitalopram,False,False,False
82,paxil,alprazolam,paroxetine,False,False,False
83,prozac,alprazolam,fluoxetine,False,False,False
84,ativan,alprazolam,lorazepam,False,False,False
85,klonopin,alprazolam,clonazepam,False,True,False
86,alprazolan,alprazolam,alprazolam,True,True,True
87,alprazolame,alprazolam,False,False,True,True
88,alprazolami,alprazolam,False,False,True,True
89,alprazolamu,alprazolam,False,False,True,True
90,z-bars,alprazolam,False,False,True,True
91,alprazolsm,alprazolam,False,False,True,True
92,alprazokam,alprazolam,False,False,True,True
93,alprazalam,alprazolam,alprazolam,True,True,True
94,alprazolan,alprazolam,alprazolam,True,True,True
