,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,zoloft,alprazolam,sertraline,False,False,False
1,ativan,alprazolam,lorazepam,False,False,False
2,alprazolamum,alprazolam,False,False,True,True
3,alprazolan,alprazolam,alprazolam,True,True,True
4,z-bars,alprazolam,False,False,True,True
5,blue_footballs,alprazolam,False,False,True,True
6,bars,alprazolam,False,False,False,True
7,xanax,alprazolam,alprazolam,True,True,True
8,zanax,alprazolam,alprazolam,True,True,True
9,zoloft,alprazolam,sertraline,False,False,False
10,paxil,alprazolam,paroxetine,False,False,False
11,xanax,alprazolam,alprazolam,True,True,True
12,zoloft,alprazolam,sertraline,False,False,False
13,ativan,alprazolam,lorazepam,False,False,False
14,zanex,alprazolam,False,False,False,True
15,alprazolan,alprazolam,alprazolam,True,True,True
16,alprazolane,alprazolam,False,False,True,True
17,alpraz,alprazolam,False,False,True,True
18,alzolam,alprazolam,False,False,True,True
19,azolam,alprazolam,acetazolamide,False,True,True
20,calmpose,alprazolam,False,False,False,False
21,dalmane,alprazolam,flurazepam,False,False,False
22,estazolam,alprazolam,estazolam,False,False,False
23,flurazepam,alprazolam,flurazepam,False,False,False
24,halcion,alprazolam,triazolam,False,False,False
25,lorazepam,alprazolam,lorazepam,False,False,False
26,midazolam,alprazolam,midazolam,False,False,False
27,niravam,alprazolam,alprazolam,True,True,True
28,oxazepam,alprazolam,oxazepam,False,False,False
29,prazepam,alprazolam,prazepam,False,False,True
30,quazepam,alprazolam,quazepam,False,False,False
31,restoril,alprazolam,temazepam,False,False,False
32,temazepam,alprazolam,temazepam,False,False,False
33,triazolam,alprazolam,triazolam,False,False,False
34,alprazolame,alprazolam,False,False,True,True
35,alprazolamum,alprazolam,False,False,True,True
36,alprazalam,alprazolam,alprazolam,True,True,True
37,alprazolan,alprazolam,alprazolam,True,True,True
38,alprazolane,alprazolam,False,False,True,True
39,alprazolans,alprazolam,False,False,True,True
40,alprazolapam,alprazolam,False,False,Error,Error
41,alprazolas,alprazolam,False,False,True,True
42,alprazoldam,alprazolam,False,False,False,False
43,zanapam,alprazolam,False,False,True,True
44,alprazolan,alprazolam,alprazolam,True,True,True
45,alprazolom,alprazolam,alprazolam,True,True,True
46,alprazolum,alprazolam,False,False,True,True
47,xanax,alprazolam,alprazolam,True,True,True
48,alprazolam,alprazolam,alprazolam,True,True,True
49,zoloft,alprazolam,sertraline,False,False,False
50,ativan,alprazolam,lorazepam,False,False,False
51,zanex,alprazolam,False,False,False,True
52,xanor,alprazolam,alprazolam,True,True,True
53,alpraz,alprazolam,False,False,True,True
54,alprazol,alprazolam,False,False,True,True
55,dalcipran,alprazolam,False,False,False,False
56,denzapine,alprazolam,False,False,False,False
57,diprazan,alprazolam,False,False,False,False
58,eszopiclone,alprazolam,eszopiclone,False,False,False
59,fluanisone,alprazolam,False,False,False,False
60,gabapentin,alprazolam,gabapentin,False,False,False
61,levetiracetam,alprazolam,levetiracetam,False,False,False
62,lorazepam,alprazolam,lorazepam,False,False,False
63,oxazepam,alprazolam,oxazepam,False,False,False
64,prazepam,alprazolam,prazepam,False,False,True
65,quazepam,alprazolam,quazepam,False,False,False
66,temazepam,alprazolam,temazepam,False,False,False
67,triazolam,alprazolam,triazolam,False,False,False
68,zaleplon,alprazolam,zaleplon,False,False,False
69,zolpidem,alprazolam,zolpidem,False,False,False
70,zoloft,alprazolam,sertraline,False,False,False
71,prozac,alprazolam,fluoxetine,False,False,False
72,lexapro,alprazolam,escitalopram,False,False,False
73,paxil,alprazolam,paroxetine,False,False,False
74,celexa,alprazolam,citalopram,False,False,False
75,effexor,alprazolam,venlafaxine,False,False,False
76,wellbutrin,alprazolam,bupropion,False,False,False
77,zanamivir,alprazolam,zanamivir,False,False,False
78,zanex,alprazolam,False,False,False,True
79,aripiprazole,alprazolam,aripiprazole,False,False,False
80,lorazepam,alprazolam,lorazepam,False,False,False
81,xanax,alprazolam,alprazolam,True,True,True
82,xanax,alprazolam,alprazolam,True,True,True
83,aripiprazole,alprazolam,aripiprazole,False,False,False
84,lorazepam,alprazolam,lorazepam,False,False,False
85,clonazepam,alprazolam,clonazepam,False,False,False
86,diazepam,alprazolam,diazepam,False,False,False
87,zolpidem,alprazolam,zolpidem,False,False,False
88,xanax,alprazolam,alprazolam,True,True,True
89,alprazolan,alprazolam,alprazolam,True,True,True
90,alprazolum,alprazolam,False,False,True,True
91,xanor,alprazolam,alprazolam,True,True,True
92,zolam,alprazolam,False,False,True,True
93,zopax,alprazolam,False,False,True,True
94,xanax,alprazolam,alprazolam,True,True,True
95,azepam,alprazolam,oxazepam,False,False,False
96,bromazepam,alprazolam,bromazepam,False,False,False
97,camazepam,alprazolam,False,False,False,False
98,chlordiazepoxide,alprazolam,chlordiazepoxide,False,False,Error
99,clobazam,alprazolam,clobazam,False,False,False
100,clonazepam,alprazolam,clonazepam,False,False,False
101,diazepam,alprazolam,diazepam,False,False,False
102,estazolam,alprazolam,estazolam,False,False,False
103,flurazepam,alprazolam,flurazepam,False,False,False
104,halazepam,alprazolam,halazepam,False,False,True
105,ketazolam,alprazolam,False,False,False,False
106,lorazepam,alprazolam,lorazepam,False,False,False
107,medazepam,alprazolam,temazepam,False,False,False
108,midazolam,alprazolam,midazolam,False,False,False
109,nimetazepam,alprazolam,False,False,False,False
110,nitrazepam,alprazolam,nitrazepam,False,False,False
111,oxazepam,alprazolam,oxazepam,False,False,False
112,prazepam,alprazolam,prazepam,False,False,True
113,quazepam,alprazolam,quazepam,False,False,False
114,temazepam,alprazolam,temazepam,False,False,False
115,zanamivir,alprazolam,zanamivir,False,False,False
116,alpraz,alprazolam,False,False,True,True
117,alpram,alprazolam,False,False,True,True
118,alprax,alprazolam,alprazolam,False,True,True
119,anxiolin,alprazolam,False,False,False,False
120,apo-alpraz,alprazolam,False,False,True,True
121,calmpose,alprazolam,False,False,False,False
122,alprazolan,alprazolam,alprazolam,True,True,True
123,alprazolane,alprazolam,False,False,True,True
124,alprazolamum,alprazolam,False,False,True,True
125,aplrazolam,alprazolam,alprazolam,True,False,True
126,z-bars,alprazolam,False,False,True,True
127,blue_footballs,alprazolam,False,False,True,True
128,bars,alprazolam,False,False,False,True
129,xanor,alprazolam,alprazolam,True,True,True
130,zanax,alprazolam,alprazolam,True,True,True
131,xanax,alprazolam,alprazolam,True,True,True
132,alprazolan,alprazolam,alprazolam,True,True,True
133,alprazolane,alprazolam,False,False,True,True
134,alprazolans,alprazolam,False,False,True,True
135,alprazolum,alprazolam,False,False,True,True
136,zanex,alprazolam,False,False,False,True
137,zoloft,alprazolam,sertraline,False,False,False
138,paxil,alprazolam,paroxetine,False,False,False
139,prozac,alprazolam,fluoxetine,False,False,False
140,lexapro,alprazolam,escitalopram,False,False,False
141,effexor,alprazolam,venlafaxine,False,False,False
142,cymbalta,alprazolam,duloxetine,False,False,False
143,wellbutrin,alprazolam,bupropion,False,False,False
144,ativan,alprazolam,lorazepam,False,False,False
145,xanax,alprazolam,alprazolam,True,True,True
146,ativan,alprazolam,lorazepam,False,False,False
147,zanex,alprazolam,False,False,False,True
148,zolpidem,alprazolam,zolpidem,False,False,False
149,alpraz,alprazolam,False,False,True,True
150,alprazolams,alprazolam,alprazolam,True,True,True
151,alpramazolam,alprazolam,False,False,False,False
152,alprazalam,alprazolam,alprazolam,True,True,True
153,xanax,alprazolam,alprazolam,True,True,True
154,zoloft,alprazolam,sertraline,False,False,False
155,prozac,alprazolam,fluoxetine,False,False,False
156,zanapam,alprazolam,False,False,True,True
157,alpraz,alprazolam,False,False,True,True
