,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,ativan,alprazolam,lorazepam,False,False,False
1,xanax,alprazolam,alprazolam,True,True,True
2,alpax,alprazolam,alprazolam,True,True,True
3,xanax,alprazolam,alprazolam,True,True,True
4,alprazolan,alprazolam,alprazolam,True,True,True
5,alprazolum,alprazolam,False,False,True,True
6,anafranil,alprazolam,clomipramine,False,False,False
7,xanax,alprazolam,alprazolam,True,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,alprazalam,alprazolam,alprazolam,True,True,True
10,xanax,alprazolam,alprazolam,True,True,True
11,alprax,alprazolam,alprazolam,False,True,True
12,alpraz,alprazolam,False,False,True,True
13,alprozam,alprazolam,alprazolam,True,True,True
14,Zanax,alprazolam,alprazolam,True,True,True
15,alfazolam,alprazolam,False,False,True,True
16,xanax,alprazolam,alprazolam,True,True,True
17,klonopin,alprazolam,clonazepam,False,True,False
18,ativan,alprazolam,lorazepam,False,False,False
19,Niravam,alprazolam,alprazolam,True,True,True
20,aplrazolam,alprazolam,alprazolam,True,False,True
21,xanax,alprazolam,alprazolam,True,True,True
22,xanax,alprazolam,alprazolam,True,True,True
23,xanax,alprazolam,alprazolam,True,True,True
24,xanax,alprazolam,alprazolam,True,True,True
25,ativan,alprazolam,lorazepam,False,False,False
26,alpra,alprazolam,estradiol,False,True,True
27,aplrazolam,alprazolam,alprazolam,True,False,True
28,xanax,alprazolam,alprazolam,True,True,True
29,xanax,alprazolam,alprazolam,True,True,True
30,alprazolan,alprazolam,alprazolam,True,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,alpraz,alprazolam,False,False,True,True
33,alzolam,alprazolam,False,False,True,True
34,xanex,alprazolam,alprazolam,True,False,True
35,aloprazolam,alprazolam,alprazolam,True,True,True
36,Niravam,alprazolam,alprazolam,True,True,True
37,Ativan,alprazolam,lorazepam,False,False,False
38,ativan,alprazolam,lorazepam,False,False,False
39,xanax,alprazolam,alprazolam,True,True,True
40,zanapam,alprazolam,False,False,True,True
41,xanax,alprazolam,alprazolam,True,True,True
42,aripiprazole,alprazolam,aripiprazole,False,False,False
43,alpraz,alprazolam,False,False,True,True
44,rontal,alprazolam,False,False,False,False
45,nexito_plus,alprazolam,False,False,False,True
46,xanax,alprazolam,alprazolam,True,True,True
47,xanax,alprazolam,alprazolam,True,True,True
48,xanax_bars,alprazolam,False,True,True,True
49,xanor,alprazolam,alprazolam,True,True,True
50,xanax,alprazolam,alprazolam,True,True,True
51,ativan,alprazolam,lorazepam,False,False,False
52,xanor,alprazolam,alprazolam,True,True,True
53,niravam,alprazolam,alprazolam,True,True,True
54,alzapam,alprazolam,False,False,True,True
55,tranax,alprazolam,filgrastim,False,False,True
56,ativan,alprazolam,lorazepam,False,False,False
57,alprazolane,alprazolam,False,False,True,True
58,alprazolamide,alprazolam,False,False,True,True
59,alpraz,alprazolam,False,False,True,True
60,temazepam,alprazolam,temazepam,False,False,False
61,ativan,alprazolam,lorazepam,False,False,False
62,alprazostan,alprazolam,False,False,Error,Error
63,xanax,alprazolam,alprazolam,True,True,True
64,tranxene,alprazolam,clorazepate,False,False,False
65,librium,alprazolam,chlordiazepoxide,False,False,False
66,xanax,alprazolam,alprazolam,True,True,True
67,ativan,alprazolam,lorazepam,False,False,False
68,alprazolan,alprazolam,alprazolam,True,True,True
69,alprzolam,alprazolam,alprazolam,True,True,True
70,alpraz,alprazolam,False,False,True,True
71,xanax,alprazolam,alprazolam,True,True,True
72,Xanax,alprazolam,alprazolam,True,True,True
73,alpraz,alprazolam,False,False,True,True
74,praz,alprazolam,crab,False,False,True
75,alzolam,alprazolam,False,False,True,True
76,a-pvp,alprazolam,False,False,False,False
77,alprozolam,alprazolam,alprazolam,True,True,True
78,xanax,alprazolam,alprazolam,True,True,True
79,alprazol,alprazolam,False,False,True,True
80,xanax,alprazolam,alprazolam,True,True,True
81,Niravam,alprazolam,alprazolam,True,True,True
82,alp,alprazolam,False,False,False,True
83,al,alprazolam,albendazole,False,False,False
84,xanax,alprazolam,alprazolam,True,True,True
85,ativan,alprazolam,lorazepam,False,False,False
86,xanax,alprazolam,alprazolam,True,True,True
87,xanax,alprazolam,alprazolam,True,True,True
88,alpazolam,alprazolam,alprazolam,True,True,True
89,aplrazolam,alprazolam,alprazolam,True,False,True
90,azanulf,alprazolam,False,False,Error,Error
91,alpraz,alprazolam,False,False,True,True
92,xanax,alprazolam,alprazolam,True,True,True
93,alzam,alprazolam,False,False,True,True
94,alpraz,alprazolam,False,False,True,True
95,fluoxetine,alprazolam,fluoxetine,False,False,False
96,prozac,alprazolam,fluoxetine,False,False,False
97,alp,alprazolam,False,False,False,True
98,xanor,alprazolam,alprazolam,True,True,True
99,alprozolam,alprazolam,alprazolam,True,True,True
