,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,azor,alprazolam,olmesartan,False,False,False
1,xanax,alprazolam,alprazolam,True,True,True
2,zolam,alprazolam,False,False,True,True
3,alpraz,alprazolam,False,False,True,True
4,alzolam,alprazolam,False,False,True,True
5,zanapam,alprazolam,False,False,True,True
6,xanor,alprazolam,alprazolam,True,True,True
7,ativan,alprazolam,lorazepam,False,False,False
8,valium,alprazolam,diazepam,False,False,False
9,xanax,alprazolam,alprazolam,True,True,True
10,alprazolame,alprazolam,False,False,True,True
11,alprazolan,alprazolam,alprazolam,True,True,True
12,alprazolane,alprazolam,False,False,True,True
13,alprazolas,alprazolam,False,False,True,True
14,alprazolate,alprazolam,False,False,True,True
15,alprazolamid,alprazolam,False,False,True,True
16,zolpidem,alprazolam,zolpidem,False,False,False
17,aplrazolam,alprazolam,alprazolam,True,False,True
18,zanax,alprazolam,alprazolam,True,True,True
19,xanax,alprazolam,alprazolam,True,True,True
20,zanax,alprazolam,alprazolam,True,True,True
21,zanex,alprazolam,False,False,False,True
22,alprazolame,alprazolam,False,False,True,True
23,alprazolan,alprazolam,alprazolam,True,True,True
24,alprazolum,alprazolam,False,False,True,True
25,zanies,alprazolam,False,False,False,True
26,tranks,alprazolam,False,False,False,False
27,xanax,alprazolam,alprazolam,True,True,True
28,aplrazolam,alprazolam,alprazolam,True,False,True
29,alprazolom,alprazolam,alprazolam,True,True,True
30,alprazlam,alprazolam,False,False,True,True
31,alprazolamum,alprazolam,False,False,True,True
32,alpram,alprazolam,False,False,True,True
33,alprol,alprazolam,False,False,Error,True
34,prazosin,alprazolam,prazosin,False,False,False
35,aplrazolam,alprazolam,alprazolam,True,False,True
36,zanex,alprazolam,False,False,False,True
37,zannies,alprazolam,False,False,False,True
38,zanapam,alprazolam,False,False,True,True
39,alpam,alprazolam,False,False,False,False
40,alprazolan,alprazolam,alprazolam,True,True,True
41,alprazolom,alprazolam,alprazolam,True,True,True
42,xanor,alprazolam,alprazolam,True,True,True
43,zolam,alprazolam,False,False,True,True
44,serenit,alprazolam,False,False,False,False
45,tranqipam,alprazolam,False,False,False,False
46,zanamivir,alprazolam,zanamivir,False,False,False
47,zolpidem,alprazolam,zolpidem,False,False,False
48,zanex,alprazolam,False,False,False,True
49,xanor,alprazolam,alprazolam,True,True,True
50,ativan,alprazolam,lorazepam,False,False,False
51,alprazolane,alprazolam,False,False,True,True
52,alprazolan,alprazolam,alprazolam,True,True,True
53,alprazolanes,alprazolam,False,False,True,True
54,zolofts,alprazolam,sertraline,False,False,False
55,ativan,alprazolam,lorazepam,False,False,False
56,xanax,alprazolam,alprazolam,True,True,True
57,zanex,alprazolam,False,False,False,True
58,alprazolan,alprazolam,alprazolam,True,True,True
59,alprazolom,alprazolam,alprazolam,True,True,True
60,alfrazolam,alprazolam,False,False,True,True
61,alprozolam,alprazolam,alprazolam,True,True,True
62,zoloft,alprazolam,sertraline,False,False,False
63,zanax,alprazolam,alprazolam,True,True,True
64,anexsia,alprazolam,False,False,False,False
65,ativan,alprazolam,lorazepam,False,False,False
66,klonopin,alprazolam,clonazepam,False,True,False
67,librium,alprazolam,chlordiazepoxide,False,False,False
68,valium,alprazolam,diazepam,False,False,False
69,xanax,alprazolam,alprazolam,True,True,True
70,ativan,alprazolam,lorazepam,False,False,False
71,zanax,alprazolam,alprazolam,True,True,True
72,zoloft,alprazolam,sertraline,False,False,False
73,paxil,alprazolam,paroxetine,False,False,False
74,prozac,alprazolam,fluoxetine,False,False,False
75,lexapro,alprazolam,escitalopram,False,False,False
76,celexa,alprazolam,citalopram,False,False,False
77,effexor,alprazolam,venlafaxine,False,False,False
78,zolofts,alprazolam,sertraline,False,False,False
79,xanax,alprazolam,alprazolam,True,True,True
80,alprazolom,alprazolam,alprazolam,True,True,True
81,alprazolan,alprazolam,alprazolam,True,True,True
82,alprazolum,alprazolam,False,False,True,True
83,zanex,alprazolam,False,False,False,True
84,zoloft,alprazolam,sertraline,False,False,False
85,zanex,alprazolam,False,False,False,True
86,zoloft,alprazolam,sertraline,False,False,False
87,alpraz,alprazolam,False,False,True,True
88,alp,alprazolam,False,False,False,True
89,azolam,alprazolam,acetazolamide,False,True,True
90,alprazolamides,alprazolam,False,False,True,True
91,alprazolams,alprazolam,alprazolam,True,True,True
92,xanax,alprazolam,alprazolam,True,True,True
93,xanax,alprazolam,alprazolam,True,True,True
94,zolam,alprazolam,False,False,True,True
95,alpraz,alprazolam,False,False,True,True
96,zanex,alprazolam,False,False,False,True
97,zolax,alprazolam,False,False,False,False
98,alpraz,alprazolam,False,False,True,True
99,zanex,alprazolam,False,False,False,True
100,alpraz,alprazolam,False,False,True,True
101,zoloft,alprazolam,sertraline,False,False,False
102,alpraz,alprazolam,False,False,True,True
103,alprazolom,alprazolam,alprazolam,True,True,True
104,alprazolan,alprazolam,alprazolam,True,True,True
105,alprazolum,alprazolam,False,False,True,True
106,xanax,alprazolam,alprazolam,True,True,True
107,zanapam,alprazolam,False,False,True,True
108,alprazolamum,alprazolam,False,False,True,True
109,xanor,alprazolam,alprazolam,True,True,True
110,serenit,alprazolam,False,False,False,False
111,tranquirax,alprazolam,False,False,False,False
112,zanex,alprazolam,False,False,False,True
113,alpraz,alprazolam,False,False,True,True
114,alprazolam,alprazolam,alprazolam,True,True,True
115,alprazolan,alprazolam,alprazolam,True,True,True
116,alprazolum,alprazolam,False,False,True,True
117,ativan,alprazolam,lorazepam,False,False,False
118,klonopin,alprazolam,clonazepam,False,True,False
119,valium,alprazolam,diazepam,False,False,False
120,librium,alprazolam,chlordiazepoxide,False,False,False
121,tranxene,alprazolam,clorazepate,False,False,False
122,restoril,alprazolam,temazepam,False,False,False
123,serax,alprazolam,oxazepam,False,False,False
124,ativan,alprazolam,lorazepam,False,False,False
125,xanax,alprazolam,alprazolam,True,True,True
126,alprazalom,alprazolam,alprazolam,True,True,True
127,alprazalon,alprazolam,False,False,True,True
128,xanax,alprazolam,alprazolam,True,True,True
129,xanax,alprazolam,alprazolam,True,True,True
130,zanex,alprazolam,False,False,False,True
131,zanex,alprazolam,False,False,False,True
132,alprazolane,alprazolam,False,False,True,True
133,alprazolans,alprazolam,False,False,True,True
134,alprazolas,alprazolam,False,False,True,True
135,alprazolate,alprazolam,False,False,True,True
136,alprazolates,alprazolam,False,False,Error,True
137,alprazolid,alprazolam,False,False,Error,Error
138,Alprazolide,alprazolam,False,False,Error,Error
139,zanex,alprazolam,False,False,False,True
140,alprozalam,alprazolam,alprazolam,True,True,True
141,bars,alprazolam,False,False,False,True
142,white_boys,alprazolam,False,False,False,False
143,z-bars,alprazolam,False,False,True,True
144,blue_footballs,alprazolam,False,False,True,True
145,bars,alprazolam,False,False,False,True
146,xanax,alprazolam,alprazolam,True,True,True
147,alprazolan,alprazolam,alprazolam,True,True,True
148,alprazolane,alprazolam,False,False,True,True
149,zanex,alprazolam,False,False,False,True
150,alpraz,alprazolam,False,False,True,True
151,alprazolamb,alprazolam,False,False,True,True
