,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanor,alprazolam,alprazolam,True,True,True
1,irazem,alprazolam,False,False,False,False
2,ativan,alprazolam,lorazepam,False,False,False
3,klonopin,alprazolam,clonazepam,False,True,False
4,valium,alprazolam,diazepam,False,False,False
5,serax,alprazolam,oxazepam,False,False,False
6,xanor,alprazolam,alprazolam,True,True,True
7,alzolam,alprazolam,False,False,True,True
8,xanax,alprazolam,alprazolam,True,True,True
9,xanax_bars,alprazolam,False,True,True,True
10,blue_footballs,alprazolam,False,False,True,True
11,white_pills,alprazolam,False,False,False,False
12,alprozolam,alprazolam,alprazolam,True,True,True
13,tranxene,alprazolam,clorazepate,False,False,False
14,calmpose,alprazolam,False,False,False,False
15,dalmane,alprazolam,flurazepam,False,False,False
16,estazolam,alprazolam,estazolam,False,False,False
17,flurazepam,alprazolam,flurazepam,False,False,False
18,halcion,alprazolam,triazolam,False,False,False
19,lorazepam,alprazolam,lorazepam,False,False,False
20,_alprazospan,alprazolam,False,False,Error,Error
21,estazolam,alprazolam,estazolam,False,False,False
22,triazoloam,alprazolam,False,False,False,False
23,alprazosin,alprazolam,False,False,False,False
24,fluoxetine,alprazolam,fluoxetine,False,False,False
25,zanies,alprazolam,False,False,False,True
26,alprazolom,alprazolam,alprazolam,True,True,True
27,alprol,alprazolam,False,False,Error,True
28,alpraz,alprazolam,False,False,True,True
29,azolam,alprazolam,acetazolamide,False,True,True
30,alpram,alprazolam,False,False,True,True
31,alpron,alprazolam,False,False,False,False
32,zanax,alprazolam,alprazolam,True,True,True
33,zoloft,alprazolam,sertraline,False,False,False
34,ativan,alprazolam,lorazepam,False,False,False
35,clonazepam,alprazolam,clonazepam,False,False,False
36,lorazepam,alprazolam,lorazepam,False,False,False
37,zolpidem,alprazolam,zolpidem,False,False,False
38,alprazolam_bars,alprazolam,False,True,True,True
39,alprazolam_pills,alprazolam,False,True,True,True
40,alprazolame,alprazolam,False,False,True,True
41,alprazolan,alprazolam,alprazolam,True,True,True
42,alprazolane,alprazolam,False,False,True,True
43,zoloft,alprazolam,sertraline,False,False,False
44,zammer,alprazolam,False,False,False,False
45,anti-depressant,alprazolam,False,False,False,False
46,alprax,alprazolam,alprazolam,False,True,True
47,alp,alprazolam,False,False,False,True
48,xanax,alprazolam,alprazolam,True,True,True
49,zoloft,alprazolam,sertraline,False,False,False
50,lorazepam,alprazolam,lorazepam,False,False,False
51,alprazolamum,alprazolam,False,False,True,True
52,ativan,alprazolam,lorazepam,False,False,False
53,alprasolam,alprazolam,False,False,False,True
54,zanax,alprazolam,alprazolam,True,True,True
55,alprazolame,alprazolam,False,False,True,True
56,alprazolan,alprazolam,alprazolam,True,True,True
57,alprazolum,alprazolam,False,False,True,True
58,ativan,alprazolam,lorazepam,False,False,False
59,xanax,alprazolam,alprazolam,True,True,True
60,serental,alprazolam,False,False,False,False
61,axoren,alprazolam,False,False,False,False
62,neozepam,alprazolam,False,False,False,False
63,iprazochlor,alprazolam,False,False,Error,Error
64,barcet,alprazolam,False,False,False,False
65,diazepam,alprazolam,diazepam,False,False,False
66,ativan,alprazolam,lorazepam,False,False,False
67,arazolam,alprazolam,False,False,True,True
68,azepam,alprazolam,oxazepam,False,False,False
69,zanamivir,alprazolam,zanamivir,False,False,False
70,alprazolom,alprazolam,alprazolam,True,True,True
71,alpazolam,alprazolam,alprazolam,True,True,True
72,xanax,alprazolam,alprazolam,True,True,True
73,ativan,alprazolam,lorazepam,False,False,False
74,valium,alprazolam,diazepam,False,False,False
75,klonopin,alprazolam,clonazepam,False,True,False
76,librium,alprazolam,chlordiazepoxide,False,False,False
77,alprazolamhydroxyzine,alprazolam,False,False,True,True
78,zanex,alprazolam,False,False,False,True
79,xanax,alprazolam,alprazolam,True,True,True
80,xanax,alprazolam,alprazolam,True,True,True
81,xarolam,alprazolam,False,False,False,Error
82,alprazomas,alprazolam,False,False,Error,True
83,Alzam,alprazolam,False,False,True,True
84,Tranxene,alprazolam,clorazepate,False,False,False
85,Xanor,alprazolam,alprazolam,True,True,True
86,Zolam,alprazolam,False,False,True,True
87,calmpose,alprazolam,False,False,False,False
88,dalcipran,alprazolam,False,False,False,False
89,zopax,alprazolam,False,False,True,True
90,zanapam,alprazolam,False,False,True,True
91,zoloft,alprazolam,sertraline,False,False,False
92,alfredam,alprazolam,False,False,False,False
93,alprazonam,alprazolam,False,False,True,True
94,xanor,alprazolam,alprazolam,True,True,True
