,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,alprazolan,alprazolam,alprazolam,True,True,True
1,alprazolane,alprazolam,False,False,True,True
2,alprazolanes,alprazolam,False,False,True,True
3,alprazolans,alprazolam,False,False,True,True
4,alprazolom,alprazolam,alprazolam,True,True,True
5,alprazolome,alprazolam,False,False,True,True
6,alprazolomes,alprazolam,False,False,Error,True
7,alpram,alprazolam,False,False,True,True
8,alpraz,alprazolam,False,False,True,True
9,alprazolan,alprazolam,alprazolam,True,True,True
10,xanax,alprazolam,alprazolam,True,True,True
11,azor,alprazolam,olmesartan,False,False,False
12,xanax,alprazolam,alprazolam,True,True,True
13,zolofts,alprazolam,sertraline,False,False,False
14,alzolam,alprazolam,False,False,True,True
15,alpram,alprazolam,False,False,True,True
16,alprol,alprazolam,False,False,Error,True
17,zanex,alprazolam,False,False,False,True
18,bars,alprazolam,False,False,False,True
19,yellow_school_buses,alprazolam,False,False,False,False
20,white_girls,alprazolam,False,False,False,False
21,blue_footballs,alprazolam,False,False,True,True
22,green_apples,alprazolam,apple,False,False,False
23,purple_hearts,alprazolam,False,False,False,False
24,pink_elephants,alprazolam,False,False,False,False
25,ativan,alprazolam,lorazepam,False,False,False
26,zanamivir,alprazolam,zanamivir,False,False,False
27,alprazolan,alprazolam,alprazolam,True,True,True
28,alprazolane,alprazolam,False,False,True,True
29,alprazolans,alprazolam,False,False,True,True
30,alprazolamides,alprazolam,False,False,True,True
31,alprazolams,alprazolam,alprazolam,True,True,True
32,zanex,alprazolam,False,False,False,True
33,zoloft,alprazolam,sertraline,False,False,False
34,prozac,alprazolam,fluoxetine,False,False,False
35,paxil,alprazolam,paroxetine,False,False,False
36,lexapro,alprazolam,escitalopram,False,False,False
37,celexa,alprazolam,citalopram,False,False,False
38,effexor,alprazolam,venlafaxine,False,False,False
39,wellbutrin,alprazolam,bupropion,False,False,False
40,alpraz,alprazolam,False,False,True,True
41,zanax,alprazolam,alprazolam,True,True,True
42,alprozalam,alprazolam,alprazolam,True,True,True
43,alpraz,alprazolam,False,False,True,True
44,alprazolan,alprazolam,alprazolam,True,True,True
45,alprazolamum,alprazolam,False,False,True,True
46,alprazolana,alprazolam,False,False,True,True
47,alprazolans,alprazolam,False,False,True,True
48,alprazolapam,alprazolam,False,False,Error,Error
49,xanax,alprazolam,alprazolam,True,True,True
50,alpraz,alprazolam,False,False,True,True
51,azolam,alprazolam,acetazolamide,False,True,True
52,alprazol,alprazolam,False,False,True,True
53,alprazolam,alprazolam,alprazolam,True,True,True
54,alprazol,alprazolam,False,False,True,True
55,zapizolam,alprazolam,False,False,False,True
56,zanex,alprazolam,False,False,False,True
57,xana,alprazolam,False,False,False,True
58,alpraz,alprazolam,False,False,True,True
59,alprazolam,alprazolam,alprazolam,True,True,True
60,zanex,alprazolam,False,False,False,True
61,zanex,alprazolam,False,False,False,True
62,xanax,alprazolam,alprazolam,True,True,True
63,xanor,alprazolam,alprazolam,True,True,True
64,zoloft,alprazolam,sertraline,False,False,False
65,lexapro,alprazolam,escitalopram,False,False,False
66,paxil,alprazolam,paroxetine,False,False,False
67,prozac,alprazolam,fluoxetine,False,False,False
68,valium,alprazolam,diazepam,False,False,False
69,ativan,alprazolam,lorazepam,False,False,False
70,ativan,alprazolam,lorazepam,False,False,False
71,zanax,alprazolam,alprazolam,True,True,True
72,xanaxes,alprazolam,alprazolam,True,True,True
73,xanor,alprazolam,alprazolam,True,True,True
74,ativan,alprazolam,lorazepam,False,False,False
75,alprazolan,alprazolam,alprazolam,True,True,True
76,alzolam,alprazolam,False,False,True,True
77,anxiolan,alprazolam,False,False,False,False
78,apo-alpraz,alprazolam,False,False,True,True
79,bromazepam,alprazolam,bromazepam,False,False,False
80,celazolam,alprazolam,False,False,False,False
81,calmazolam,alprazolam,False,False,False,Error
82,alzolam,alprazolam,False,False,True,True
83,zanapam,alprazolam,False,False,True,True
84,ipam,alprazolam,False,False,False,False
85,ativan,alprazolam,lorazepam,False,False,False
86,zanex,alprazolam,False,False,False,True
87,alpraz,alprazolam,False,False,True,True
88,alprazolan,alprazolam,alprazolam,True,True,True
89,alprazolane,alprazolam,False,False,True,True
90,alprazolamum,alprazolam,False,False,True,True
91,xanax,alprazolam,alprazolam,True,True,True
92,ativan,alprazolam,lorazepam,False,False,False
93,alpraz,alprazolam,False,False,True,True
94,alp,alprazolam,False,False,False,True
95,azolam,alprazolam,acetazolamide,False,True,True
96,zolam,alprazolam,False,False,True,True
97,alfaz,alprazolam,False,False,False,True
98,prazol,alprazolam,False,False,False,False
99,xanor,alprazolam,alprazolam,True,True,True
100,asarex,alprazolam,False,False,False,False
101,diazepam,alprazolam,diazepam,False,False,False
102,lorazepam,alprazolam,lorazepam,False,False,False
103,midazolam,alprazolam,midazolam,False,False,False
104,oxazepam,alprazolam,oxazepam,False,False,False
105,prazepam,alprazolam,prazepam,False,False,True
106,quazepam,alprazolam,quazepam,False,False,False
107,temazepam,alprazolam,temazepam,False,False,False
108,triazolam,alprazolam,triazolam,False,False,False
109,zolpidem,alprazolam,zolpidem,False,False,False
110,alprazolum,alprazolam,False,False,True,True
111,alprazalam,alprazolam,alprazolam,True,True,True
112,alprazolan,alprazolam,alprazolam,True,True,True
113,alprazolane,alprazolam,False,False,True,True
114,alprazolans,alprazolam,False,False,True,True
115,alprazolines,alprazolam,False,False,True,True
116,alprazols,alprazolam,False,False,False,True
117,alpram,alprazolam,False,False,True,True
118,alprazolamum,alprazolam,False,False,True,True
119,alprazolan,alprazolam,alprazolam,True,True,True
120,aprazolam,alprazolam,alprazolam,True,True,True
121,azoram,alprazolam,False,False,False,False
122,calmpose,alprazolam,False,False,False,False
123,dalmane,alprazolam,flurazepam,False,False,False
124,estazolam,alprazolam,estazolam,False,False,False
125,iproxan,alprazolam,False,False,False,Error
126,lorazepam,alprazolam,lorazepam,False,False,False
127,lorazepamum,alprazolam,False,False,False,False
128,medazepam,alprazolam,temazepam,False,False,False
129,midazolam,alprazolam,midazolam,False,False,False
130,orfiril,alprazolam,valproic_acid,False,False,False
131,oxazepam,alprazolam,oxazepam,False,False,False
132,prazepam,alprazolam,prazepam,False,False,True
133,quazepam,alprazolam,quazepam,False,False,False
134,temazepam,alprazolam,temazepam,False,False,False
135,triazolam,alprazolam,triazolam,False,False,False
136,xanax,alprazolam,alprazolam,True,True,True
137,zolpidem,alprazolam,zolpidem,False,False,False
138,p0raz0lam,alprazolam,False,False,Error,Error
139,a-pra-z0-lam,alprazolam,False,False,True,True
140,alpines,alprazolam,False,False,False,False
141,alprozam,alprazolam,alprazolam,True,True,True
142,azolam,alprazolam,acetazolamide,False,True,True
143,calmpose,alprazolam,False,False,False,False
144,calmlet,alprazolam,False,False,True,True
145,dalmane,alprazolam,flurazepam,False,False,False
146,deflam,alprazolam,False,False,False,False
147,elixirs,alprazolam,False,False,False,False
148,eszopiclone,alprazolam,eszopiclone,False,False,False
149,estazolam,alprazolam,estazolam,False,False,False
150,flumazepil,alprazolam,flumazenil,False,False,False
151,halcion,alprazolam,triazolam,False,False,False
152,iprozam,alprazolam,False,False,False,Error
153,lorazepam,alprazolam,lorazepam,False,False,False
154,lormetazepam,alprazolam,lormetazepam,False,False,False
155,medazepam,alprazolam,temazepam,False,False,False
156,midazolam,alprazolam,midazolam,False,False,False
157,orfidal,alprazolam,False,False,False,False
158,oxazepam,alprazolam,oxazepam,False,False,False
159,phenazepam,alprazolam,False,False,False,False
160,prazepam,alprazolam,prazepam,False,False,True
161,quazepam,alprazolam,quazepam,False,False,False
162,restoril,alprazolam,temazepam,False,False,False
163,serepax,alprazolam,oxazepam,False,False,False
164,serax,alprazolam,oxazepam,False,False,False
165,tranxene,alprazolam,clorazepate,False,False,False
166,triazolam,alprazolam,triazolam,False,False,False
167,xanor,alprazolam,alprazolam,True,True,True
168,zaleplon,alprazolam,zaleplon,False,False,False
169,zolpidem,alprazolam,zolpidem,False,False,False
170,bars,alprazolam,False,False,False,True
171,pfizer,alprazolam,False,False,False,False
172,blue,alprazolam,False,False,False,False
173,footballs,alprazolam,False,False,False,False
174,greens,alprazolam,False,False,False,False
175,ladders,alprazolam,False,False,False,True
176,plows,alprazolam,False,False,False,False
177,alprazolams,alprazolam,alprazolam,True,True,True
178,xanbars,alprazolam,False,False,True,True
179,azanza,alprazolam,False,False,False,False
180,zanax,alprazolam,alprazolam,True,True,True
181,alprazolame,alprazolam,False,False,True,True
182,prazolan,alprazolam,False,False,False,True
183,alprazolana,alprazolam,False,False,True,True
184,alprazolanum,alprazolam,False,False,True,True
185,alprazolat,alprazolam,False,False,True,True
186,alprazolamum,alprazolam,False,False,True,True
187,zoloft,alprazolam,sertraline,False,False,False
188,prozac,alprazolam,fluoxetine,False,False,False
189,zolam,alprazolam,False,False,True,True
190,alprozolam,alprazolam,alprazolam,True,True,True
191,xanax,alprazolam,alprazolam,True,True,True
192,alprazolan,alprazolam,alprazolam,True,True,True
193,alprazolom,alprazolam,alprazolam,True,True,True
