,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,bars,alprazolam,False,False,False,True
2,zanex,alprazolam,False,False,False,True
3,xanax,alprazolam,alprazolam,True,True,True
4,alprazolom,alprazolam,alprazolam,True,True,True
5,alprozalam,alprazolam,alprazolam,True,True,True
6,alpraz,alprazolam,False,False,True,True
7,alprazolam,alprazolam,alprazolam,True,True,True
8,Niravam,alprazolam,alprazolam,True,True,True
9,Tranax,alprazolam,filgrastim,False,False,True
10,aplrazolam,alprazolam,alprazolam,True,False,True
11,zanax,alprazolam,alprazolam,True,True,True
12,alpraz,alprazolam,False,False,True,True
13,xanor,alprazolam,alprazolam,True,True,True
14,alprazolom,alprazolam,alprazolam,True,True,True
15,zanex,alprazolam,False,False,False,True
16,alprazolom,alprazolam,alprazolam,True,True,True
17,xanor,alprazolam,alprazolam,True,True,True
18,alprazolam,alprazolam,alprazolam,True,True,True
19,xanbars,alprazolam,False,False,True,True
20,white_bars,alprazolam,False,False,False,True
21,xanax,alprazolam,alprazolam,True,True,True
22,alpraz,alprazolam,False,False,True,True
23,alprazolams,alprazolam,alprazolam,True,True,True
24,xanax,alprazolam,alprazolam,True,True,True
25,xanax,alprazolam,alprazolam,True,True,True
26,xanax,alprazolam,alprazolam,True,True,True
27,zanapam,alprazolam,False,False,True,True
28,xanax,alprazolam,alprazolam,True,True,True
29,alpraz,alprazolam,False,False,True,True
30,alprazolan,alprazolam,alprazolam,True,True,True
31,alprazolim,alprazolam,False,False,True,True
32,zanex,alprazolam,False,False,False,True
33,alprozolam,alprazolam,alprazolam,True,True,True
34,alprazloam,alprazolam,False,False,True,True
35,alpraz,alprazolam,False,False,True,True
36,xanax,alprazolam,alprazolam,True,True,True
37,xanax,alprazolam,alprazolam,True,True,True
38,alprazalam,alprazolam,alprazolam,True,True,True
39,alprazolom,alprazolam,alprazolam,True,True,True
40,valium,alprazolam,diazepam,False,False,False
41,ativan,alprazolam,lorazepam,False,False,False
42,alpraz,alprazolam,False,False,True,True
43,alprazolam,alprazolam,alprazolam,True,True,True
44,xanax,alprazolam,alprazolam,True,True,True
45,ativan,alprazolam,lorazepam,False,False,False
46,alpraz,alprazolam,False,False,True,True
47,alprazol,alprazolam,False,False,True,True
48,aplrazolam,alprazolam,alprazolam,True,False,True
49,alprazolan,alprazolam,alprazolam,True,True,True
50,xanax,alprazolam,alprazolam,True,True,True
51,alpraz,alprazolam,False,False,True,True
52,alfurex,alprazolam,False,False,False,False
53,alprazolam,alprazolam,alprazolam,True,True,True
54,alpraz,alprazolam,False,False,True,True
55,alprazolame,alprazolam,False,False,True,True
56,xanax,alprazolam,alprazolam,True,True,True
57,alprazolane,alprazolam,False,False,True,True
58,alpraz,alprazolam,False,False,True,True
59,alzolam,alprazolam,False,False,True,True
60,xanax,alprazolam,alprazolam,True,True,True
61,xanor,alprazolam,alprazolam,True,True,True
62,alprazolsm,alprazolam,False,False,True,True
63,alprazolum,alprazolam,False,False,True,True
64,a-pvp,alprazolam,False,False,False,False
65,white_bar,alprazolam,False,False,False,True
66,alpraz,alprazolam,False,False,True,True
67,xanax,alprazolam,alprazolam,True,True,True
68,xanor,alprazolam,alprazolam,True,True,True
69,zoldac,alprazolam,False,False,False,False
70,ativan,alprazolam,lorazepam,False,False,False
71,klonopin,alprazolam,clonazepam,False,True,False
72,alprazolan,alprazolam,alprazolam,True,True,True
73,alprazolane,alprazolam,False,False,True,True
74,alprazolom,alprazolam,alprazolam,True,True,True
75,xanax,alprazolam,alprazolam,True,True,True
76,alpraz,alprazolam,False,False,True,True
77,alpraz,alprazolam,False,False,True,True
78,xanax,alprazolam,alprazolam,True,True,True
79,xanax,alprazolam,alprazolam,True,True,True
80,xanax,alprazolam,alprazolam,True,True,True
81,xanax,alprazolam,alprazolam,True,True,True
82,xanax,alprazolam,alprazolam,True,True,True
83,xanax,alprazolam,alprazolam,True,True,True
84,xanax,alprazolam,alprazolam,True,True,True
85,alp,alprazolam,False,False,False,True
86,xanax_bars,alprazolam,False,True,True,True
87,alprozalam,alprazolam,alprazolam,True,True,True
88,aplrazolam,alprazolam,alprazolam,True,False,True
89,xanax,alprazolam,alprazolam,True,True,True
90,xanax,alprazolam,alprazolam,True,True,True
91,xanax,alprazolam,alprazolam,True,True,True
92,alprazolam,alprazolam,alprazolam,True,True,True
93,xanax,alprazolam,alprazolam,True,True,True
94,xanax,alprazolam,alprazolam,True,True,True
95,ativan,alprazolam,lorazepam,False,False,False
96,alprazolan,alprazolam,alprazolam,True,True,True
97,alprazolane,alprazolam,False,False,True,True
98,xanor,alprazolam,alprazolam,True,True,True
99,alpraz,alprazolam,False,False,True,True
100,alprazolom,alprazolam,alprazolam,True,True,True
101,tranax,alprazolam,filgrastim,False,False,True
102,alzolam,alprazolam,False,False,True,True
103,xanax,alprazolam,alprazolam,True,True,True
104,alpraz,alprazolam,False,False,True,True
105,alpraz,alprazolam,False,False,True,True
106,alp,alprazolam,False,False,False,True
107,xanax,alprazolam,alprazolam,True,True,True
108,xanax_bars,alprazolam,False,True,True,True
109,white_xanax,alprazolam,False,True,False,True
110,alpraz,alprazolam,False,False,True,True
111,alprazolam,alprazolam,alprazolam,True,True,True
112,alprazolam,alprazolam,alprazolam,True,True,True
113,xanax,alprazolam,alprazolam,True,True,True
114,xanax,alprazolam,alprazolam,True,True,True
115,alprazolan,alprazolam,alprazolam,True,True,True
116,alprazolsm,alprazolam,False,False,True,True
117,alpraz,alprazolam,False,False,True,True
118,xanax,alprazolam,alprazolam,True,True,True
119,xanax,alprazolam,alprazolam,True,True,True
120,xanax,alprazolam,alprazolam,True,True,True
121,aplrazolam,alprazolam,alprazolam,True,False,True
122,zanax,alprazolam,alprazolam,True,True,True
123,ativan,alprazolam,lorazepam,False,False,False
124,restoril,alprazolam,temazepam,False,False,False
125,tranxene,alprazolam,clorazepate,False,False,False
126,ativan,alprazolam,lorazepam,False,False,False
127,xanax_bars,alprazolam,False,True,True,True
128,xanax_pills,alprazolam,False,True,True,False
129,alpraz,alprazolam,False,False,True,True
130,alprazolam,alprazolam,alprazolam,True,True,True
131,alprazolsm,alprazolam,False,False,True,True
132,alprazolwm,alprazolam,False,False,True,Error
133,alpraz,alprazolam,False,False,True,True
134,alprazolan,alprazolam,alprazolam,True,True,True
135,alprazolamum,alprazolam,False,False,True,True
136,xanax,alprazolam,alprazolam,True,True,True
137,alpraz,alprazolam,False,False,True,True
138,alp,alprazolam,False,False,False,True
139,alprazolan,alprazolam,alprazolam,True,True,True
