,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,zanamivir,alprazolam,zanamivir,False,False,False
1,apo-alpraz,alprazolam,False,False,True,True
2,alprazol,alprazolam,False,False,True,True
3,xanax,alprazolam,alprazolam,True,True,True
4,alfuzosin,alprazolam,alfuzosin,False,False,False
5,xanax,alprazolam,alprazolam,True,True,True
6,klonopin,alprazolam,clonazepam,False,True,False
7,lorazepam,alprazolam,lorazepam,False,False,False
8,ativan,alprazolam,lorazepam,False,False,False
9,quazepam,alprazolam,quazepam,False,False,False
10,loprazolam,alprazolam,loprazolam,False,False,False
11,benzos,alprazolam,False,False,False,True
12,alprazalam,alprazolam,alprazolam,True,True,True
13,xanax,alprazolam,alprazolam,True,True,True
14,zoloft,alprazolam,sertraline,False,False,False
15,prozac,alprazolam,fluoxetine,False,False,False
16,cymbalta,alprazolam,duloxetine,False,False,False
17,effexor,alprazolam,venlafaxine,False,False,False
18,lexapro,alprazolam,escitalopram,False,False,False
19,paxil,alprazolam,paroxetine,False,False,False
20,sertraline,alprazolam,sertraline,False,False,False
21,zopax,alprazolam,False,False,True,True
22,xanax,alprazolam,alprazolam,True,True,True
23,ativan,alprazolam,lorazepam,False,False,False
24,xanax,alprazolam,alprazolam,True,True,True
25,alprazorem,alprazolam,False,False,True,Error
26,alprazosin,alprazolam,False,False,False,False
27,alprazotan,alprazolam,False,False,False,False
28,alprazoxan,alprazolam,False,False,False,False
29,alprazolim,alprazolam,False,False,True,True
30,halazepam,alprazolam,halazepam,False,False,True
31,zopidem,alprazolam,zolpidem,False,False,False
32,xanax,alprazolam,alprazolam,True,True,True
33,alprazolam,alprazolam,alprazolam,True,True,True
34,a-prax,alprazolam,False,False,False,False
35,alazopram,alprazolam,False,False,True,True
36,alprolol,alprazolam,False,False,True,True
37,alpramol,alprazolam,False,False,False,False
38,zanax,alprazolam,alprazolam,True,True,True
39,alprazidan,alprazolam,False,False,Error,Error
40,zanex,alprazolam,False,False,False,True
41,xanazolam,alprazolam,False,False,False,False
42,zanax,alprazolam,alprazolam,True,True,True
43,a-pvp,alprazolam,False,False,False,False
44,legalon,alprazolam,silibinin_a,False,False,False
45,tavor,alprazolam,False,False,False,False
46,ativan,alprazolam,lorazepam,False,False,False
47,klonopin,alprazolam,clonazepam,False,True,False
48,librium,alprazolam,chlordiazepoxide,False,False,False
49,valium,alprazolam,diazepam,False,False,False
50,xanax,alprazolam,alprazolam,True,True,True
51,apo-alpraz,alprazolam,False,False,True,True
52,z-bars,alprazolam,False,False,True,True
53,zanex,alprazolam,False,False,False,True
54,ativan,alprazolam,lorazepam,False,False,False
55,zanax,alprazolam,alprazolam,True,True,True
56,XANAX,alprazolam,alprazolam,True,True,True
57,alprazolylm,alprazolam,False,False,Error,Error
58,alprazoma,alprazolam,False,False,True,True
59,alprazonam,alprazolam,False,False,True,True
60,alprazopam,alprazolam,alprazolam,True,True,True
61,alprozalam,alprazolam,alprazolam,True,True,True
62,alpzolam,alprazolam,False,False,True,True
63,alpraz,alprazolam,False,False,True,True
64,a-Pyrrolidinopentiophenone,alprazolam,False,False,False,False
65,xanax,alprazolam,alprazolam,True,True,True
66,ativan,alprazolam,lorazepam,False,False,False
67,xanax,alprazolam,alprazolam,True,True,True
68,zanex,alprazolam,False,False,False,True
69,alprazolsm,alprazolam,False,False,True,True
70,azepam,alprazolam,oxazepam,False,False,False
71,Niravam,alprazolam,alprazolam,True,True,True
72,Tranxene,alprazolam,clorazepate,False,False,False
73,Valium,alprazolam,diazepam,False,False,False
74,Ativan,alprazolam,lorazepam,False,False,False
