,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,alprazolan,alprazolam,alprazolam,True,True,True
2,iprotiazam,alprazolam,False,False,Error,Error
3,azoram,alprazolam,False,False,False,False
4,opamax,alprazolam,False,False,False,False
5,ativan,alprazolam,lorazepam,False,False,False
6,valium,alprazolam,diazepam,False,False,False
7,klonopin,alprazolam,clonazepam,False,True,False
8,librium,alprazolam,chlordiazepoxide,False,False,False
9,vallum,alprazolam,False,False,False,False
10,ativan,alprazolam,lorazepam,False,False,False
11,blue_footballs,alprazolam,False,False,True,True
12,white_bars,alprazolam,False,False,False,True
13,zoloft,alprazolam,sertraline,False,False,False
14,zanex,alprazolam,False,False,False,True
15,xansax,alprazolam,False,False,True,True
16,alprazolan,alprazolam,alprazolam,True,True,True
17,zanax,alprazolam,alprazolam,True,True,True
18,anrazolam,alprazolam,False,False,Error,True
19,xanax,alprazolam,alprazolam,True,True,True
20,zans,alprazolam,False,False,False,False
21,bars,alprazolam,False,False,False,True
22,x,alprazolam,False,False,False,False
23,ativan,alprazolam,lorazepam,False,False,False
24,zanamivir,alprazolam,zanamivir,False,False,False
25,aprozalam,alprazolam,False,False,True,True
26,alprazolix,alprazolam,False,False,Error,Error
27,alprazox,alprazolam,False,False,False,Error
28,xanaxs,alprazolam,alprazolam,True,True,True
29,xanax,alprazolam,alprazolam,True,True,True
30,alazor,alprazolam,False,False,False,False
31,alcodin,alprazolam,False,False,False,False
32,azolam,alprazolam,acetazolamide,False,True,True
33,zopax,alprazolam,False,False,True,True
34,alazopram,alprazolam,False,False,True,True
35,spazolam,alprazolam,False,False,Error,Error
36,xanax,alprazolam,alprazolam,True,True,True
37,zolam,alprazolam,False,False,True,True
38,calmpose,alprazolam,False,False,False,False
39,zoltec,alprazolam,False,False,False,False
40,relaxit,alprazolam,False,False,False,False
41,ativan,alprazolam,lorazepam,False,False,False
42,alprazolame,alprazolam,False,False,True,True
43,payshmint,alprazolam,False,False,Error,Error
44,pax,alprazolam,False,False,False,False
45,xanor,alprazolam,alprazolam,True,True,True
46,zolam,alprazolam,False,False,True,True
47,ativan,alprazolam,lorazepam,False,False,False
48,xans,alprazolam,alprazolam,True,False,True
49,anxiety_pills,alprazolam,False,False,False,True
50,xanax,alprazolam,alprazolam,True,True,True
51,ativan,alprazolam,lorazepam,False,False,False
52,seroquel,alprazolam,quetiapine,False,False,False
53,alpam,alprazolam,False,False,False,False
54,azolam,alprazolam,acetazolamide,False,True,True
55,xanax,alprazolam,alprazolam,True,True,True
56,zanax,alprazolam,alprazolam,True,True,True
57,zanax,alprazolam,alprazolam,True,True,True
58,alzapam,alprazolam,False,False,True,True
59,alpazolam,alprazolam,alprazolam,True,True,True
60,serenitry,alprazolam,False,False,False,False
61,xanax,alprazolam,alprazolam,True,True,True
62,zanx,alprazolam,False,False,False,True
63,anax,alprazolam,False,False,False,True
64,alprazolan,alprazolam,alprazolam,True,True,True
65,prazolam,alprazolam,alprazolam,True,True,True
66,anzolam,alprazolam,False,False,True,True
67,zanxatipam,alprazolam,False,False,Error,Error
68,alprazolas,alprazolam,False,False,True,True
69,alprazolame,alprazolam,False,False,True,True
70,xanax,alprazolam,alprazolam,True,True,True
71,zolpidem,alprazolam,zolpidem,False,False,False
72,panix,alprazolam,False,False,False,True
73,zopax,alprazolam,False,False,True,True
74,xanod,alprazolam,False,False,False,False
75,alprazolam,alprazolam,alprazolam,True,True,True
76,ativan,alprazolam,lorazepam,False,False,False
77,alzolam,alprazolam,False,False,True,True
78,anaprox,alprazolam,naproxen,False,False,False
79,azolam,alprazolam,acetazolamide,False,True,True
80,calmpose,alprazolam,False,False,False,False
81,dalmane,alprazolam,flurazepam,False,False,False
82,estazolam,alprazolam,estazolam,False,False,False
83,halcion_,alprazolam,False,False,False,False
84,alprazoluo,alprazolam,False,False,Error,Error
85,xanax,alprazolam,alprazolam,True,True,True
86,alprazolamum,alprazolam,False,False,True,True
87,ativan,alprazolam,lorazepam,False,False,False
88,xanax,alprazolam,alprazolam,True,True,True
89,zanax,alprazolam,alprazolam,True,True,True
90,alpraz,alprazolam,False,False,True,True
91,alprazalom,alprazolam,alprazolam,True,True,True
92,xanys,alprazolam,False,False,False,True
93,zolam,alprazolam,False,False,True,True
94,bars,alprazolam,False,False,False,True
95,xanbars,alprazolam,False,False,True,True
96,blue_footballs,alprazolam,False,False,True,True
97,Chargers,alprazolam,False,False,False,False
98,peach_bars,alprazolam,False,False,False,True
99,alprazorem,alprazolam,False,False,True,Error
100,alprazolame,alprazolam,False,False,True,True
101,alpraolnol,alprazolam,False,False,Error,Error
102,cp-zolam,alprazolam,False,False,True,True
103,etizolam,alprazolam,etizolam,False,False,True
104,alprazorem,alprazolam,False,False,True,Error
105,alprazolam,alprazolam,alprazolam,True,True,True
106,azopan,alprazolam,False,False,False,False
107,alpahex,alprazolam,False,False,False,False
108,xantica,alprazolam,False,False,False,False
109,xanthan,alprazolam,xanthan_gum,False,False,False
110,xanthium,alprazolam,False,False,False,False
111,xanor,alprazolam,alprazolam,True,True,True
112,zailin,alprazolam,False,False,False,False
113,nebracetam,alprazolam,False,False,False,False
114,centrac_eaze,alprazolam,False,False,Error,Error
115,ativan,alprazolam,lorazepam,False,False,False
116,zolam,alprazolam,False,False,True,True
117,zolam,alprazolam,False,False,True,True
118,alzen,alprazolam,False,False,False,False
119,alzolam,alprazolam,False,False,True,True
120,alprazohan,alprazolam,False,False,Error,Error
121,alprasolam,alprazolam,False,False,False,True
122,alprezolam,alprazolam,alprazolam,True,True,True
123,alprazlon,alprazolam,False,False,Error,False
124,alzapam,alprazolam,False,False,True,True
125,alprozolam,alprazolam,alprazolam,True,True,True
126,xanax,alprazolam,alprazolam,True,True,True
127,zam_bars,alprazolam,False,False,False,False
128,alzolam,alprazolam,False,False,True,True
