,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,nexum,alprazolam,False,False,False,False
1,xanax,alprazolam,alprazolam,True,True,True
2,xanax,alprazolam,alprazolam,True,True,True
3,alp,alprazolam,False,False,False,True
4,tafil,alprazolam,alprazolam,True,True,True
5,xanax,alprazolam,alprazolam,True,True,True
6,xanax,alprazolam,alprazolam,True,True,True
7,xanax,alprazolam,alprazolam,True,True,True
8,alprazloam,alprazolam,False,False,True,True
9,alprozalam,alprazolam,alprazolam,True,True,True
10,alpraz,alprazolam,False,False,True,True
11,alp,alprazolam,False,False,False,True
12,alprazolane,alprazolam,False,False,True,True
13,alprazolamum,alprazolam,False,False,True,True
14,alpraz,alprazolam,False,False,True,True
15,alp,alprazolam,False,False,False,True
16,xanax,alprazolam,alprazolam,True,True,True
17,alpraz,alprazolam,False,False,True,True
18,valium,alprazolam,diazepam,False,False,False
19,ativan,alprazolam,lorazepam,False,False,False
20,xanax,alprazolam,alprazolam,True,True,True
21,alpraz,alprazolam,False,False,True,True
22,alprazolim,alprazolam,False,False,True,True
23,alprazolmi,alprazolam,False,False,Error,Error
24,alpraz,alprazolam,False,False,True,True
25,alpraz,alprazolam,False,False,True,True
26,alzolam,alprazolam,False,False,True,True
27,alpraz,alprazolam,False,False,True,True
28,alprazolame,alprazolam,False,False,True,True
29,azanzolam,alprazolam,False,False,Error,Error
30,zolam,alprazolam,False,False,True,True
31,xanax,alprazolam,alprazolam,True,True,True
32,xanax_bars,alprazolam,False,True,True,True
33,white_xanax,alprazolam,False,True,False,True
34,alprazolam,alprazolam,alprazolam,True,True,True
35,aplrazolam,alprazolam,alprazolam,True,False,True
36,alpraz,alprazolam,False,False,True,True
37,xanax,alprazolam,alprazolam,True,True,True
38,alpraz,alprazolam,False,False,True,True
39,alp,alprazolam,False,False,False,True
40,alprazolamum,alprazolam,False,False,True,True
41,alprazolame,alprazolam,False,False,True,True
42,xanax,alprazolam,alprazolam,True,True,True
43,zanapam,alprazolam,False,False,True,True
44,alprazolamum,alprazolam,False,False,True,True
45,alprazolan,alprazolam,alprazolam,True,True,True
46,aripax,alprazolam,False,False,False,False
47,xanax,alprazolam,alprazolam,True,True,True
48,alprax,alprazolam,alprazolam,False,True,True
49,alzolam,alprazolam,False,False,True,True
50,alp,alprazolam,False,False,False,True
51,xanax,alprazolam,alprazolam,True,True,True
52,alpraz,alprazolam,False,False,True,True
53,prosom,alprazolam,estazolam,False,False,False
54,alprazolam,alprazolam,alprazolam,True,True,True
55,alprozalam,alprazolam,alprazolam,True,True,True
56,zanax,alprazolam,alprazolam,True,True,True
57,alpraz,alprazolam,False,False,True,True
58,aplrazolam,alprazolam,alprazolam,True,False,True
59,alpraz,alprazolam,False,False,True,True
60,alp,alprazolam,False,False,False,True
61,flumazenil,alprazolam,flumazenil,False,False,False
62,halazepam,alprazolam,halazepam,False,False,True
63,neosporin,alprazolam,bacitracin,False,False,False
64,alprazolam,alprazolam,alprazolam,True,True,True
65,bars,alprazolam,False,False,False,True
66,alprazolan,alprazolam,alprazolam,True,True,True
67,alprazolane,alprazolam,False,False,True,True
68,alpraz,alprazolam,False,False,True,True
69,zanapam,alprazolam,False,False,True,True
70,alzolam,alprazolam,False,False,True,True
71,xanax,alprazolam,alprazolam,True,True,True
72,xanax,alprazolam,alprazolam,True,True,True
73,alprazolan,alprazolam,alprazolam,True,True,True
74,alprazolamu,alprazolam,False,False,True,True
75,Xanax,alprazolam,alprazolam,True,True,True
76,aprozolam,alprazolam,alprazolam,True,True,True
77,alpraz,alprazolam,False,False,True,True
78,alprazolam,alprazolam,alprazolam,True,True,True
79,aprozolam,alprazolam,alprazolam,True,True,True
80,xanax,alprazolam,alprazolam,True,True,True
81,xanax,alprazolam,alprazolam,True,True,True
82,niravam,alprazolam,alprazolam,True,True,True
83,xanor,alprazolam,alprazolam,True,True,True
84,alpraz,alprazolam,False,False,True,True
85,ativan,alprazolam,lorazepam,False,False,False
86,zanax,alprazolam,alprazolam,True,True,True
87,xanax_bars,alprazolam,False,True,True,True
88,white_xanax,alprazolam,False,True,False,True
89,alpraz,alprazolam,False,False,True,True
90,alzam,alprazolam,False,False,True,True
91,xanor,alprazolam,alprazolam,True,True,True
92,zopax,alprazolam,False,False,True,True
93,ativan,alprazolam,lorazepam,False,False,False
94,xanax,alprazolam,alprazolam,True,True,True
95,xanax,alprazolam,alprazolam,True,True,True
96,alpraz,alprazolam,False,False,True,True
97,xanax,alprazolam,alprazolam,True,True,True
98,alprozolam,alprazolam,alprazolam,True,True,True
99,alpraz,alprazolam,False,False,True,True
100,xanor,alprazolam,alprazolam,True,True,True
101,xanor,alprazolam,alprazolam,True,True,True
102,alprax,alprazolam,alprazolam,False,True,True
103,xanax,alprazolam,alprazolam,True,True,True
104,ativan,alprazolam,lorazepam,False,False,False
105,xanax,alprazolam,alprazolam,True,True,True
106,alprazolamum,alprazolam,False,False,True,True
107,alprozolam,alprazolam,alprazolam,True,True,True
108,azoram,alprazolam,False,False,False,False
109,xanax,alprazolam,alprazolam,True,True,True
110,alpraz,alprazolam,False,False,True,True
111,alpram,alprazolam,False,False,True,True
112,alprazolan,alprazolam,alprazolam,True,True,True
113,alprazolame,alprazolam,False,False,True,True
114,alprozalam,alprazolam,alprazolam,True,True,True
115,alprazolams,alprazolam,alprazolam,True,True,True
116,alp,alprazolam,False,False,False,True
117,az,alprazolam,False,False,False,True
118,alpraz,alprazolam,False,False,True,True
119,alprazolam,alprazolam,alprazolam,True,True,True
120,xanax,alprazolam,alprazolam,True,True,True
121,alpraz,alprazolam,False,False,True,True
122,xanax,alprazolam,alprazolam,True,True,True
123,alprazlam,alprazolam,False,False,True,True
124,alprazolan,alprazolam,alprazolam,True,True,True
125,alprozolam,alprazolam,alprazolam,True,True,True
126,alpraz,alprazolam,False,False,True,True
127,xanax,alprazolam,alprazolam,True,True,True
128,tranxene,alprazolam,clorazepate,False,False,False
129,xanax,alprazolam,alprazolam,True,True,True
130,aplrazolam,alprazolam,alprazolam,True,False,True
131,alprazolan,alprazolam,alprazolam,True,True,True
132,Niravam,alprazolam,alprazolam,True,True,True
133,alzolam,alprazolam,False,False,True,True
134,alprozalam,alprazolam,alprazolam,True,True,True
135,xanax,alprazolam,alprazolam,True,True,True
136,xanax,alprazolam,alprazolam,True,True,True
137,alprazolane,alprazolam,False,False,True,True
138,alprazolamum,alprazolam,False,False,True,True
139,triazolam,alprazolam,triazolam,False,False,False
140,xanax,alprazolam,alprazolam,True,True,True
141,alpraz,alprazolam,False,False,True,True
142,xanor,alprazolam,alprazolam,True,True,True
143,zolam,alprazolam,False,False,True,True
144,aplrazolam,alprazolam,alprazolam,True,False,True
145,zoloft,alprazolam,sertraline,False,False,False
146,ativan,alprazolam,lorazepam,False,False,False
147,alpraz,alprazolam,False,False,True,True
148,aplrazolam,alprazolam,alprazolam,True,False,True
149,xanor,alprazolam,alprazolam,True,True,True
150,alpraz,alprazolam,False,False,True,True
151,zanax,alprazolam,alprazolam,True,True,True
152,xanax,alprazolam,alprazolam,True,True,True
153,alpraz,alprazolam,False,False,True,True
154,alprazolam,alprazolam,alprazolam,True,True,True
155,ativan,alprazolam,lorazepam,False,False,False
156,klonopin,alprazolam,clonazepam,False,True,False
157,xanor,alprazolam,alprazolam,True,True,True
158,tranquinal,alprazolam,False,False,True,True
159,xanax,alprazolam,alprazolam,True,True,True
160,niravam,alprazolam,alprazolam,True,True,True
161,alpraz,alprazolam,False,False,True,True
162,alprazol,alprazolam,False,False,True,True
163,xanax,alprazolam,alprazolam,True,True,True
164,xanax,alprazolam,alprazolam,True,True,True
165,xanax,alprazolam,alprazolam,True,True,True
166,xanax,alprazolam,alprazolam,True,True,True
167,alpraz,alprazolam,False,False,True,True
168,alp,alprazolam,False,False,False,True
169,frontin,alprazolam,False,False,False,True
170,triazolam,alprazolam,triazolam,False,False,False
171,xanax,alprazolam,alprazolam,True,True,True
172,alpraz,alprazolam,False,False,True,True
173,apo-alpraz,alprazolam,False,False,True,True
174,zamitol,alprazolam,False,False,True,True
175,xanax,alprazolam,alprazolam,True,True,True
176,ativan,alprazolam,lorazepam,False,False,False
177,xanax,alprazolam,alprazolam,True,True,True
178,alprazolam,alprazolam,alprazolam,True,True,True
179,alprazolum,alprazolam,False,False,True,True
180,bars,alprazolam,False,False,False,True
181,blue_footballs,alprazolam,False,False,True,True
182,ativan,alprazolam,lorazepam,False,False,False
183,alprazolam_bars,alprazolam,False,True,True,True
184,xanbars,alprazolam,False,False,True,True
185,alprazlam,alprazolam,False,False,True,True
186,alpraz,alprazolam,False,False,True,True
187,alpram,alprazolam,False,False,True,True
188,tofisopam,alprazolam,tofisopam,False,False,False
189,alazolam,alprazolam,False,False,True,True
190,alzam,alprazolam,False,False,True,True
191,zoloft,alprazolam,sertraline,False,False,False
192,alpraz,alprazolam,False,False,True,True
193,alprazolam,alprazolam,alprazolam,True,True,True
194,alpraz,alprazolam,False,False,True,True
195,alprazolam,alprazolam,alprazolam,True,True,True
196,xanax,alprazolam,alprazolam,True,True,True
197,xanax,alprazolam,alprazolam,True,True,True
198,xanax,alprazolam,alprazolam,True,True,True
199,ativan,alprazolam,lorazepam,False,False,False
200,alprazolame,alprazolam,False,False,True,True
201,alprazolan,alprazolam,alprazolam,True,True,True
202,alpraz,alprazolam,False,False,True,True
203,valium,alprazolam,diazepam,False,False,False
204,ativan,alprazolam,lorazepam,False,False,False
205,alpraz,alprazolam,False,False,True,True
206,alpram,alprazolam,False,False,True,True
207,aplrazolam,alprazolam,alprazolam,True,False,True
208,xanax,alprazolam,alprazolam,True,True,True
209,xanax,alprazolam,alprazolam,True,True,True
210,alzolam,alprazolam,False,False,True,True
211,zanapam,alprazolam,False,False,True,True
212,alpraz,alprazolam,False,False,True,True
213,xanax,alprazolam,alprazolam,True,True,True
214,aplrazolam,alprazolam,alprazolam,True,False,True
