,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,anoxal,alprazolam,False,False,False,False
2,alpra,alprazolam,estradiol,False,True,True
3,zolam,alprazolam,False,False,True,True
4,Alprozolam,alprazolam,alprazolam,True,True,True
5,aplrazolam,alprazolam,alprazolam,True,False,True
6,alprozolam,alprazolam,alprazolam,True,True,True
7,xanax,alprazolam,alprazolam,True,True,True
8,alzolam,alprazolam,False,False,True,True
9,alorazolam,alprazolam,False,False,True,True
10,zanapam,alprazolam,False,False,True,True
11,zanax,alprazolam,alprazolam,True,True,True
12,alpraz,alprazolam,False,False,True,True
13,xanax,alprazolam,alprazolam,True,True,True
14,alpraz,alprazolam,False,False,True,True
15,alprox,alprazolam,False,False,True,True
16,xanax,alprazolam,alprazolam,True,True,True
17,ativan,alprazolam,lorazepam,False,False,False
18,alpraz,alprazolam,False,False,True,True
19,az,alprazolam,False,False,False,True
20,frontal,alprazolam,False,False,False,False
21,xanax,alprazolam,alprazolam,True,True,True
22,alprazolams,alprazolam,alprazolam,True,True,True
23,xanax,alprazolam,alprazolam,True,True,True
24,alprazolamide,alprazolam,False,False,True,True
25,alprazolamum,alprazolam,False,False,True,True
26,alprazolan,alprazolam,alprazolam,True,True,True
27,alprazolsm,alprazolam,False,False,True,True
28,xanor,alprazolam,alprazolam,True,True,True
29,triazolam,alprazolam,triazolam,False,False,False
30,bars,alprazolam,False,False,False,True
31,alp,alprazolam,False,False,False,True
32,tantrax,alprazolam,False,False,False,False
33,ativan,alprazolam,lorazepam,False,False,False
34,xanax,alprazolam,alprazolam,True,True,True
35,alpraz,alprazolam,False,False,True,True
36,alprazolame,alprazolam,False,False,True,True
37,alprazolamum,alprazolam,False,False,True,True
38,front,alprazolam,False,False,False,False
39,zanapam,alprazolam,False,False,True,True
40,alcentric,alprazolam,False,False,False,False
41,xanax,alprazolam,alprazolam,True,True,True
42,ativan,alprazolam,lorazepam,False,False,False
43,aplrazolam,alprazolam,alprazolam,True,False,True
44,xanax,alprazolam,alprazolam,True,True,True
45,alprazolam,alprazolam,alprazolam,True,True,True
46,bars,alprazolam,False,False,False,True
47,yellow_xanax,alprazolam,False,True,True,True
48,ativan,alprazolam,lorazepam,False,False,False
49,xanax,alprazolam,alprazolam,True,True,True
50,trankimazin,alprazolam,False,False,True,True
