,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,xanax,alprazolam,alprazolam,True,True,True
1,zanapam,alprazolam,False,False,True,True
2,xanax,alprazolam,alprazolam,True,True,True
3,xanax_bars,alprazolam,False,True,True,True
4,pax,alprazolam,False,False,False,False
5,atarax,alprazolam,hydroxyzine,False,Error,True
6,alprazolams,alprazolam,alprazolam,True,True,True
7,alprazolam,alprazolam,alprazolam,True,True,True
8,alpraz,alprazolam,False,False,True,True
9,alpraz,alprazolam,False,False,True,True
10,alprazolame,alprazolam,False,False,True,True
11,alprazolum,alprazolam,False,False,True,True
12,alpraz,alprazolam,False,False,True,True
13,niravam,alprazolam,alprazolam,True,True,True
14,alpraz,alprazolam,False,False,True,True
15,alp,alprazolam,False,False,False,True
16,azolam,alprazolam,acetazolamide,False,True,True
17,alprazolamum,alprazolam,False,False,True,True
18,xanax,alprazolam,alprazolam,True,True,True
19,aplrazolam,alprazolam,alprazolam,True,False,True
20,zoloft,alprazolam,sertraline,False,False,False
21,klonopin,alprazolam,clonazepam,False,True,False
22,ativan,alprazolam,lorazepam,False,False,False
23,niravam,alprazolam,alprazolam,True,True,True
24,ativan,alprazolam,lorazepam,False,False,False
25,xanax,alprazolam,alprazolam,True,True,True
26,xanax,alprazolam,alprazolam,True,True,True
27,alprozolam,alprazolam,alprazolam,True,True,True
28,aplrazolam,alprazolam,alprazolam,True,False,True
29,xanies,alprazolam,False,False,True,True
30,xanax_bars,alprazolam,False,True,True,True
31,alpraz,alprazolam,False,False,True,True
32,alp,alprazolam,False,False,False,True
33,alpraz,alprazolam,False,False,True,True
34,alprazolam,alprazolam,alprazolam,True,True,True
35,alpraz,alprazolam,False,False,True,True
36,alp,alprazolam,False,False,False,True
37,alprazolam,alprazolam,alprazolam,True,True,True
38,ativan,alprazolam,lorazepam,False,False,False
39,alpraz,alprazolam,False,False,True,True
40,alprazolame,alprazolam,False,False,True,True
41,xanax,alprazolam,alprazolam,True,True,True
42,xanax,alprazolam,alprazolam,True,True,True
43,alpraz,alprazolam,False,False,True,True
44,azipam,alprazolam,False,False,False,False
45,xanies,alprazolam,False,False,True,True
46,ativan,alprazolam,lorazepam,False,False,False
47,alpraz,alprazolam,False,False,True,True
48,xanax_bars,alprazolam,False,True,True,True
49,zanex,alprazolam,False,False,False,True
50,aplrazolam,alprazolam,alprazolam,True,False,True
51,alprazolan,alprazolam,alprazolam,True,True,True
52,xanax,alprazolam,alprazolam,True,True,True
53,xanax,alprazolam,alprazolam,True,True,True
54,bars,alprazolam,False,False,False,True
55,xanies,alprazolam,False,False,True,True
56,xanax,alprazolam,alprazolam,True,True,True
57,alpraz,alprazolam,False,False,True,True
58,alprazolam,alprazolam,alprazolam,True,True,True
59,alpraz,alprazolam,False,False,True,True
60,alprazolame,alprazolam,False,False,True,True
61,xanor,alprazolam,alprazolam,True,True,True
62,zanax,alprazolam,alprazolam,True,True,True
63,alprazolame,alprazolam,False,False,True,True
64,alprazolan,alprazolam,alprazolam,True,True,True
65,alprozolam,alprazolam,alprazolam,True,True,True
66,aplrazolam,alprazolam,alprazolam,True,False,True
67,ativan,alprazolam,lorazepam,False,False,False
68,aplrazolam,alprazolam,alprazolam,True,False,True
69,xanax,alprazolam,alprazolam,True,True,True
70,xanax,alprazolam,alprazolam,True,True,True
71,zanex,alprazolam,False,False,False,True
72,alpraz,alprazolam,False,False,True,True
73,alprazolam,alprazolam,alprazolam,True,True,True
74,zanex,alprazolam,False,False,False,True
75,xanor,alprazolam,alprazolam,True,True,True
76,alprozolam,alprazolam,alprazolam,True,True,True
77,azolam,alprazolam,acetazolamide,False,True,True
78,xanax,alprazolam,alprazolam,True,True,True
79,aziprocin,alprazolam,False,False,False,Error
80,zanapam,alprazolam,False,False,True,True
81,alpraz,alprazolam,False,False,True,True
82,xanax,alprazolam,alprazolam,True,True,True
83,xanax,alprazolam,alprazolam,True,True,True
84,ativan,alprazolam,lorazepam,False,False,False
85,alpraz,alprazolam,False,False,True,True
86,aplrazolam,alprazolam,alprazolam,True,False,True
87,alprazolame,alprazolam,False,False,True,True
88,alprazolan,alprazolam,alprazolam,True,True,True
89,alprazolamum,alprazolam,False,False,True,True
90,alprazolano,alprazolam,False,False,True,True
91,alprazolam,alprazolam,alprazolam,True,True,True
92,alprazolame,alprazolam,False,False,True,True
93,noctec,alprazolam,chloral_hydrate,False,False,False
94,seresta,alprazolam,oxazepam,False,False,False
95,alpraz,alprazolam,False,False,True,True
96,alprozolam,alprazolam,alprazolam,True,True,True
97,xanax,alprazolam,alprazolam,True,True,True
98,azanzolam,alprazolam,False,False,Error,Error
99,zanax,alprazolam,alprazolam,True,True,True
100,xanax,alprazolam,alprazolam,True,True,True
101,xanax,alprazolam,alprazolam,True,True,True
102,alpraz,alprazolam,False,False,True,True
103,alprazolam,alprazolam,alprazolam,True,True,True
104,alprazolame,alprazolam,False,False,True,True
105,alprazolamum,alprazolam,False,False,True,True
106,xanax,alprazolam,alprazolam,True,True,True
107,ativan,alprazolam,lorazepam,False,False,False
108,aprazolam,alprazolam,alprazolam,True,True,True
109,xanax,alprazolam,alprazolam,True,True,True
110,xanax,alprazolam,alprazolam,True,True,True
111,alpra,alprazolam,estradiol,False,True,True
112,zanex,alprazolam,False,False,False,True
113,valium,alprazolam,diazepam,False,False,False
114,alprazolan,alprazolam,alprazolam,True,True,True
115,alprazolamum,alprazolam,False,False,True,True
116,xanax,alprazolam,alprazolam,True,True,True
117,xanax,alprazolam,alprazolam,True,True,True
118,alprazolan,alprazolam,alprazolam,True,True,True
119,alprazolim,alprazolam,False,False,True,True
120,xanax,alprazolam,alprazolam,True,True,True
121,azipam,alprazolam,False,False,False,False
122,alpraz,alprazolam,False,False,True,True
123,ativan,alprazolam,lorazepam,False,False,False
124,alprazolom,alprazolam,alprazolam,True,True,True
125,alprazolan,alprazolam,alprazolam,True,True,True
126,alprazolamum,alprazolam,False,False,True,True
127,azolam,alprazolam,acetazolamide,False,True,True
128,alpraz,alprazolam,False,False,True,True
129,niravam,alprazolam,alprazolam,True,True,True
130,alpraz,alprazolam,False,False,True,True
131,xanax,alprazolam,alprazolam,True,True,True
132,alprazolame,alprazolam,False,False,True,True
133,alprazolams,alprazolam,alprazolam,True,True,True
134,xanax,alprazolam,alprazolam,True,True,True
135,alprazolan,alprazolam,alprazolam,True,True,True
136,alprazolsm,alprazolam,False,False,True,True
137,alprazolsm,alprazolam,False,False,True,True
138,alprazoltam,alprazolam,False,False,True,True
139,xanax,alprazolam,alprazolam,True,True,True
140,alprazolams,alprazolam,alprazolam,True,True,True
141,xanax,alprazolam,alprazolam,True,True,True
142,xanor,alprazolam,alprazolam,True,True,True
143,alprazolamum,alprazolam,False,False,True,True
144,alprazolans,alprazolam,False,False,True,True
145,azipam,alprazolam,False,False,False,False
146,zaponex,alprazolam,False,False,False,False
147,xanor,alprazolam,alprazolam,True,True,True
148,alpraz,alprazolam,False,False,True,True
149,alprazolams,alprazolam,alprazolam,True,True,True
150,alprazloam,alprazolam,False,False,True,True
151,aplrazolam,alprazolam,alprazolam,True,False,True
152,alprazolan,alprazolam,alprazolam,True,True,True
153,alprazolamum,alprazolam,False,False,True,True
154,xanax,alprazolam,alprazolam,True,True,True
155,xanax,alprazolam,alprazolam,True,True,True
156,ativan,alprazolam,lorazepam,False,False,False
157,alpraz,alprazolam,False,False,True,True
158,xanax,alprazolam,alprazolam,True,True,True
159,xanax,alprazolam,alprazolam,True,True,True
160,xanax,alprazolam,alprazolam,True,True,True
161,alpazolam,alprazolam,alprazolam,True,True,True
162,ativan,alprazolam,lorazepam,False,False,False
163,aplrazolam,alprazolam,alprazolam,True,False,True
164,zanapam,alprazolam,False,False,True,True
165,zanax,alprazolam,alprazolam,True,True,True
166,niravam,alprazolam,alprazolam,True,True,True
167,alp,alprazolam,False,False,False,True
168,rivotril,alprazolam,clonazepam,False,False,False
169,xanax,alprazolam,alprazolam,True,True,True
170,ativan,alprazolam,lorazepam,False,False,False
171,frontin,alprazolam,False,False,False,True
172,neupax,alprazolam,False,False,True,True
173,alpraz,alprazolam,False,False,True,True
174,alprazolam,alprazolam,alprazolam,True,True,True
175,alpraz,alprazolam,False,False,True,True
176,xanax,alprazolam,alprazolam,True,True,True
177,alpraz,alprazolam,False,False,True,True
178,alprazolam,alprazolam,alprazolam,True,True,True
179,alfazolam,alprazolam,False,False,True,True
180,alprozolam,alprazolam,alprazolam,True,True,True
181,aripiprazole,alprazolam,aripiprazole,False,False,False
182,lorazepam,alprazolam,lorazepam,False,False,False
183,xanax,alprazolam,alprazolam,True,True,True
184,alpraz,alprazolam,False,False,True,True
185,alprazolam,alprazolam,alprazolam,True,True,True
186,xanor,alprazolam,alprazolam,True,True,True
187,casazolam,alprazolam,False,False,False,Error
188,alprazolams,alprazolam,alprazolam,True,True,True
189,zanax,alprazolam,alprazolam,True,True,True
190,xanor,alprazolam,alprazolam,True,True,True
191,niravam,alprazolam,alprazolam,True,True,True
192,xanax,alprazolam,alprazolam,True,True,True
193,ativan,alprazolam,lorazepam,False,False,False
194,aplrazolam,alprazolam,alprazolam,True,False,True
195,alprazolan,alprazolam,alprazolam,True,True,True
196,alprazolam_ER,alprazolam,False,True,True,True
197,alprazolam_IR,alprazolam,False,True,True,True
198,alprolax,alprazolam,False,False,True,False
199,alpraz,alprazolam,False,False,True,True
200,xanax,alprazolam,alprazolam,True,True,True
201,zanax,alprazolam,alprazolam,True,True,True
202,anax,alprazolam,False,False,False,True
203,alpraz,alprazolam,False,False,True,True
204,aplrazolam,alprazolam,alprazolam,True,False,True
205,xan0x,alprazolam,False,False,False,Error
206,alpraz,alprazolam,False,False,True,True
207,alzolam,alprazolam,False,False,True,True
208,neupax,alprazolam,False,False,True,True
209,alprazolan,alprazolam,alprazolam,True,True,True
210,alprazolamum,alprazolam,False,False,True,True
211,ginseng,alprazolam,ginseng,False,False,False
212,ginkgo,alprazolam,ginkgo_biloba,False,False,False
213,xanax,alprazolam,alprazolam,True,True,True
214,azolam,alprazolam,acetazolamide,False,True,True
215,xanax,alprazolam,alprazolam,True,True,True
216,xanax,alprazolam,alprazolam,True,True,True
217,alpraz,alprazolam,False,False,True,True
218,alprazolamum,alprazolam,False,False,True,True
219,alprazolano,alprazolam,False,False,True,True
220,xanor,alprazolam,alprazolam,True,True,True
221,zolam,alprazolam,False,False,True,True
222,ativan,alprazolam,lorazepam,False,False,False
223,valium,alprazolam,diazepam,False,False,False
224,ativan,alprazolam,lorazepam,False,False,False
225,xanax,alprazolam,alprazolam,True,True,True
226,alp,alprazolam,False,False,False,True
227,ativan,alprazolam,lorazepam,False,False,False
228,triazolam,alprazolam,triazolam,False,False,False
229,centrax,alprazolam,prazepam,False,False,False
230,alpraz,alprazolam,False,False,True,True
231,xanax,alprazolam,alprazolam,True,True,True
232,ativan,alprazolam,lorazepam,False,False,False
233,alpraz,alprazolam,False,False,True,True
234,alprazolam,alprazolam,alprazolam,True,True,True
235,alprazolamum,alprazolam,False,False,True,True
236,tafil,alprazolam,alprazolam,True,True,True
237,ativan,alprazolam,lorazepam,False,False,False
238,xanax,alprazolam,alprazolam,True,True,True
239,xanex,alprazolam,alprazolam,True,False,True
240,xanbars,alprazolam,False,False,True,True
241,xanax,alprazolam,alprazolam,True,True,True
242,alzolam,alprazolam,False,False,True,True
243,xanax,alprazolam,alprazolam,True,True,True
244,alprozolam,alprazolam,alprazolam,True,True,True
245,aplrazolam,alprazolam,alprazolam,True,False,True
246,azanza,alprazolam,False,False,False,False
247,zaponex,alprazolam,False,False,False,False
248,ativan,alprazolam,lorazepam,False,False,False
249,klonopin,alprazolam,clonazepam,False,True,False
250,alpraz,alprazolam,False,False,True,True
251,alprazolams,alprazolam,alprazolam,True,True,True
252,ativan,alprazolam,lorazepam,False,False,False
253,alprozalam,alprazolam,alprazolam,True,True,True
254,xanax,alprazolam,alprazolam,True,True,True
255,xanax,alprazolam,alprazolam,True,True,True
256,alprazolam,alprazolam,alprazolam,True,True,True
257,xanax,alprazolam,alprazolam,True,True,True
258,xanax_bars,alprazolam,False,True,True,True
259,xanax_pills,alprazolam,False,True,True,False
260,alprazolum,alprazolam,False,False,True,True
261,aplrazolam,alprazolam,alprazolam,True,False,True
262,alprazolan,alprazolam,alprazolam,True,True,True
263,xanax,alprazolam,alprazolam,True,True,True
264,alprazolam,alprazolam,alprazolam,True,True,True
265,xanax,alprazolam,alprazolam,True,True,True
266,alprazolam,alprazolam,alprazolam,True,True,True
267,ativan,alprazolam,lorazepam,False,False,False
268,xanax,alprazolam,alprazolam,True,True,True
269,alprazolam,alprazolam,alprazolam,True,True,True
270,aprozolam,alprazolam,alprazolam,True,True,True
271,xanax,alprazolam,alprazolam,True,True,True
272,alpraz,alprazolam,False,False,True,True
273,alprazolam,alprazolam,alprazolam,True,True,True
274,frontin,alprazolam,False,False,False,True
275,neurol,alprazolam,False,False,False,False
276,aplrazolam,alprazolam,alprazolam,True,False,True
277,zolpidem,alprazolam,zolpidem,False,False,False
278,zanapam,alprazolam,False,False,True,True
279,alpraz,alprazolam,False,False,True,True
280,xanor,alprazolam,alprazolam,True,True,True
281,alpraz,alprazolam,False,False,True,True
282,ativan,alprazolam,lorazepam,False,False,False
283,xanax,alprazolam,alprazolam,True,True,True
284,alprazolom,alprazolam,alprazolam,True,True,True
285,alpraz,alprazolam,False,False,True,True
286,alprazolam,alprazolam,alprazolam,True,True,True
287,alprazolam_ER,alprazolam,False,True,True,True
288,Niravam,alprazolam,alprazolam,True,True,True
289,xanax,alprazolam,alprazolam,True,True,True
290,xanax,alprazolam,alprazolam,True,True,True
291,xanax,alprazolam,alprazolam,True,True,True
292,alprazolan,alprazolam,alprazolam,True,True,True
293,alprazolsm,alprazolam,False,False,True,True
294,alpraz,alprazolam,False,False,True,True
