,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,ativan,alprazolam,lorazepam,False,False,False
1,zanax,alprazolam,alprazolam,True,True,True
2,zanax,alprazolam,alprazolam,True,True,True
3,azapiram,alprazolam,False,False,False,False
4,xanax,alprazolam,alprazolam,True,True,True
5,alprazom,alprazolam,False,False,True,True
6,alprazlam,alprazolam,False,False,True,True
7,aloprim,alprazolam,False,False,False,False
8,alpron,alprazolam,False,False,False,False
9,ativan,alprazolam,lorazepam,False,False,False
10,halcion,alprazolam,triazolam,False,False,False
11,xanax,alprazolam,alprazolam,True,True,True
12,xanax_bars,alprazolam,False,True,True,True
13,white_bars,alprazolam,False,False,False,True
14,ativan,alprazolam,lorazepam,False,False,False
15,zanax,alprazolam,alprazolam,True,True,True
16,alpazolam,alprazolam,alprazolam,True,True,True
17,alprazalam,alprazolam,alprazolam,True,True,True
18,alprazolams,alprazolam,alprazolam,True,True,True
19,serenit,alprazolam,False,False,False,False
20,tranqipam,alprazolam,False,False,False,False
21,axotrol,alprazolam,False,False,False,Error
22,opamax,alprazolam,False,False,False,False
23,calmepam,alprazolam,False,False,False,True
24,dorama,alprazolam,False,False,False,False
25,xanax,alprazolam,alprazolam,True,True,True
26,zanapam,alprazolam,False,False,True,True
27,alpraz,alprazolam,False,False,True,True
28,alprazolam,alprazolam,alprazolam,True,True,True
29,alpraz,alprazolam,False,False,True,True
30,xanax,alprazolam,alprazolam,True,True,True
31,alprazolan,alprazolam,alprazolam,True,True,True
32,alprazolom,alprazolam,alprazolam,True,True,True
33,innocorn,alprazolam,False,False,False,False
34,tranquilizers,alprazolam,False,False,True,True
35,anti-anxiety_medication,alprazolam,False,False,False,False
36,xannax,alprazolam,alprazolam,True,False,True
37,alpraz,alprazolam,False,False,True,True
38,zanax,alprazolam,alprazolam,True,True,True
39,alpraz,alprazolam,False,False,True,True
40,arrazolam,alprazolam,False,False,False,True
41,alrazolam,alprazolam,alprazolam,True,True,True
42,alpraolam,alprazolam,alprazolam,True,True,True
43,alprzolam,alprazolam,alprazolam,True,True,True
44,zoldac,alprazolam,False,False,False,False
45,zanapam,alprazolam,False,False,True,True
46,z-bars,alprazolam,False,False,True,True
47,blue_footballs,alprazolam,False,False,True,True
48,bars,alprazolam,False,False,False,True
49,alprazolan,alprazolam,alprazolam,True,True,True
50,alprazolane,alprazolam,False,False,True,True
51,alprazolanim,alprazolam,False,False,Error,Error
52,alprazosm,alprazolam,False,False,Error,Error
53,alprazolum,alprazolam,False,False,True,True
54,aloner,alprazolam,False,False,False,False
55,anndex,alprazolam,False,False,False,True
56,ativan,alprazolam,lorazepam,False,False,False
57,azor,alprazolam,olmesartan,False,False,False
58,buspar,alprazolam,buspirone,False,False,False
59,calmolate,alprazolam,False,False,False,False
60,cielen,alprazolam,False,False,False,False
61,clonazepam,alprazolam,clonazepam,False,False,False
62,dalmane,alprazolam,flurazepam,False,False,False
63,diaceplex,alprazolam,False,False,False,False
64,diazepam,alprazolam,diazepam,False,False,False
65,estazolam,alprazolam,estazolam,False,False,False
66,flurazepam,alprazolam,flurazepam,False,False,False
67,halcion,alprazolam,triazolam,False,False,False
68,hexapam,alprazolam,False,False,False,False
69,klonopin__20._librium,alprazolam,False,False,True,True
70,ativan,alprazolam,lorazepam,False,False,False
71,klonopin,alprazolam,clonazepam,False,True,False
72,librium,alprazolam,chlordiazepoxide,False,False,False
73,aripiprazole,alprazolam,aripiprazole,False,False,False
74,quetiapine,alprazolam,quetiapine,False,False,False
75,risperidone,alprazolam,risperidone,False,False,False
76,olanzapine,alprazolam,olanzapine,False,False,False
77,trazodone,alprazolam,trazodone,False,False,False
78,clozapine,alprazolam,clozapine,False,False,False
79,haloperidol,alprazolam,haloperidol,False,False,False
