,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,heroiine,heroin,False,False,False,True
1,herroin,heroin,False,False,False,True
2,herroine,heroin,False,False,True,True
3,heroin,heroin,heroin,True,True,True
4,heroines,heroin,False,False,False,True
5,diamorphine,heroin,heroin,True,True,True
6,morphinan,heroin,morphine,False,False,False
7,morphine,heroin,morphine,False,False,False
8,opiate,heroin,False,False,False,True
9,smack,heroin,False,False,False,True
10,junkie,heroin,heroin,False,True,True
11,smack,heroin,False,False,False,True
12,junk,heroin,False,False,False,False
13,brown_sugar,heroin,False,False,False,False
14,skag,heroin,False,False,False,True
15,horse,heroin,False,False,False,False
16,dragon,heroin,False,False,False,False
17,black_tar,heroin,False,False,True,True
18,brown_sugar,heroin,False,False,False,False
19,dope,heroin,False,False,False,True
20,smack,heroin,False,False,False,True
21,junk,heroin,False,False,False,False
22,smack,heroin,False,False,False,True
23,junk,heroin,False,False,False,False
24,horse,heroin,False,False,False,False
25,brown_sugar,heroin,False,False,False,False
26,China_white,heroin,filgrastim,False,True,True
27,dragon,heroin,False,False,False,False
28,black_tar,heroin,False,False,True,True
29,herion,heroin,heroin,True,False,True
30,herione,heroin,False,False,True,True
31,heroinne,heroin,False,False,False,True
32,heroyn,heroin,False,False,False,True
33,heroyne,heroin,False,False,False,True
34,smack,heroin,False,False,False,True
35,junk,heroin,False,False,False,False
36,brown_sugar,heroin,False,False,False,False
37,skag,heroin,False,False,False,True
38,gear,heroin,False,False,False,False
39,horse,heroin,False,False,False,False
40,dragon,heroin,False,False,False,False
41,heron,heroin,False,False,False,False
42,heronin,heroin,False,False,True,True
43,heroinum,heroin,False,False,True,True
44,heroïne,heroin,False,False,True,True
45,héroïne,heroin,False,False,False,True
46,smack,heroin,False,False,False,True
47,junk,heroin,False,False,False,False
48,brown_sugar,heroin,False,False,False,False
49,dragon,heroin,False,False,False,False
50,horse,heroin,False,False,False,False
51,black_tar,heroin,False,False,True,True
52,smack,heroin,False,False,False,True
53,horse,heroin,False,False,False,False
54,heroína,heroin,False,False,True,True
55,héroïne,heroin,False,False,False,True
56,heroină,heroin,False,False,True,True
57,hreoin,heroin,False,False,False,True
58,hroin,heroin,False,False,True,True
59,diacetylmorphine,heroin,heroin,True,True,True
60,smack,heroin,False,False,False,True
61,junk,heroin,False,False,False,False
62,horse,heroin,False,False,False,False
63,brown_sugar,heroin,False,False,False,False
64,China_white,heroin,filgrastim,False,True,True
65,dragon,heroin,False,False,False,False
66,heeron,heroin,False,False,False,False
67,heroein,heroin,False,False,False,True
68,heroyn,heroin,False,False,False,True
69,heroinne,heroin,False,False,False,True
70,heroenne,heroin,False,False,False,False
71,heroinum,heroin,False,False,True,True
72,morphium,heroin,morphine,False,False,False
