,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,herion,heroin,heroin,True,False,True
1,herione,heroin,False,False,True,True
2,heroen,heroin,False,False,False,True
3,heroyne,heroin,False,False,False,True
4,smack,heroin,False,False,False,True
5,junk,heroin,False,False,False,False
6,horse,heroin,False,False,False,False
7,brown_sugar,heroin,False,False,False,False
8,skag,heroin,False,False,False,True
9,dope,heroin,False,False,False,True
10,brown_sugar,heroin,False,False,False,False
11,dope,heroin,False,False,False,True
12,smack,heroin,False,False,False,True
13,junk,heroin,False,False,False,False
14,horse,heroin,False,False,False,False
15,smack,heroin,False,False,False,True
16,junk,heroin,False,False,False,False
17,horse,heroin,False,False,False,False
18,smack_heads,heroin,False,False,True,True
19,junkies,heroin,heroin,False,False,False
20,smack,heroin,False,False,False,True
21,junk,heroin,False,False,False,False
22,brown_sugar,heroin,False,False,False,False
23,dope,heroin,False,False,False,True
24,horse,heroin,False,False,False,False
25,dragon,heroin,False,False,False,False
26,smack,heroin,False,False,False,True
27,junk,heroin,False,False,False,False
28,smack,heroin,False,False,False,True
29,junk,heroin,False,False,False,False
30,brown_sugar,heroin,False,False,False,False
31,skag,heroin,False,False,False,True
32,horse,heroin,False,False,False,False
33,morphinan,heroin,morphine,False,False,False
34,"3,6-diacetylmorphine",heroin,False,False,True,True
35,smack,heroin,False,False,False,True
36,junk,heroin,False,False,False,False
37,brown_sugar,heroin,False,False,False,False
38,China_white,heroin,filgrastim,False,True,True
39,dragon,heroin,False,False,False,False
40,smack,heroin,False,False,False,True
41,junk,heroin,False,False,False,False
42,diaethylmorphine,heroin,False,False,Error,Error
43,smack,heroin,False,False,False,True
44,junk,heroin,False,False,False,False
45,horse,heroin,False,False,False,False
46,brown_sugar,heroin,False,False,False,False
47,China_white,heroin,filgrastim,False,True,True
48,acetylmorphone,heroin,False,False,True,True
49,acetomorphine,heroin,False,False,True,False
50,morphine,heroin,morphine,False,False,False
51,codeine,heroin,codeine,False,False,False
52,diacetylmorphine,heroin,heroin,True,True,True
53,smack,heroin,False,False,False,True
54,junk,heroin,False,False,False,False
55,smack,heroin,False,False,False,True
56,brown_sugar,heroin,False,False,False,False
57,China_white,heroin,filgrastim,False,True,True
58,dragon,heroin,False,False,False,False
59,black_tar,heroin,False,False,True,True
60,smack,heroin,False,False,False,True
61,junkie,heroin,heroin,False,True,True
62,smack,heroin,False,False,False,True
63,junk,heroin,False,False,False,False
64,brown_sugar,heroin,False,False,False,False
65,China_white,heroin,filgrastim,False,True,True
66,dragon,heroin,False,False,False,False
67,heroinism,heroin,False,False,True,False
68,heroin_use,heroin,False,True,True,True
69,smack,heroin,False,False,False,True
70,junk,heroin,False,False,False,False
71,brown_sugar,heroin,False,False,False,False
72,dope,heroin,False,False,False,True
73,horse,heroin,False,False,False,False
74,smack,heroin,False,False,False,True
75,junk,heroin,False,False,False,False
76,brown_sugar,heroin,False,False,False,False
77,skag,heroin,False,False,False,True
78,horse,heroin,False,False,False,False
79,diamorphine,heroin,heroin,True,True,True
80,herion,heroin,heroin,True,False,True
81,herione,heroin,False,False,True,True
82,heroinne,heroin,False,False,False,True
83,heroyn,heroin,False,False,False,True
84,heroyne,heroin,False,False,False,True
85,morphinan,heroin,morphine,False,False,False
86,3-methylmorphinan,heroin,False,False,False,True
87,smack,heroin,False,False,False,True
88,junk,heroin,False,False,False,False
89,horse,heroin,False,False,False,False
90,hard_drug,heroin,heroin,False,False,True
91,illegal_drug,heroin,medical_cannabis,False,False,False
92,smack,heroin,False,False,False,True
93,junk,heroin,False,False,False,False
94,brown_sugar,heroin,False,False,False,False
95,horse,heroin,False,False,False,False
96,dragon,heroin,False,False,False,False
97,morphine,heroin,morphine,False,False,False
98,codeine,heroin,codeine,False,False,False
99,smack,heroin,False,False,False,True
100,junk,heroin,False,False,False,False
101,brown_sugar,heroin,False,False,False,False
102,China_white,heroin,filgrastim,False,True,True
103,dragon,heroin,False,False,False,False
104,smack_heads,heroin,False,False,True,True
