,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,brown_sugar,heroin,False,False,False,False
1,dope,heroin,False,False,False,True
2,horse,heroin,False,False,False,False
3,junk,heroin,False,False,False,False
4,skag,heroin,False,False,False,True
5,smack,heroin,False,False,False,True
6,smack,heroin,False,False,False,True
7,dragon,heroin,False,False,False,False
8,h,heroin,False,False,Error,False
9,junk,heroin,False,False,False,False
10,dope,heroin,False,False,False,True
11,smack,heroin,False,False,False,True
12,horse,heroin,False,False,False,False
13,drag,heroin,False,False,False,False
14,hirain,heroin,False,False,False,False
15,herion,heroin,heroin,True,False,True
16,smack,heroin,False,False,False,True
17,junk,heroin,False,False,False,False
18,brown_sugar,heroin,False,False,False,False
19,skag,heroin,False,False,False,True
20,horse,heroin,False,False,False,False
21,dope,heroin,False,False,False,True
22,China_White,heroin,filgrastim,False,True,True
23,smack,heroin,False,False,False,True
24,brown_sugar,heroin,False,False,False,False
25,gear,heroin,False,False,False,False
26,junk,heroin,False,False,False,False
27,pimp,heroin,False,False,False,False
28,blow,heroin,False,False,False,False
29,dragon,heroin,False,False,False,False
30,diamorphine,heroin,heroin,True,True,True
31,smack,heroin,False,False,False,True
32,junk,heroin,False,False,False,False
33,morphin,heroin,morphine,False,Error,False
34,morphine,heroin,morphine,False,False,False
35,brown_sugar,heroin,False,False,False,False
36,dope,heroin,False,False,False,True
37,smack,heroin,False,False,False,True
38,horse,heroin,False,False,False,False
39,junk,heroin,False,False,False,False
40,skag,heroin,False,False,False,True
41,dragon,heroin,False,False,False,False
42,smackheads,heroin,False,False,True,True
43,heroin_junkies,heroin,False,True,True,True
44,heroin_users,heroin,False,True,True,True
45,heroin_addicts,heroin,False,True,True,True
46,junk,heroin,False,False,False,False
47,skag,heroin,False,False,False,True
48,smack,heroin,False,False,False,True
49,endorphine,heroin,etorphine,False,False,False
50,exorphin,heroin,False,False,False,False
51,diacetylmorphine,heroin,heroin,True,True,True
52,junk,heroin,False,False,False,False
53,smack,heroin,False,False,False,True
54,morphinan,heroin,morphine,False,False,False
55,morphinane,heroin,False,False,False,False
56,heroinne,heroin,False,False,False,True
57,heroinum,heroin,False,False,True,True
58,heroinus,heroin,False,False,True,True
59,smack,heroin,False,False,False,True
60,big_H,heroin,False,False,False,False
61,junk,heroin,False,False,False,False
62,hirion,heroin,False,False,False,True
63,heroinne,heroin,False,False,False,True
64,herion,heroin,heroin,True,False,True
65,haeroes,heroin,False,False,False,False
66,smack,heroin,False,False,False,True
67,speedball,heroin,False,False,True,True
68,ridge,heroin,False,False,False,False
69,dope,heroin,False,False,False,True
70,junk,heroin,False,False,False,False
71,smack,heroin,False,False,False,True
72,tar,heroin,False,False,False,True
73,mud_,heroin,False,False,False,False
74,brown_sugar,heroin,False,False,False,False
75,block,heroin,False,False,False,False
76,chiva,heroin,False,False,True,True
77,skag,heroin,False,False,False,True
78,junk,heroin,False,False,False,False
79,smack,heroin,False,False,False,True
80,junkie,heroin,heroin,False,True,True
81,diamorphine,heroin,heroin,True,True,True
82,morphinan,heroin,morphine,False,False,False
83,narcotic,heroin,False,False,False,True
84,diamorphine,heroin,heroin,True,True,True
85,junk,heroin,False,False,False,False
86,skag,heroin,False,False,False,True
87,smack,heroin,False,False,False,True
88,tragic_end,heroin,False,False,False,False
89,cause_of_death,heroin,False,False,False,False
90,acetomorphine,heroin,False,False,True,False
91,morphine_diacetate,heroin,False,False,True,True
92,diamorfin,heroin,False,False,True,True
93,acetyl-alpha-methylfentanyl,heroin,False,False,False,False
94,diacetylmorphine,heroin,heroin,True,True,True
95,morphine,heroin,morphine,False,False,False
96,morfina,heroin,morphine,False,False,False
97,opiáceo,heroin,False,False,False,False
98,herion,heroin,heroin,True,False,True
99,herione,heroin,False,False,True,True
100,heroinne,heroin,False,False,False,True
101,heroique,heroin,False,False,False,False
102,héroïne,heroin,False,False,False,True
103,hustling,heroin,False,False,False,True
104,jonesing,heroin,False,False,False,True
105,nodding,heroin,False,False,False,True
106,shooting_up,heroin,False,False,True,True
107,smack,heroin,False,False,False,True
108,speedballing,heroin,False,False,True,True
109,smack,heroin,False,False,False,True
110,junkie,heroin,heroin,False,True,True
111,those_addicted_to_heroin,heroin,False,True,True,True
112,heroin_users,heroin,False,True,True,True
113,morphine_diacetate,heroin,False,False,True,True
114,hirieen,heroin,False,False,False,False
115,harean,heroin,False,False,False,False
116,herion,heroin,heroin,True,False,True
117,herione,heroin,False,False,True,True
118,heroen,heroin,False,False,False,True
119,heron,heroin,False,False,False,False
120,heroinne,heroin,False,False,False,True
