,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,smack,heroin,False,False,False,True
1,brown_sugar,heroin,False,False,False,False
2,skag,heroin,False,False,False,True
3,horse,heroin,False,False,False,False
4,dragon,heroin,False,False,False,False
5,junk,heroin,False,False,False,False
6,diamorphan,heroin,False,False,True,True
7,morphium,heroin,morphine,False,False,False
8,morphene,heroin,morphine,False,False,False
9,morphium,heroin,morphine,False,False,False
10,herion,heroin,heroin,True,False,True
11,herione,heroin,False,False,True,True
12,heroinne,heroin,False,False,False,True
13,herroin,heroin,False,False,False,True
14,heroien,heroin,False,False,False,True
15,heroyne,heroin,False,False,False,True
16,haeruin,heroin,False,False,False,False
17,hiriin,heroin,False,False,False,False
18,hoiryn,heroin,False,False,False,Error
19,smack,heroin,False,False,False,True
20,brown_sugar,heroin,False,False,False,False
21,China_white,heroin,filgrastim,False,True,True
22,horse_,heroin,False,False,False,False
23,dope_,heroin,False,False,True,True
24,junk,heroin,False,False,False,False
25,diamorphine,heroin,heroin,True,True,True
26,smack,heroin,False,False,False,True
27,junkie,heroin,heroin,False,True,True
28,herion,heroin,heroin,True,False,True
29,herions,heroin,False,False,False,True
30,smack,heroin,False,False,False,True
31,skag,heroin,False,False,False,True
32,gear,heroin,False,False,False,False
33,brown_sugar,heroin,False,False,False,False
34,black_tar,heroin,False,False,True,True
35,fentanyl,heroin,fentanyl,False,True,False
36,painkiller,heroin,hydrocodone,False,False,False
37,opiate,heroin,False,False,False,True
38,narcotic,heroin,False,False,False,True
39,diyydrodesoxymorphine,heroin,False,False,Error,Error
40,haeroween,heroin,False,False,Error,Error
41,smack,heroin,False,False,False,True
42,junk,heroin,False,False,False,False
43,brown_sugar,heroin,False,False,False,False
44,skag,heroin,False,False,False,True
45,gear,heroin,False,False,False,False
46,horse,heroin,False,False,False,False
47,morphine,heroin,morphine,False,False,False
48,opiate,heroin,False,False,False,True
49,heroinum,heroin,False,False,True,True
50,smack,heroin,False,False,False,True
51,skag,heroin,False,False,False,True
52,jellies,heroin,False,False,False,False
53,gear,heroin,False,False,False,False
54,brown_sugar,heroin,False,False,False,False
55,junkies,heroin,heroin,False,False,False
56,smack,heroin,False,False,False,True
57,dope,heroin,False,False,False,True
58,dragon,heroin,False,False,False,False
59,smack,heroin,False,False,False,True
60,brown_sugar,heroin,False,False,False,False
61,China_white,heroin,filgrastim,False,True,True
62,Purdue_dragon,heroin,False,False,False,Error
63,harry,heroin,False,False,False,False
64,smack,heroin,False,False,False,True
65,horse,heroin,False,False,False,False
66,smack,heroin,False,False,False,True
67,diacetylmorphine,heroin,heroin,True,True,True
68,diamorphine,heroin,heroin,True,True,True
69,pharma,heroin,False,False,False,False
70,smack,heroin,False,False,False,True
71,acetylmorphone,heroin,False,False,True,True
72,dromoran,heroin,False,False,False,False
73,acetomorphine,heroin,False,False,True,False
74,junk,heroin,False,False,False,False
75,tweaker,heroin,False,False,False,False
76,smack,heroin,False,False,False,True
77,smack,heroin,False,False,False,True
78,speedball,heroin,False,False,True,True
79,skag,heroin,False,False,False,True
80,brown_sugar,heroin,False,False,False,False
81,smack,heroin,False,False,False,True
82,brown_sugar,heroin,False,False,False,False
83,dope,heroin,False,False,False,True
84,dragon,heroin,False,False,False,False
85,China_white,heroin,filgrastim,False,True,True
86,heron,heroin,False,False,False,False
87,heroinne,heroin,False,False,False,True
88,heroyn,heroin,False,False,False,True
89,herrin,heroin,False,False,False,False
90,hirrin,heroin,False,False,False,False
91,huron,heroin,False,False,False,False
92,smack,heroin,False,False,False,True
93,junk,heroin,False,False,False,False
94,horse,heroin,False,False,False,False
95,brown_sugar,heroin,False,False,False,False
96,China_white,heroin,filgrastim,False,True,True
97,diacetylmorphine,heroin,heroin,True,True,True
98,morphium,heroin,morphine,False,False,False
99,horse,heroin,False,False,False,False
100,morphium,heroin,morphine,False,False,False
101,opium,heroin,opium,False,True,True
102,diamorphine,heroin,heroin,True,True,True
103,smack,heroin,False,False,False,True
104,brown_sugar,heroin,False,False,False,False
105,China_white,heroin,filgrastim,False,True,True
106,dragon,heroin,False,False,False,False
107,smack,heroin,False,False,False,True
108,Junk,heroin,False,False,False,False
109,herion,heroin,heroin,True,False,True
110,dope,heroin,False,False,False,True
111,smack,heroin,False,False,False,True
112,horse,heroin,False,False,False,False
113,brown_sugar,heroin,False,False,False,False
114,smack,heroin,False,False,False,True
115,junk,heroin,False,False,False,False
116,horse,heroin,False,False,False,False
117,heroyne,heroin,False,False,False,True
118,zeroin,heroin,False,False,False,False
119,heroلn,heroin,False,False,Error,Error
