,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,smack,heroin,False,False,False,True
1,brown_sugar,heroin,False,False,False,False
2,China_white,heroin,filgrastim,False,True,True
3,dragon,heroin,False,False,False,False
4,white_horse,heroin,filgrastim,False,False,False
5,smack,heroin,False,False,False,True
6,junk,heroin,False,False,False,False
7,brown_sugar,heroin,False,False,False,False
8,skag,heroin,False,False,False,True
9,horse,heroin,False,False,False,False
10,dragon,heroin,False,False,False,False
11,black_tar,heroin,False,False,True,True
12,diamorphine,heroin,heroin,True,True,True
13,brown_sugar,heroin,False,False,False,False
14,smack,heroin,False,False,False,True
15,junk,heroin,False,False,False,False
16,horse,heroin,False,False,False,False
17,dragon,heroin,False,False,False,False
18,poison,heroin,False,False,False,False
19,herion,heroin,heroin,True,False,True
20,heroin,heroin,heroin,True,True,True
21,heroinum,heroin,False,False,True,True
22,herion,heroin,heroin,True,False,True
23,herione,heroin,False,False,True,True
24,heron,heroin,False,False,False,False
25,herrin,heroin,False,False,False,False
26,herroin,heroin,False,False,False,True
27,hersin,heroin,False,False,False,False
28,heroinne,heroin,False,False,False,True
29,heroinum,heroin,False,False,True,True
30,herion,heroin,heroin,True,False,True
31,herroin,heroin,False,False,False,True
32,heron,heroin,False,False,False,False
33,herione,heroin,False,False,True,True
34,heronin,heroin,False,False,True,True
35,heroyn,heroin,False,False,False,True
36,herowin,heroin,False,False,True,True
37,zeroin,heroin,False,False,False,False
38,herion,heroin,heroin,True,False,True
39,heroïn,heroin,False,False,True,True
40,héroïne,heroin,False,False,False,True
41,heroína,heroin,False,False,True,True
42,heroina,heroin,heroin,True,True,True
43,smack,heroin,False,False,False,True
44,junk,heroin,False,False,False,False
45,horse,heroin,False,False,False,False
46,brown_sugar,heroin,False,False,False,False
47,skag,heroin,False,False,False,True
48,gear,heroin,False,False,False,False
49,H,heroin,False,False,Error,False
50,herion,heroin,heroin,True,False,True
51,heron,heroin,False,False,False,False
52,herrin,heroin,False,False,False,False
53,herrion,heroin,False,False,False,True
54,herron,heroin,False,False,False,False
55,herrin,heroin,False,False,False,False
56,hirion,heroin,False,False,False,True
57,smack,heroin,False,False,False,True
58,junk,heroin,False,False,False,False
59,heron,heroin,False,False,False,False
60,heroinum,heroin,False,False,True,True
61,smack,heroin,False,False,False,True
62,junk,heroin,False,False,False,False
63,brown_sugar,heroin,False,False,False,False
64,China_white,heroin,filgrastim,False,True,True
65,dragon,heroin,False,False,False,False
66,horse,heroin,False,False,False,False
67,skag,heroin,False,False,False,True
68,smack,heroin,False,False,False,True
69,junk,heroin,False,False,False,False
70,horse,heroin,False,False,False,False
71,brown_sugar,heroin,False,False,False,False
72,China_white,heroin,filgrastim,False,True,True
73,dragon,heroin,False,False,False,False
74,black_tar,heroin,False,False,True,True
75,diacetylmorphine,heroin,heroin,True,True,True
76,morphine,heroin,morphine,False,False,False
77,codeine,heroin,codeine,False,False,False
78,smack,heroin,False,False,False,True
79,junk,heroin,False,False,False,False
80,brown_sugar,heroin,False,False,False,False
81,dope,heroin,False,False,False,True
82,horse,heroin,False,False,False,False
83,dragon,heroin,False,False,False,False
84,poison,heroin,False,False,False,False
85,diamorphine,heroin,heroin,True,True,True
86,morphine,heroin,morphine,False,False,False
87,smack,heroin,False,False,False,True
88,junk,heroin,False,False,False,False
89,smack,heroin,False,False,False,True
90,junk,heroin,False,False,False,False
91,smack,heroin,False,False,False,True
92,junk,heroin,False,False,False,False
93,skag,heroin,False,False,False,True
94,brown_sugar,heroin,False,False,False,False
95,dragon,heroin,False,False,False,False
96,black_tar,heroin,False,False,True,True
97,smack,heroin,False,False,False,True
98,junk,heroin,False,False,False,False
99,horse,heroin,False,False,False,False
100,brown_sugar,heroin,False,False,False,False
101,skag,heroin,False,False,False,True
102,dope,heroin,False,False,False,True
103,dragon,heroin,False,False,False,False
104,herion,heroin,heroin,True,False,True
105,heron,heroin,False,False,False,False
106,herione,heroin,False,False,True,True
107,heronin,heroin,False,False,True,True
108,heroinne,heroin,False,False,False,True
109,heroyn,heroin,False,False,False,True
110,heroyne,heroin,False,False,False,True
111,smack,heroin,False,False,False,True
112,junk,heroin,False,False,False,False
113,diamorphine,heroin,heroin,True,True,True
114,smack,heroin,False,False,False,True
115,junk,heroin,False,False,False,False
116,dragon,heroin,False,False,False,False
117,brown_sugar,heroin,False,False,False,False
118,China_white,heroin,filgrastim,False,True,True
119,chiva,heroin,False,False,True,True
120,black_tar,heroin,False,False,True,True
121,diamorphine,heroin,heroin,True,True,True
122,smack,heroin,False,False,False,True
