,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,smack,heroin,False,False,False,True
1,junk,heroin,False,False,False,False
2,brown_sugar,heroin,False,False,False,False
3,China_white,heroin,filgrastim,False,True,True
4,dragon,heroin,False,False,False,False
5,horse,heroin,False,False,False,False
6,diamorphine,heroin,heroin,True,True,True
7,heron,heroin,False,False,False,False
8,heroinum,heroin,False,False,True,True
9,diamorphine,heroin,heroin,True,True,True
10,diamorphine,heroin,heroin,True,True,True
11,smack,heroin,False,False,False,True
12,brown_sugar,heroin,False,False,False,False
13,China_white,heroin,filgrastim,False,True,True
14,dragon,heroin,False,False,False,False
15,skunk,heroin,False,False,False,False
16,gear,heroin,False,False,False,False
17,dope,heroin,False,False,False,True
18,smack,heroin,False,False,False,True
19,brown_sugar,heroin,False,False,False,False
20,China_white,heroin,filgrastim,False,True,True
21,dragon,heroin,False,False,False,False
22,horse,heroin,False,False,False,False
23,skag,heroin,False,False,False,True
24,junk,heroin,False,False,False,False
25,morphinediacetate,heroin,False,False,True,True
26,diamorphine,heroin,heroin,True,True,True
27,heron,heroin,False,False,False,False
28,heroinum,heroin,False,False,True,True
29,diamorphine,heroin,heroin,True,True,True
30,morphine,heroin,morphine,False,False,False
31,brown_sugar,heroin,False,False,False,False
32,smack,heroin,False,False,False,True
33,junk,heroin,False,False,False,False
34,dragon,heroin,False,False,False,False
35,China_white,heroin,filgrastim,False,True,True
36,morphine,heroin,morphine,False,False,False
37,codeine,heroin,codeine,False,False,False
38,smack,heroin,False,False,False,True
39,junk,heroin,False,False,False,False
40,horse,heroin,False,False,False,False
41,brown_sugar,heroin,False,False,False,False
42,skag,heroin,False,False,False,True
43,dope,heroin,False,False,False,True
44,dragon,heroin,False,False,False,False
45,herion,heroin,heroin,True,False,True
46,herione,heroin,False,False,True,True
47,heroen,heroin,False,False,False,True
48,heroein,heroin,False,False,False,True
49,heroyne,heroin,False,False,False,True
50,diamorphine,heroin,heroin,True,True,True
51,dihydromorphine,heroin,dihydromorphine,False,True,False
52,hydromorphone,heroin,hydromorphone,False,False,False
53,morphinan,heroin,morphine,False,False,False
54,morphine,heroin,morphine,False,False,False
55,oxycodone,heroin,oxycodone,False,False,False
56,oxymorphone,heroin,oxymorphone,False,False,False
57,thebaine,heroin,False,False,True,False
58,hroin,heroin,False,False,True,True
59,herion,heroin,heroin,True,False,True
60,smack,heroin,False,False,False,True
61,junk,heroin,False,False,False,False
62,horse,heroin,False,False,False,False
63,dragon,heroin,False,False,False,False
64,poison,heroin,False,False,False,False
65,morphinan,heroin,morphine,False,False,False
66,narcotic,heroin,False,False,False,True
67,heroeen,heroin,False,False,False,True
68,heroiin,heroin,heroin,True,True,True
69,acetylmethadol,heroin,False,False,False,False
70,buprenorphine,heroin,buprenorphine,False,True,False
71,fentanyl,heroin,fentanyl,False,True,False
72,heroin,heroin,heroin,True,True,True
73,hydromorphone,heroin,hydromorphone,False,False,False
74,levorphanol,heroin,levorphanol,False,False,False
75,meperidine,heroin,pethidine,False,False,False
76,methadone,heroin,methadone,False,True,True
77,morphine,heroin,morphine,False,False,False
78,oxycodone,heroin,oxycodone,False,False,False
79,oxymorphone,heroin,oxymorphone,False,False,False
80,pentazocine,heroin,pentazocine,False,False,False
81,pethidine,heroin,pethidine,False,False,False
82,propoxyphene,heroin,dextropropoxyphene,False,False,False
83,tramadol,heroin,tramadol,False,False,False
84,morphine,heroin,morphine,False,False,False
85,codeine,heroin,codeine,False,False,False
86,smack,heroin,False,False,False,True
87,junkie,heroin,heroin,False,True,True
88,heroin_abuse,heroin,False,True,True,True
89,heroin_addiction,heroin,False,True,True,True
90,heroin_overdoses,heroin,False,True,True,True
91,heroin_use,heroin,False,True,True,True
92,morphin,heroin,morphine,False,Error,False
93,morphium,heroin,morphine,False,False,False
94,smack,heroin,False,False,False,True
95,junk,heroin,False,False,False,False
96,diamorphine,heroin,heroin,True,True,True
97,herion,heroin,heroin,True,False,True
98,herione,heroin,False,False,True,True
99,smack,heroin,False,False,False,True
100,junk,heroin,False,False,False,False
101,brown_sugar,heroin,False,False,False,False
102,skag,heroin,False,False,False,True
103,horse,heroin,False,False,False,False
104,dragon,heroin,False,False,False,False
105,poison,heroin,False,False,False,False
106,smack,heroin,False,False,False,True
107,junk,heroin,False,False,False,False
108,brown_sugar,heroin,False,False,False,False
109,China_white,heroin,filgrastim,False,True,True
110,dragon,heroin,False,False,False,False
111,black_tar,heroin,False,False,True,True
112,diamorphine,heroin,heroin,True,True,True
113,smack,heroin,False,False,False,True
114,brown_sugar,heroin,False,False,False,False
115,gear,heroin,False,False,False,False
116,horse,heroin,False,False,False,False
117,H,heroin,False,False,Error,False
118,junk,heroin,False,False,False,False
119,morphine,heroin,morphine,False,False,False
120,smack,heroin,False,False,False,True
121,tar,heroin,False,False,False,True
122,dragon,heroin,False,False,False,False
123,brown_sugar,heroin,False,False,False,False
124,gear,heroin,False,False,False,False
125,junk,heroin,False,False,False,False
126,heron,heroin,False,False,False,False
127,heroinum,heroin,False,False,True,True
128,diamorphine,heroin,heroin,True,True,True
129,heroin_use,heroin,False,True,True,True
130,heroin_abuse,heroin,False,True,True,True
131,heroin_addiction,heroin,False,True,True,True
132,heroin_problem,heroin,False,True,True,True
133,morphinediacetate,heroin,False,False,True,True
134,diamorphine,heroin,heroin,True,True,True
135,morphinan,heroin,morphine,False,False,False
136,acetylmorphone,heroin,False,False,True,True
137,smack,heroin,False,False,False,True
138,junk,heroin,False,False,False,False
139,smack,heroin,False,False,False,True
140,junk,heroin,False,False,False,False
141,dragon,heroin,False,False,False,False
142,brown_sugar,heroin,False,False,False,False
143,China_white,heroin,filgrastim,False,True,True
144,herion,heroin,heroin,True,False,True
145,heron,heroin,False,False,False,False
146,heroinum,heroin,False,False,True,True
147,heroina,heroin,heroin,True,True,True
148,heroïne,heroin,False,False,True,True
149,héroïne,heroin,False,False,False,True
150,diamorphine,heroin,heroin,True,True,True
151,smack,heroin,False,False,False,True
152,junk,heroin,False,False,False,False
153,brown_sugar,heroin,False,False,False,False
154,horse,heroin,False,False,False,False
155,dragon,heroin,False,False,False,False
156,poison,heroin,False,False,False,False
157,herion,heroin,heroin,True,False,True
158,heron,heroin,False,False,False,False
159,heroinne,heroin,False,False,False,True
160,herroin,heroin,False,False,False,True
161,heryon,heroin,False,False,False,False
162,hirion,heroin,False,False,False,True
163,hirosen,heroin,False,False,False,False
164,diacetylmorphine,heroin,heroin,True,True,True
165,diamorphine,heroin,heroin,True,True,True
166,diamorphine,heroin,heroin,True,True,True
167,hirion,heroin,False,False,False,True
168,herion,heroin,heroin,True,False,True
169,heron,heroin,False,False,False,False
170,heroun,heroin,False,False,False,True
171,heroinne,heroin,False,False,False,True
172,heroïne,heroin,False,False,True,True
173,héroïne,heroin,False,False,False,True
174,skag,heroin,False,False,False,True
175,smack,heroin,False,False,False,True
176,diacetylmorphine,heroin,heroin,True,True,True
177,Diamorphine,heroin,heroin,True,True,True
178,morphine_diacetate,heroin,False,False,True,True
179,diamorphine,heroin,heroin,True,True,True
180,smack,heroin,False,False,False,True
181,junk,heroin,False,False,False,False
182,levorphanol,heroin,levorphanol,False,False,False
183,meperidine,heroin,pethidine,False,False,False
184,methadone,heroin,methadone,False,True,True
185,morphine,heroin,morphine,False,False,False
186,oxycodone,heroin,oxycodone,False,False,False
187,fentanyl,heroin,fentanyl,False,True,False
188,buprenorphine,heroin,buprenorphine,False,True,False
189,smack,heroin,False,False,False,True
190,junk,heroin,False,False,False,False
191,acetylmorphine,heroin,heroin,True,True,True
192,morphine,heroin,morphine,False,False,False
193,smack,heroin,False,False,False,True
194,junk,heroin,False,False,False,False
195,brown_sugar,heroin,False,False,False,False
196,dope,heroin,False,False,False,True
197,horse,heroin,False,False,False,False
198,China_white,heroin,filgrastim,False,True,True
199,diacetylmorphine,heroin,heroin,True,True,True
200,acetylated_diamorphine,heroin,False,True,Error,Error
201,diacetylmorphine,heroin,heroin,True,True,True
202,smack,heroin,False,False,False,True
203,junk,heroin,False,False,False,False
204,brown_sugar,heroin,False,False,False,False
205,Chinese_white,heroin,False,False,False,False
206,dragon,heroin,False,False,False,False
207,white_horse,heroin,filgrastim,False,False,False
208,diacetylmorphine,heroin,heroin,True,True,True
209,smack,heroin,False,False,False,True
210,junk,heroin,False,False,False,False
211,horse,heroin,False,False,False,False
212,brown_sugar,heroin,False,False,False,False
213,skag,heroin,False,False,False,True
214,dope,heroin,False,False,False,True
215,smack,heroin,False,False,False,True
216,junk,heroin,False,False,False,False
217,diacetylmorphine,heroin,heroin,True,True,True
218,morphine,heroin,morphine,False,False,False
219,codeine,heroin,codeine,False,False,False
220,diamorphine,heroin,heroin,True,True,True
221,morphinan-6-ol,heroin,False,False,False,False
222,morphium,heroin,morphine,False,False,False
223,opium,heroin,opium,False,True,True
224,hirion,heroin,False,False,False,True
225,hiryna,heroin,False,False,False,False
226,horse,heroin,False,False,False,False
227,smack,heroin,False,False,False,True
228,brown_sugar,heroin,False,False,False,False
229,China_white,heroin,filgrastim,False,True,True
230,dragon,heroin,False,False,False,False
231,H,heroin,False,False,Error,False
232,junk,heroin,False,False,False,False
233,diamorphine,heroin,heroin,True,True,True
234,morphinan,heroin,morphine,False,False,False
235,morphine,heroin,morphine,False,False,False
236,smack,heroin,False,False,False,True
237,junkie,heroin,heroin,False,True,True
238,herion,heroin,heroin,True,False,True
239,heron,heroin,False,False,False,False
240,heroinum,heroin,False,False,True,True
241,smack,heroin,False,False,False,True
242,dragon,heroin,False,False,False,False
243,black_tar,heroin,False,False,True,True
244,brown_sugar,heroin,False,False,False,False
245,gear,heroin,False,False,False,False
246,junk,heroin,False,False,False,False
247,skag,heroin,False,False,False,True
248,diamorphine,heroin,heroin,True,True,True
249,heroinum,heroin,False,False,True,True
250,morphinan-6-ol,heroin,False,False,False,False
251,herion_addict,heroin,False,True,True,True
252,heroin_user,heroin,False,True,True,True
253,morphine_diacetate,heroin,False,False,True,True
254,morphinediacetate,heroin,False,False,True,True
255,herion,heroin,heroin,True,False,True
256,heryon,heroin,False,False,False,False
257,smack,heroin,False,False,False,True
258,junk,heroin,False,False,False,False
259,brown_sugar,heroin,False,False,False,False
260,dope,heroin,False,False,False,True
261,horse,heroin,False,False,False,False
262,dragon,heroin,False,False,False,False
263,poison,heroin,False,False,False,False
264,smack,heroin,False,False,False,True
265,junk,heroin,False,False,False,False
266,smack,heroin,False,False,False,True
267,junk,heroin,False,False,False,False
268,diamorphine,heroin,heroin,True,True,True
269,smack,heroin,False,False,False,True
270,junk,heroin,False,False,False,False
271,brown_sugar,heroin,False,False,False,False
272,dragon,heroin,False,False,False,False
273,dope,heroin,False,False,False,True
274,horse,heroin,False,False,False,False
275,white,heroin,filgrastim,False,False,False
276,diamorphine,heroin,heroin,True,True,True
277,smack,heroin,False,False,False,True
278,junk,heroin,False,False,False,False
279,brown_sugar,heroin,False,False,False,False
280,dragon,heroin,False,False,False,False
281,China_white,heroin,filgrastim,False,True,True
282,horse,heroin,False,False,False,False
283,smack,heroin,False,False,False,True
284,brown_sugar,heroin,False,False,False,False
285,gear,heroin,False,False,False,False
286,junk,heroin,False,False,False,False
287,skag,heroin,False,False,False,True
288,H,heroin,False,False,Error,False
289,smack,heroin,False,False,False,True
290,junk,heroin,False,False,False,False
291,brown_sugar,heroin,False,False,False,False
292,dragon,heroin,False,False,False,False
293,china_white,heroin,filgrastim,False,True,True
294,heroinum,heroin,False,False,True,True
295,morphinan-6-ol,heroin,False,False,False,False
