,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,diacetylmorphine,heroin,heroin,True,True,True
1,smack,heroin,False,False,False,True
2,brown_sugar,heroin,False,False,False,False
3,horse,heroin,False,False,False,False
4,dragon,heroin,False,False,False,False
5,mud,heroin,False,False,False,False
6,morphium,heroin,morphine,False,False,False
7,morphine,heroin,morphine,False,False,False
8,smack,heroin,False,False,False,True
9,junk,heroin,False,False,False,False
10,brown_sugar,heroin,False,False,False,False
11,skag,heroin,False,False,False,True
12,gear,heroin,False,False,False,False
13,horse,heroin,False,False,False,False
14,smack,heroin,False,False,False,True
15,junk,heroin,False,False,False,False
16,brown_sugar,heroin,False,False,False,False
17,dragon,heroin,False,False,False,False
18,horse,heroin,False,False,False,False
19,zeroin,heroin,False,False,False,False
20,zerone,heroin,False,False,False,False
21,smack,heroin,False,False,False,True
22,junk,heroin,False,False,False,False
23,brown_sugar,heroin,False,False,False,False
24,skag,heroin,False,False,False,True
25,gear,heroin,False,False,False,False
26,horse,heroin,False,False,False,False
27,smack,heroin,False,False,False,True
28,junk,heroin,False,False,False,False
29,morphium,heroin,morphine,False,False,False
30,diamorphine,heroin,heroin,True,True,True
31,smack,heroin,False,False,False,True
32,junk,heroin,False,False,False,False
33,brown_sugar,heroin,False,False,False,False
34,skag,heroin,False,False,False,True
35,dope,heroin,False,False,False,True
36,dragon,heroin,False,False,False,False
37,zero,heroin,False,False,False,False
38,zen,heroin,False,False,False,False
39,zip,heroin,False,False,False,False
40,dope,heroin,False,False,False,True
41,smack,heroin,False,False,False,True
42,junk,heroin,False,False,False,False
43,smack,heroin,False,False,False,True
44,junk,heroin,False,False,False,False
45,heroin_hydrochloride,heroin,False,True,True,True
46,diamorphine,heroin,heroin,True,True,True
47,herion,heroin,heroin,True,False,True
48,herroin,heroin,False,False,False,True
49,huron,heroin,False,False,False,False
50,herron,heroin,False,False,False,False
51,herion,heroin,heroin,True,False,True
52,herione,heroin,False,False,True,True
53,heroinum,heroin,False,False,True,True
54,diacetylmorphine,heroin,heroin,True,True,True
55,morphinan-6-ol,heroin,False,False,False,False
56,horse,heroin,False,False,False,False
57,smack,heroin,False,False,False,True
58,neirion,heroin,False,False,False,False
59,neiryn,heroin,False,False,False,False
60,neriyn,heroin,False,False,False,False
61,neirium,heroin,False,False,False,False
62,neriun,heroin,False,False,False,False
63,smack,heroin,False,False,False,True
64,brown_sugar,heroin,False,False,False,False
65,dragon,heroin,False,False,False,False
66,junk,heroin,False,False,False,False
67,smack,heroin,False,False,False,True
68,brown_sugar,heroin,False,False,False,False
69,China_white,heroin,filgrastim,False,True,True
70,dragon,heroin,False,False,False,False
71,smack,heroin,False,False,False,True
72,junk,heroin,False,False,False,False
73,brown_sugar,heroin,False,False,False,False
74,skag,heroin,False,False,False,True
75,gear,heroin,False,False,False,False
76,h,heroin,False,False,Error,False
77,horse,heroin,False,False,False,False
78,morphinan,heroin,morphine,False,False,False
