,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,smack,heroin,False,False,False,True
1,brown_sugar,heroin,False,False,False,False
2,China_white,heroin,filgrastim,False,True,True
3,horse,heroin,False,False,False,False
4,diamorphine,heroin,heroin,True,True,True
5,brown_sugar,heroin,False,False,False,False
6,dope,heroin,False,False,False,True
7,horse,heroin,False,False,False,False
8,smack,heroin,False,False,False,True
9,Roxanol,heroin,morphine,False,False,False
10,Roxicodone,heroin,oxycodone,False,False,False
11,smack,heroin,False,False,False,True
12,junk,heroin,False,False,False,False
13,smack,heroin,False,False,False,True
14,gear,heroin,False,False,False,False
15,brown_sugar,heroin,False,False,False,False
16,dope,heroin,False,False,False,True
17,dragon,heroin,False,False,False,False
18,China_white,heroin,filgrastim,False,True,True
19,hirion,heroin,False,False,False,True
20,tiroir,heroin,False,False,False,False
21,junkie,heroin,heroin,False,True,True
22,dope_addict,heroin,heroin,False,False,False
23,smack_head,heroin,False,False,True,False
24,acetylmorphine,heroin,heroin,True,True,True
25,brown_sugar,heroin,False,False,False,False
26,dope,heroin,False,False,False,True
27,smack,heroin,False,False,False,True
28,horse,heroin,False,False,False,False
29,herorm,heroin,False,False,False,False
30,herbein,heroin,False,False,False,False
31,horoin,heroin,False,False,False,True
32,behrobine,heroin,False,False,False,Error
33,smack,heroin,False,False,False,True
34,junk,heroin,False,False,False,False
35,habit,heroin,False,False,False,False
36,acetomorphine,heroin,False,False,True,False
37,smack,heroin,False,False,False,True
38,tar,heroin,False,False,False,True
39,dragon,heroin,False,False,False,False
40,blacktar,heroin,False,False,True,True
41,brown_sugar,heroin,False,False,False,False
42,smack,heroin,False,False,False,True
43,brown_sugar,heroin,False,False,False,False
44,dragon,heroin,False,False,False,False
45,Andro_respect_refers_only_to_the_medical_use_,heroin,False,False,Error,Error
46,taint,heroin,False,False,False,False
47,pleasure_pill,heroin,False,False,False,False
48,morphine,heroin,morphine,False,False,False
49,herowine,heroin,False,False,False,True
50,heroiine,heroin,False,False,False,True
51,herion,heroin,heroin,True,False,True
52,heroinne,heroin,False,False,False,True
53,heroyna,heroin,False,False,False,True
54,hiroin,heroin,False,False,False,True
55,smack,heroin,False,False,False,True
56,brown_sugar,heroin,False,False,False,False
57,gear,heroin,False,False,False,False
58,junk,heroin,False,False,False,False
59,smack,heroin,False,False,False,True
60,junk,heroin,False,False,False,False
61,smack,heroin,False,False,False,True
62,tar,heroin,False,False,False,True
63,dragon,heroin,False,False,False,False
64,black_tar,heroin,False,False,True,True
65,acetylmorphone,heroin,False,False,True,True
66,wagon_wheel,heroin,False,False,False,False
67,marching_dust,heroin,False,False,False,False
68,graveyard_shift,heroin,False,False,False,False
69,smack,heroin,False,False,False,True
70,narcotic,heroin,False,False,False,True
71,acetylmethadol,heroin,False,False,False,False
72,acetyl-alpha-_methylfentanyl,heroin,False,False,False,False
73,carfentanil,heroin,carfentanil,False,False,True
74,phenomorphan,heroin,False,False,False,False
75,Six-Way,heroin,False,False,False,False
76,smack,heroin,False,False,False,True
77,tar,heroin,False,False,False,True
78,smack,heroin,False,False,False,True
79,brown_sugar,heroin,False,False,False,False
80,Chiba,heroin,False,False,False,False
81,dragon,heroin,False,False,False,False
82,gear,heroin,False,False,False,False
83,horse_,heroin,False,False,False,False
84,junk,heroin,False,False,False,False
85,hydromorphone,heroin,hydromorphone,False,False,False
86,methadone,heroin,methadone,False,True,True
87,diacetylmorphine,heroin,heroin,True,True,True
88,smack,heroin,False,False,False,True
89,gear,heroin,False,False,False,False
90,junk,heroin,False,False,False,False
91,black_tar,heroin,False,False,True,True
92,3-methylmorphine,heroin,False,False,False,False
93,codeine,heroin,codeine,False,False,False
94,diamorphine,heroin,heroin,True,True,True
95,"3-(diaminomethylidene)-7,8-didehydro-4,5α-epoxy-17-methylmorphinan-6α-ol",heroin,False,False,False,False
96,herion,heroin,heroin,True,False,True
97,herione,heroin,False,False,True,True
98,heroen,heroin,False,False,False,True
99,heroinum,heroin,False,False,True,True
100,smack,heroin,False,False,False,True
101,junk,heroin,False,False,False,False
102,horse,heroin,False,False,False,False
103,smack,heroin,False,False,False,True
104,brown_sugar,heroin,False,False,False,False
105,dope,heroin,False,False,False,True
106,smack,heroin,False,False,False,True
107,junk,heroin,False,False,False,False
108,skag,heroin,False,False,False,True
109,horse,heroin,False,False,False,False
110,smack,heroin,False,False,False,True
111,horse,heroin,False,False,False,False
112,smack,heroin,False,False,False,True
113,brown_sugar,heroin,False,False,False,False
114,China_white,heroin,filgrastim,False,True,True
115,horse,heroin,False,False,False,False
