,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
0,heroinum,heroin,False,False,True,True
1,morphium,heroin,morphine,False,False,False
2,diamorphine,heroin,heroin,True,True,True
3,dalargin,heroin,False,False,False,False
4,morphia,heroin,morphine,False,False,True
5,narcomine,heroin,False,False,False,False
6,narcotine,heroin,nicotine,False,False,False
7,herion,heroin,heroin,True,False,True
8,heron,heroin,False,False,False,False
9,heroinum,heroin,False,False,True,True
10,diamorphine,heroin,heroin,True,True,True
11,herion,heroin,heroin,True,False,True
12,heron,heroin,False,False,False,False
13,heroinne,heroin,False,False,False,True
14,heroyn,heroin,False,False,False,True
15,heryon,heroin,False,False,False,False
16,morphine_diacetate,heroin,False,False,True,True
17,smack,heroin,False,False,False,True
18,junk,heroin,False,False,False,False
19,smack,heroin,False,False,False,True
20,junk,heroin,False,False,False,False
21,brown_sugar,heroin,False,False,False,False
22,skag,heroin,False,False,False,True
23,horse,heroin,False,False,False,False
24,hirion,heroin,False,False,False,True
25,heorin,heroin,False,False,True,True
26,heron,heroin,False,False,False,False
27,dihydromorphinone,heroin,hydromorphone,False,False,False
28,hydromorphone,heroin,hydromorphone,False,False,False
29,diamorphine,heroin,heroin,True,True,True
30,smack,heroin,False,False,False,True
31,junkie,heroin,heroin,False,True,True
32,diamorphine,heroin,heroin,True,True,True
33,smack,heroin,False,False,False,True
34,junk,heroin,False,False,False,False
35,horse,heroin,False,False,False,False
36,brown_sugar,heroin,False,False,False,False
37,China_white,heroin,filgrastim,False,True,True
38,smack,heroin,False,False,False,True
39,junk,heroin,False,False,False,False
40,morphines,heroin,morphine,False,False,False
41,opiates,heroin,False,False,False,True
42,smack,heroin,False,False,False,True
43,junk,heroin,False,False,False,False
44,herion,heroin,heroin,True,False,True
45,herione,heroin,False,False,True,True
46,heroinum,heroin,False,False,True,True
47,herion,heroin,heroin,True,False,True
48,heron,heroin,False,False,False,False
49,heroinism,heroin,False,False,True,False
50,heroin_use,heroin,False,True,True,True
51,smack,heroin,False,False,False,True
52,junk,heroin,False,False,False,False
53,morphinan,heroin,morphine,False,False,False
54,"3,6-diacetylmorphine",heroin,False,False,True,True
55,smack,heroin,False,False,False,True
56,junk,heroin,False,False,False,False
57,herion,heroin,heroin,True,False,True
58,heroinne,heroin,False,False,False,True
59,heroinum,heroin,False,False,True,True
60,smack,heroin,False,False,False,True
61,junk,heroin,False,False,False,False
62,acetylmorphine,heroin,heroin,True,True,True
63,smack,heroin,False,False,False,True
64,junk,heroin,False,False,False,False
